FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
80073	11		PE-Cy5-A	CD20	CD20
100673	14		QDOT 565-A		CD45
113170	14		QDOT 565-A		CD45
135152	17		APC-Cy7-A	CD27	CD27
107316	3		FSC-H		FSC-H
95216	3		FSC-H		FSC-H
159205	5		SSC-A		SSC-A
159209	15		APC-A		SLAM
159216	10		PE-Texas Red-A	PTPRC	CD45RA
159217	16		Alexa 700-A	CD3E	CD3
159224	4		FSC-W		FSC-W
160787	11		PE-Cy5-A	ITAX	CD11c
160790	11		PE-Cy5-A	CD40	CD40
160791	6		SSC-H		SSC-H
159073	17		APC-Cy7-A	CD27	CD27
159077	14		QDOT 565-A		CD45
159081	9		PE-A	CD14	CD14
159084	12		PE-Cy7-A	CCR7	CCR7
159085	7		SSC-W		SSC-W
160824	5		SSC-A		SSC-A
160831	16		Alexa 700-A	HLA-DRA	HLADR
159226	1		Time		Time
159226	15		APC-A	THBD	BDCA-3
159237	7		SSC-W		SSC-W
160281	2		FSC-A		FSC-A
160297	8		FITC-A		LIN-1
160298	3		FSC-H		FSC-H
159100	15		APC-A		SLAM
159109	14		QDOT 565-A		CD45
159110	7		SSC-W		SSC-W
159112	2		FSC-A		FSC-A
159279	2		FSC-A		FSC-A
159281	14		QDOT 565-A		CD45
159291	7		SSC-W		SSC-W
159296	1		Time		Time
160220	4		FSC-W		FSC-W
160811	9		PE-A	CD14	CD14
160231	11		PE-Cy5-A	CD40	CD40
160234	12		PE-Cy7-A	CCR7	CCR7
160237	14		QDOT 565-A		CD45
160255	17		APC-Cy7-A	CD8A	CD8
160839	5		SSC-A		SSC-A
160851	14		QDOT 565-A		CD45
160851	15		APC-A	SDC1	CD138
160856	11		PE-Cy5-A	CD40	CD40
160308	12		PE-Cy7-A	CD38	CD38
160316	11		PE-Cy5-A	CD40	CD40
160317	10		PE-Texas Red-A	CD2	CD2
158999	8		FITC-A	CX3CR1	CX3CR1
159009	7		SSC-W		SSC-W
160328	2		FSC-A		FSC-A
158985	5		SSC-A		SSC-A
158986	7		SSC-W		SSC-W
158987	2		FSC-A		FSC-A
158989	17		APC-Cy7-A	CD8A	CD8
160874	8		FITC-A		LIN-1
159052	17		APC-Cy7-A	CD27	CD27
159062	2		FSC-A		FSC-A
159065	3		FSC-H		FSC-H
159072	7		SSC-W		SSC-W
159145	17		APC-Cy7-A	CD8A	CD8
159133	6		SSC-H		SSC-H
159299	15		APC-A	SDC1	CD138
126370	8		FITC-A	IGHD	IgD
87160	6		SSC-H		SSC-H
113170	6		SSC-H		SSC-H
96884	12		PE-Cy7-A	CD38	CD38
118996	17		APC-Cy7-A	CD27	CD27
159227	13		Pacific Blue-A	CD86	CD86
159228	3		FSC-H		FSC-H
159236	9		PE-A	CLEC4C	BDCA-2
159239	10		PE-Texas Red-A	CD19	CD19
159249	2		FSC-A		FSC-A
160281	15		APC-A	SDC1	CD138
160289	14		QDOT 565-A		CD45
160293	2		FSC-A		FSC-A
159074	10		PE-Texas Red-A	CD19	CD19
159077	11		PE-Cy5-A	CD40	CD40
159079	1		Time		Time
159079	15		APC-A		SLAN
159134	12		PE-Cy7-A	CD38	CD38
159151	9		PE-A	CLEC4C	BDCA2
159154	6		SSC-H		SSC-H
159080	11		PE-Cy5-A	CD40	CD40
159090	3		FSC-H		FSC-H
159092	1		Time		Time
159107	1		Time		Time
159107	14		QDOT 565-A		CD45
159107	15		APC-A	ICOS	ICOS
159112	14		QDOT 565-A		CD45
159280	2		FSC-A		FSC-A
159288	14		QDOT 565-A		CD45
159290	16		Alexa 700-A	HLA-DRA	HLADR
159292	16		Alexa 700-A		CD3/CD14
160264	13		Pacific Blue-A	CD86	CD86
160323	5		SSC-A		SSC-A
160324	12		PE-Cy7-A	ITGAM	CD11b
160276	5		SSC-A		SSC-A
160851	11		PE-Cy5-A	CD20	CD20
158987	1		Time		Time
158987	14		QDOT 565-A		CD45
158988	9		PE-A	CCR6	CCR6
158989	2		FSC-A		FSC-A
158993	12		PE-Cy7-A	CD1C	CD1c
159117	16		Alexa 700-A	HLA-DRA	HLADR
159123	4		FSC-W		FSC-W
159129	3		FSC-H		FSC-H
159304	8		FITC-A	CX3CR1	CX3CR1
160774	15		APC-A	SDC1	CD138
160787	10		PE-TxR-A	CD2	CD2
160313	4		FSC-W		FSC-W
160798	17		APC-Cy7-A	CD8A	CD8
160799	1		Time		Time
160802	9		PE-A	CD24	CD24
160198	17		APC-Cy7-A	CD27	CD27
160824	16		Alexa 700-A	HLA-DRA	HLADR
159053	2		FSC-A		FSC-A
159060	16		Alexa 700-A	HLA-DRA	HLADR
159061	3		FSC-H		FSC-H
159063	12		PE-Cy7-A	CCR7	CCR7
159205	3		FSC-H		FSC-H
160227	12		PE-Cy7-A	ITGAM	CD11b
160230	16		Alexa 700-A	HLA-DRA	HLADR
159209	11		PE-Cy5-A	CD40	CD40
159214	9		PE-A	CCR6	CCR6
160875	17		APC-Cy7-A	FCG3A	CD16
160877	1		Time		Time
160877	15		APC-A	THBD	BDCA-3
115776	8		FITC-A	IGHD	IgD
133455	4		FSC-W		FSC-W
145270	14		QDOT 565-A		CD45
82896	17		APC-Cy7-A	CD27	CD27
136756	13		Pacific Blue-A	CD86	CD86
105666	16		Alexa 700-A		CD3/CD14
160323	16		Alexa 700-A	HLA-DRA	HLADR
160324	2		FSC-A		FSC-A
160327	2		FSC-A		FSC-A
158985	13		Pacific Blue-A	CD4	CD4
158993	2		FSC-A		FSC-A
160855	14		QDOT 565-A		CD45
159122	7		SSC-W		SSC-W
159126	7		SSC-W		SSC-W
159243	5		SSC-A		SSC-A
159249	14		QDOT 565-A		CD45
159251	11		PE-Cy5-A	CD40	CD40
159252	16		Alexa 700-A	CD3E	CD3
160289	6		SSC-H		SSC-H
160296	4		FSC-W		FSC-W
159079	11		PE-Cy5-A	CD40	CD40
159082	4		FSC-W		FSC-W
159084	15		APC-A	ICOS	ICOS
159092	6		SSC-H		SSC-H
159094	3		FSC-H		FSC-H
159094	16		Alexa 700-A		CD3/CD14
159139	3		FSC-H		FSC-H
159147	7		SSC-W		SSC-W
159150	6		SSC-H		SSC-H
159151	8		FITC-A		LIN1
159154	10		PE-Texas Red-A	CD2	CD2
160305	12		PE-Cy7-A	CCR7	CCR7
159279	6		SSC-H		SSC-H
159280	14		QDOT 565-A		CD45
159290	13		Pacific Blue-A	CD86	CD86
159297	12		PE-Cy7-A	ITGAM	CD11b
160255	1		Time		Time
160256	4		FSC-W		FSC-W
160257	7		SSC-W		SSC-W
160275	3		FSC-H		FSC-H
160278	15		APC-A		SLAM
160839	13		Pacific Blue-A	CD86	CD86
159053	15		APC-A	SDC1	CD138
159055	8		FITC-A	CX3CR1	CX3CR1
159057	5		SSC-A		SSC-A
159061	13		Pacific Blue-A	CD4	CD4
159062	6		SSC-H		SSC-H
160779	9		PE-A	CLEC4C	BDCA2
160785	7		SSC-W		SSC-W
160825	8		FITC-A	CXCR5	CXCR5
160827	14		QDOT 565-A		CD45
160832	8		FITC-A		LIN-1
160879	13		Pacific Blue-A	CD4	CD4
159206	9		PE-A	CD24	CD24
159209	10		PE-Texas Red-A	CD2	CD2
159224	9		PE-A	CLEC4C	BDCA-2
159302	11		PE-Cy5-A	CXCR3	CXCR3
160199	17		APC-Cy7-A	CD27	CD27
160207	13		Pacific Blue-A	CD86	CD86
160221	5		SSC-A		SSC-A
160229	4		FSC-W		FSC-W
160234	15		APC-A	ICOS	ICOS
160242	5		SSC-A		SSC-A
160308	14		QDOT 565-A		CD45
160320	5		SSC-A		SSC-A
160807	3		FSC-H		FSC-H
108266	5		SSC-A		SSC-A
101478	8		FITC-A	IGHD	IgD
133698	7		SSC-W		SSC-W
134326	7		SSC-W		SSC-W
135152	6		SSC-H		SSC-H
119119	14		QDOT 565-A		CD45
100917	14		QDot 565-A		CD45
95216	2		FSC-A		FSC-A
136756	17		APC-Cy7-A	CD27	CD27
159062	10		PE-Texas Red-A	PTPRC	CD45RA
159112	10		PE-Texas Red-A	CD2	CD2
160308	6		SSC-H		SSC-H
160312	5		SSC-A		SSC-A
159087	4		FSC-W		FSC-W
159091	8		FITC-A		LIN1
159095	6		SSC-H		SSC-H
159095	11		PE-Cy5-A	CD20	CD20
159096	13		Pacific Blue-A	CD86	CD86
159104	5		SSC-A		SSC-A
159210	8		FITC-A	CX3CR1	CX3CR1
159220	16		Alexa 700-A	HLA-DRA	HLADR
96090	13		Pacific Blue-A	CD86	CD86
159052	6		SSC-H		SSC-H
159303	7		SSC-W		SSC-W
160295	16		Alexa 700-A	HLA-DRA	HLADR
160298	2		FSC-A		FSC-A
160259	1		Time		Time
160263	3		FSC-H		FSC-H
160272	15		APC-A	ICOS	ICOS
160273	13		Pacific Blue-A	CD86	CD86
160843	3		FSC-H		FSC-H
159232	1		Time		Time
159233	5		SSC-A		SSC-A
159243	3		FSC-H		FSC-H
159249	6		SSC-H		SSC-H
159251	10		PE-Texas Red-A	CD2	CD2
160293	11		PE-Cy5-A	CXCR3	CXCR3
160294	12		PE-Cy7-A	CCR7	CCR7
159141	14		QDOT 565-A		CD45
159152	5		SSC-A		SSC-A
159153	16		Alexa 700-A	HLA-DRA	HLA-DR
160905	14		QDOT 565-A		CD45
159001	13		Pacific Blue-A	CD86	CD86
160323	13		Pacific Blue-A	CD86	CD86
158978	12		PE-Cy7-A	CD38	CD38
158978	17		APC-Cy7-A	CD27	CD27
158981	17		APC-Cy7-A	FCG3A	CD16
158982	3		FSC-H		FSC-H
158983	12		PE-Cy7-A	ITGAM	CD11b
158989	6		SSC-H		SSC-H
158990	1		Time		Time
158993	14		QDOT 565-A		CD45
158994	4		FSC-W		FSC-W
160784	7		SSC-W		SSC-W
160790	4		FSC-W		FSC-W
160799	10		PE-TxR-A	PTPRC	CD45RA
160806	8		FITC-A	CXCR5	CXCR5
160810	8		FITC-A	CX3CR1	CX3CR1
160817	17		APC-Cy7-A	CD27	CD27
160833	9		PE-A	CLEC4C	BDCA-2
160198	14		QDOT 565-A		CD45
160205	16		Alexa 700-A	HLA-DRA	HLADR
160211	15		APC-A	ICOS	ICOS
160224	3		FSC-H		FSC-H
159114	7		SSC-W		SSC-W
159117	17		APC-Cy7-A		APC-Cy7-A
159118	12		PE-Cy7-A	ITGAM	CD11b
159120	2		FSC-A		FSC-A
159128	1		Time		Time
159128	14		QDOT 565-A		CD45
160241	17		APC-Cy7-A		APC-Cy7-A
160253	12		PE-Cy7-A	CD1C	CD1c
124751	3		FSC-H		FSC-H
105756	3		FSC-H		FSC-H
120641	4		FSC-W		FSC-W
76850	8		FITC-A	IGHD	IgD
100673	4		FSC-W		FSC-W
118996	11		PE-Cy5-A	CD20	CD20
107316	1		Time		Time
159231	2		FSC-A		FSC-A
159233	3		FSC-H		FSC-H
159240	10		PE-Texas Red-A	CD2	CD2
159243	13		Pacific Blue-A	CD86	CD86
159246	12		PE-Cy7-A	CD38	CD38
160807	12		PE-Cy7-A	CD1C	CD1c
159135	9		PE-A	CD24	CD24
159136	3		FSC-H		FSC-H
159139	17		APC-Cy7-A	FCG3A	CD16
159154	4		FSC-W		FSC-W
159204	17		APC-Cy7-A	CD27	CD27
160297	5		SSC-A		SSC-A
160300	15		APC-A	THBD	BDCA-3
160305	1		Time		Time
160306	9		PE-A	CLEC4C	BDCA-2
159098	5		SSC-A		SSC-A
159104	3		FSC-H		FSC-H
159113	15		APC-A	THBD	BDCA-3
159284	9		PE-A	CCR6	CCR6
159285	12		PE-Cy7-A	CD38	CD38
159291	16		Alexa 700-A	CD3E	CD3
159293	1		Time		Time
160809	4		FSC-W		FSC-W
159008	4		FSC-W		FSC-W
159010	8		FITC-A		LIN1
160273	12		PE-Cy7-A	CD38	CD38
160274	5		SSC-A		SSC-A
160855	10		PE-Texas Red-A	CD2	CD2
158978	2		FSC-A		FSC-A
158990	6		SSC-H		SSC-H
158990	11		PE-Cy5-A	CXCR3	CXCR3
158995	6		SSC-H		SSC-H
160308	10		PE-Texas Red-A	CD19	CD19
160309	12		PE-Cy7-A	ITGAM	CD11b
160311	8		FITC-A	CXCR5	CXCR5
160312	16		Alexa 700-A	CD3E	CD3
160317	9		PE-A	CD14	CD14
160318	4		FSC-W		FSC-W
159127	3		FSC-H		FSC-H
159127	16		Alexa 700-A	CD14	CD14/CD3
159130	8		FITC-A	CXCR5	CXCR5
159305	5		SSC-A		SSC-A
160198	11		PE-Cy5-A	CD20	CD20
160205	13		Pacific Blue-A	CD86	CD86
160206	3		FSC-H		FSC-H
160222	8		FITC-A		LIN-1
160236	12		PE-Cy7-A	CCR7	CCR7
159054	9		PE-A	CD24	CD24
159059	9		PE-A	CD14	CD14
159060	2		FSC-A		FSC-A
159071	11		PE-Cy5-A	ITAX	CD11c
159072	3		FSC-H		FSC-H
160783	14		QDot 565-A		CD45
160783	15		APC-A		SLAN
160786	3		FSC-H		FSC-H
160818	12		PE-Cy7-A	CD38	CD38
160827	10		PE-Texas Red-A	PTPRC	CD45RA
160833	8		FITC-A		LIN-1
160878	8		FITC-A	CX3CR1	CX3CR1
100917	10		PE-TxR-A	CD19	CD19
76850	7		SSC-W		SSC-W
136756	14		QDOT 565-A		CD45
159092	4		FSC-W		FSC-W
159104	13		Pacific Blue-A	CD4	CD4
159106	16		Alexa 700-A	CD3E	CD3
159282	9		PE-A	CLEC4C	BDCA-2
159290	1		Time		Time
159295	6		SSC-H		SSC-H
159295	11		PE-Cy5-A	CXCR3	CXCR3
159297	6		SSC-H		SSC-H
160200	13		Pacific Blue-A	CD86	CD86
160203	15		APC-A		SLAM
160207	1		Time		Time
160208	13		Pacific Blue-A	CD4	CD4
160209	7		SSC-W		SSC-W
160210	4		FSC-W		FSC-W
160847	12		PE-Cy7-A	CCR7	CCR7
160847	17		APC-Cy7-A	CD8A	CD8
160218	12		PE-Cy7-A	CD1C	CD1c
160221	12		PE-Cy7-A	CD1C	CD1c
160230	1		Time		Time
160230	15		APC-A		SLAM
160238	5		SSC-A		SSC-A
160241	15		APC-A	THBD	BDCA-3
160244	17		APC-Cy7-A		APC-Cy7-A
160257	5		SSC-A		SSC-A
160277	2		FSC-A		FSC-A
160856	9		PE-A	CD14	CD14
159060	15		APC-A		SLAM
159063	10		PE-Texas Red-A	PTPRC	CD45RA
160311	7		SSC-W		SSC-W
160317	8		FITC-A	CX3CR1	CX3CR1
159076	1		Time		Time
159088	6		SSC-H		SSC-H
159090	15		APC-A	THBD	BDCA3
158980	12		PE-Cy7-A	ITGAM	CD11b
158981	15		APC-A		SLAM
158982	17		APC-Cy7-A	FCG3A	CD16
158985	14		QDOT 565-A		CD45
158990	10		PE-Texas Red-A	PTPRC	CD45RA
160874	3		FSC-H		FSC-H
160874	16		Alexa 700-A	HLA-DRA	HLADR
160877	4		FSC-W		FSC-W
160878	7		SSC-W		SSC-W
160798	10		PE-TxR-A	PTPRC	CD45RA
159118	1		Time		Time
160831	6		SSC-H		SSC-H
159059	8		FITC-A	CX3CR1	CX3CR1
159118	15		APC-A		SLAN
159121	11		PE-Cy5-A	ITAX	CD11c
159122	5		SSC-A		SSC-A
159300	3		FSC-H		FSC-H
159301	13		Pacific Blue-A	CD86	CD86
159231	1		Time		Time
159244	2		FSC-A		FSC-A
159247	4		FSC-W		FSC-W
159248	8		FITC-A	CX3CR1	CX3CR1
159252	2		FSC-A		FSC-A
160283	8		FITC-A	CX3CR1	CX3CR1
160284	6		SSC-H		SSC-H
160285	1		Time		Time
160303	16		Alexa 700-A	HLA-DRA	HLADR
160294	15		APC-A	ICOS	ICOS
160295	17		APC-Cy7-A		APC-Cy7-A
159136	13		Pacific Blue-A	CD86	CD86
159146	4		FSC-W		FSC-W
160906	17		APC-Cy7-A	CD8A	CD8
159000	1		Time		Time
159002	17		APC-Cy7-A	FCG3A	CD16
160326	4		FSC-W		FSC-W
105756	17		APC-Cy7-A	CD27	CD27
88088	3		FSC-H		FSC-H
88088	16		Alexa 700-A		CD3/CD14
146879	7		SSC-W		SSC-W
96090	1		Time		Time
159115	9		PE-A	CLEC4C	BDCA2
159225	17		APC-Cy7-A	CD27	CD27
159230	8		FITC-A	CX3CR1	CX3CR1
159243	2		FSC-A		FSC-A
159252	14		QDOT 565-A		CD45
160285	11		PE-Cy5-A	CD40	CD40
159120	10		PE-Texas Red-A	CD19	CD19
159124	7		SSC-W		SSC-W
160299	5		SSC-A		SSC-A
160300	10		PE-Texas Red-A	CD2	CD2
160304	12		PE-Cy7-A	CCR7	CCR7
160304	17		APC-Cy7-A	CD8A	CD8
160307	13		Pacific Blue-A	CD86	CD86
160811	3		FSC-H		FSC-H
159149	7		SSC-W		SSC-W
159074	8		FITC-A	IGHD	IgD
159082	7		SSC-W		SSC-W
159085	17		APC-Cy7-A	CD8A	CD8
159086	1		Time		Time
159086	15		APC-A	ICOS	ICOS
160316	8		FITC-A	CX3CR1	CX3CR1
160321	9		PE-A	CLEC4C	BDCA-2
160797	16		Alexa 700-A	HLA-DRA	HLA-DR
160803	3		FSC-H		FSC-H
160808	6		SSC-H		SSC-H
159087	8		FITC-A		LIN1
159096	1		Time		Time
158980	2		FSC-A		FSC-A
159207	13		Pacific Blue-A	CD86	CD86
159296	9		PE-A	CLEC4C	BDCA-2
159297	10		PE-Texas Red-A	CD2	CD2
160254	11		PE-Cy5-A	CD40	CD40
160256	7		SSC-W		SSC-W
160267	12		PE-Cy7-A	CD1C	CD1c
159215	3		FSC-H		FSC-H
159221	1		Time		Time
160278	4		FSC-W		FSC-W
160279	9		PE-A	CCR6	CCR6
160841	1		Time		Time
158991	13		Pacific Blue-A	CD86	CD86
159301	17		APC-Cy7-A	FCG3A	CD16
160214	3		FSC-H		FSC-H
160219	5		SSC-A		SSC-A
160236	15		APC-A	ICOS	ICOS
160242	2		FSC-A		FSC-A
159061	11		PE-Cy5-A	CXCR3	CXCR3
160776	9		PE-A	CD14	CD14
160778	15		APC-A	ICOS	ICOS
160784	5		SSC-A		SSC-A
160820	14		QDOT 565-A		CD45
160820	15		APC-A		SLAM
160824	11		PE-Cy5-A	CD40	CD40
160831	10		PE-Texas Red-A	CD2	CD2
115776	16		Alexa 700-A		CD3/CD14
126370	13		Pacific Blue-A	CD86	CD86
144461	5		SSC-A		SSC-A
100917	4		FSC-W		FSC-W
159115	8		FITC-A		LIN1
159228	10		PE-Texas Red-A	PTPRC	CD45RA
159230	7		SSC-W		SSC-W
159242	7		SSC-W		SSC-W
159246	6		SSC-H		SSC-H
159246	11		PE-Cy5-A	CD20	CD20
159251	9		PE-A	CD14	CD14
160280	5		SSC-A		SSC-A
160282	13		Pacific Blue-A	CD86	CD86
160295	1		Time		Time
160299	16		Alexa 700-A	HLA-DRA	HLADR
159150	9		PE-A	CLEC4C	BDCA2
160309	6		SSC-H		SSC-H
160319	17		APC-Cy7-A	CD8A	CD8
160805	5		SSC-A		SSC-A
159080	8		FITC-A	CX3CR1	CX3CR1
159091	5		SSC-A		SSC-A
159098	17		APC-Cy7-A	FCG3A	CD16
159101	2		FSC-A		FSC-A
159103	5		SSC-A		SSC-A
159111	11		PE-Cy5-A	ITAX	CD11c
159289	5		SSC-A		SSC-A
159001	6		SSC-H		SSC-H
159003	9		PE-A	CCR6	CCR6
159005	13		Pacific Blue-A	CD4	CD4
159007	7		SSC-W		SSC-W
159008	8		FITC-A		LIN1
160254	10		PE-Texas Red-A	CD2	CD2
159206	5		SSC-A		SSC-A
159214	16		Alexa 700-A	CD3E	CD3
159223	5		SSC-A		SSC-A
160265	7		SSC-W		SSC-W
160267	2		FSC-A		FSC-A
160273	6		SSC-H		SSC-H
160274	17		APC-Cy7-A		APC-Cy7-A
160276	11		PE-Cy5-A	CXCR3	CXCR3
160279	8		FITC-A	CXCR5	CXCR5
160843	1		Time		Time
160850	4		FSC-W		FSC-W
160857	1		Time		Time
158977	5		SSC-A		SSC-A
158978	10		PE-Texas Red-A	CD19	CD19
158979	14		QDOT 565-A		CD45
158982	14		QDOT 565-A		CD45
158994	7		SSC-W		SSC-W
158996	1		Time		Time
160203	10		PE-Texas Red-A	CD2	CD2
160210	9		PE-A	CCR6	CCR6
160218	15		APC-A	THBD	BDCA-3
160221	15		APC-A	THBD	BDCA-3
160224	15		APC-A	SDC1	CD138
160906	1		Time		Time
159057	14		QDOT 565-A		CD45
159072	2		FSC-A		FSC-A
160778	6		SSC-H		SSC-H
160779	5		SSC-A		SSC-A
160784	16		Alexa 700-A	CD3E	CD3
160792	10		PE-TxR-A	PTPRC	CD45RA
160820	6		SSC-H		SSC-H
160830	6		SSC-H		SSC-H
160876	13		Pacific Blue-A	CD4	CD4
124751	14		QDOT 565-A		CD45
108266	15		APC-A	SDC1	CD138
109868	12		PE-Cy7-A	CD38	CD38
133698	13		Pacific Blue-A	CD86	CD86
95269	5		SSC-A		SSC-A
132122	7		SSC-W		SSC-W
159209	7		SSC-W		SSC-W
159211	2		FSC-A		FSC-A
159215	17		APC-Cy7-A	CD8A	CD8
159217	4		FSC-W		FSC-W
159104	15		APC-A	ICOS	ICOS
159110	14		QDOT 565-A		CD45
160785	17		APC-Cy7-A	CD8A	CD8
160786	15		APC-A	THBD	BDCA3
160794	5		SSC-A		SSC-A
160795	17		APC-Cy7-A	CD27	CD27
160802	13		Pacific Blue-A	CD86	CD86
160803	12		PE-Cy7-A	ITGAM	CD11b
160803	17		APC-Cy7-A	FCG3A	CD16
159111	10		PE-Texas Red-A	CD2	CD2
159298	12		PE-Cy7-A	CCR7	CCR7
160206	15		APC-A		SLAM
160226	8		FITC-A	IGHD	IgD
160232	8		FITC-A	CX3CR1	CX3CR1
102234	4		FSC-W		FSC-W
160816	3		FSC-H		FSC-H
160828	1		Time		Time
160833	5		SSC-A		SSC-A
160240	2		FSC-A		FSC-A
160243	13		Pacific Blue-A	CD86	CD86
160271	10		PE-Texas Red-A	CD2	CD2
160276	10		PE-Texas Red-A	PTPRC	CD45RA
160278	9		PE-A	CD14	CD14
160837	2		FSC-A		FSC-A
145270	9		PE-A	CD24	CD24
160321	7		SSC-W		SSC-W
159084	9		PE-A	CCR6	CCR6
159098	2		FSC-A		FSC-A
159206	3		FSC-H		FSC-H
159208	9		PE-A	CD14	CD14
133698	12		PE-Cy7-A	CD38	CD38
87365	14		QDOT 565-A		CD45
159055	13		Pacific Blue-A	CD86	CD86
159057	6		SSC-H		SSC-H
159153	11		PE-Cy5-A	ITAX	CD11c
159119	11		PE-Cy5-A	CXCR3	CXCR3
159125	10		PE-Texas Red-A	CD2	CD2
159126	17		APC-Cy7-A	CD8A	CD8
159132	5		SSC-A		SSC-A
159299	7		SSC-W		SSC-W
159243	6		SSC-H		SSC-H
159244	10		PE-Texas Red-A	CD2	CD2
159247	8		FITC-A		LIN-1
160281	8		FITC-A	IGHD	IgD
160811	12		PE-Cy7-A	ITGAM	CD11b
160812	1		Time		Time
159142	7		SSC-W		SSC-W
158997	3		FSC-H		FSC-H
158999	2		FSC-A		FSC-A
159001	10		PE-Texas Red-A	CD2	CD2
159006	2		FSC-A		FSC-A
158976	3		FSC-H		FSC-H
158986	15		APC-A	ICOS	ICOS
160877	8		FITC-A		LIN-1
160295	10		PE-Texas Red-A	CD2	CD2
160302	9		PE-A	CD14	CD14
159135	5		SSC-A		SSC-A
159137	3		FSC-H		FSC-H
159143	1		Time		Time
159143	15		APC-A	ICOS	ICOS
159300	1		Time		Time
160201	3		FSC-H		FSC-H
159147	2		FSC-A		FSC-A
159095	8		FITC-A	IGHD	IgD
159097	3		FSC-H		FSC-H
159098	1		Time		Time
159098	14		QDOT 565-A		CD45
159278	13		Pacific Blue-A	CD86	CD86
159284	5		SSC-A		SSC-A
160312	6		SSC-H		SSC-H
160313	16		Alexa 700-A	HLA-DRA	HLADR
160314	6		SSC-H		SSC-H
160315	12		PE-Cy7-A	CD38	CD38
160317	5		SSC-A		SSC-A
160798	9		PE-A	CCR6	CCR6
160802	17		APC-Cy7-A	CD27	CD27
159006	14		QDOT 565-A		CD45
159010	3		FSC-H		FSC-H
159010	16		Alexa 700-A	HLA-DRA	HLADR
160324	9		PE-A	CD14	CD14
160326	7		SSC-W		SSC-W
159289	13		Pacific Blue-A	CD86	CD86
159291	6		SSC-H		SSC-H
160255	8		FITC-A	CXCR5	CXCR5
160256	5		SSC-A		SSC-A
160844	5		SSC-A		SSC-A
160853	2		FSC-A		FSC-A
160855	8		FITC-A		LIN-1
159211	14		QDOT 565-A		CD45
159214	17		APC-Cy7-A	CD8A	CD8
158977	13		Pacific Blue-A	CD86	CD86
158979	10		PE-Texas Red-A	CD2	CD2
159236	12		PE-Cy7-A	CD1C	CD1c
159237	11		PE-Cy5-A	CD40	CD40
159240	8		FITC-A		LIN-1
159247	7		SSC-W		SSC-W
159249	8		FITC-A	CXCR5	CXCR5
160287	16		Alexa 700-A	HLA-DRA	HLADR
160292	16		Alexa 700-A	CD3E	CD3
160294	4		FSC-W		FSC-W
159129	4		FSC-W		FSC-W
119119	9		PE-A	CD24	CD24
124751	10		PE-Texas Red-A	CD19	CD19
149703	11		PE-Cy5-A	CD20	CD20
133455	3		FSC-H		FSC-H
119119	8		FITC-A	IGHD	IgD
100917	8		FITC-A	IGHD	IgD
135152	7		SSC-W		SSC-W
91455	3		FSC-H		FSC-H
92014	9		PE-A	CD24	CD24
95216	9		PE-A	CD24	CD24
159057	10		PE-Texas Red-A	CD2	CD2
159067	13		Pacific Blue-A	CD86	CD86
159070	9		PE-A	CLEC4C	BDCA-2
160775	4		FSC-W		FSC-W
160786	6		SSC-H		SSC-H
160789	3		FSC-H		FSC-H
160792	4		FSC-W		FSC-W
160819	12		PE-Cy7-A	ITGAM	CD11b
160821	10		PE-Texas Red-A	CD2	CD2
160833	3		FSC-H		FSC-H
160875	9		PE-A	CD14	CD14
160879	4		FSC-W		FSC-W
158999	11		PE-Cy5-A	CD40	CD40
159005	1		Time		Time
159005	15		APC-A	ICOS	ICOS
159009	10		PE-Texas Red-A	CD2	CD2
159082	16		Alexa 700-A	CD3E	CD3
159091	17		APC-Cy7-A		APC-Cy7-A
159093	10		PE-Texas Red-A	CD19	CD19
159097	13		Pacific Blue-A	CD86	CD86
159103	12		PE-Cy7-A	CCR7	CCR7
160220	13		Pacific Blue-A	CD86	CD86
160223	3		FSC-H		FSC-H
160223	16		Alexa 700-A	HLA-DRA	HLADR
160242	10		PE-Texas Red-A	CD2	CD2
159206	17		APC-Cy7-A	CD27	CD27
159212	9		PE-A	CD14	CD14
159218	6		SSC-H		SSC-H
160783	9		PE-A	CD14	CD14
160795	15		APC-A	SDC1	CD138
160798	8		FITC-A	CXCR5	CXCR5
160802	2		FSC-A		FSC-A
160803	1		Time		Time
158976	17		APC-Cy7-A	CD27	CD27
159283	13		Pacific Blue-A	CD86	CD86
159286	11		PE-Cy5-A	ITAX	CD11c
160805	17		APC-Cy7-A	CD8A	CD8
160806	17		APC-Cy7-A	CD8A	CD8
160814	15		APC-A	THBD	BDCA3
160816	12		PE-Cy7-A	CD38	CD38
158989	7		SSC-W		SSC-W
158992	17		APC-Cy7-A		APC-Cy7-A
160875	8		FITC-A	CX3CR1	CX3CR1
160213	3		FSC-H		FSC-H
160214	14		QDOT 565-A		CD45
160223	13		Pacific Blue-A	CD86	CD86
160255	7		SSC-W		SSC-W
160256	3		FSC-H		FSC-H
160266	3		FSC-H		FSC-H
160823	3		FSC-H		FSC-H
160268	8		FITC-A	CX3CR1	CX3CR1
160842	8		FITC-A	CX3CR1	CX3CR1
160844	16		Alexa 700-A		CD3/CD14
160855	7		SSC-W		SSC-W
159067	17		APC-Cy7-A		APC-Cy7-A
159070	8		FITC-A		LIN-1
159230	5		SSC-A		SSC-A
159121	9		PE-A	CLEC4C	BDCA2
159124	3		FSC-H		FSC-H
