FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2283240	STAT3	: pSTAT3	ANA900	887081
2283252	STAT1	: pSTAT1	ANA892	887086
2283258	STAT5	: pSTAT5	ANA901	887088
2283268	STAT1	Mono: pSTAT1	ANA892	887092
2283278	CD4+	CD4+	ANA41	887100
2283290	CD45RA-	CD45RA-	ANA816	887104
2283291	STAT1	: pSTAT1	ANA892	887104
2283293	CD45RA-	CD45RA-	ANA816	887105
2283296	CD45RA-	CD45RA-	ANA816	887106
2283311	CD45RA+	CD45RA+	ANA816	887112
2283312	STAT5	: pSTAT5	ANA901	887112
2283316	CD8+	CD8+	ANA810	887114
2283323	STAT3	Mono: pSTAT3	ANA900	887117
2283331	STAT3	: pSTAT3	ANA900	887123
2283332	CD4+	CD4+	ANA41	887124
2283338	CD45RA+	CD45RA+	ANA816	887126
2283350	CD45RA-	CD45RA-	ANA816	887130
2283358	CD8+	CD8+	ANA810	887134
2283372	STAT3	: pSTAT3	ANA900	887138
2283374	CD45RA-	CD45RA-	ANA816	887139
2283375	STAT5	: pSTAT5	ANA901	887139
2283402	STAT3	: pSTAT3	ANA900	887153
2283411	STAT5	: pSTAT5	ANA901	887157
2283412	CD8+	CD8+	ANA810	887158
2283422	CD45RA-	CD45RA-	ANA816	887161
2283423	STAT1	: pSTAT1	ANA892	887161
2283448	CD4+	CD4+	ANA41	887175
2283451	CD4+	CD4+	ANA41	887176
2283458	CD45RA-	CD45RA-	ANA816	887178
2283463	STAT3	: pSTAT3	ANA900	887180
2283472	CD8+	CD8+	ANA810	887184
2283476	CD45RA-	CD45RA-	ANA816	887185
2283488	STAT3	B cell: pSTAT3	ANA900	887192
2283490	CD4+	CD4+	ANA41	887194
2283492	CD4+	CD4+	ANA41	887195
2283495	STAT5	: pSTAT5	ANA901	887196
2283508	CD4+	CD4+	ANA41	887201
2283519	STAT5	: pSTAT5	ANA901	887205
2283523	CD8+	CD8+	ANA810	887207
2283524	CD45RA+	CD45RA+	ANA816	887207
2283542	STAT3	B cell: pSTAT3	ANA900	887216
2283545	STAT1	: pSTAT1	ANA892	887218
2283558	STAT5	: pSTAT5	ANA901	887223
2283559	CD4+	CD4+	ANA41	887224
2283564	STAT3	: pSTAT3	ANA900	887225
2283569	STAT1	: pSTAT1	ANA892	887227
2283571	STAT3	: pSTAT3	ANA900	887228
2283572	CD8+	CD8+	ANA810	887229
2283574	CD8+	CD8+	ANA810	887230
2283606	STAT1	: pSTAT1	ANA892	887245
2283614	CD45RA-	CD45RA-	ANA816	887248
2283622	CD8+	CD8+	ANA810	887251
2283633	STAT3	: pSTAT3	ANA900	887255
2283638	CD45RA-	CD45RA-	ANA816	887257
2283639	STAT1	: pSTAT1	ANA892	887257
2283646	STAT1	Mono: pSTAT1	ANA892	887260
2283647	STAT3	Mono: pSTAT3	ANA900	887261
2283651	STAT5	B cell: pSTAT5	ANA901	887265
2283660	STAT1	: pSTAT1	ANA892	887269
2283671	CD45RA-	CD45RA-	ANA816	887273
2283709	STAT3	: pSTAT3	ANA900	887291
2283711	STAT5	: pSTAT5	ANA901	887292
2283730	CD8+	CD8+	ANA810	887299
2283731	STAT1	: pSTAT1	ANA892	887299
2283743	CD45RA+	CD45RA+	ANA816	887304
2283764	CD4+	CD4+	ANA41	887316
2283772	CD4+	CD4+	ANA41	887319
2283782	CD45RA-	CD45RA-	ANA816	887322
2283787	STAT3	: pSTAT3	ANA900	887324
2283797	CD45RA+	CD45RA+	ANA816	887328
2283804	STAT3	: pSTAT3	ANA900	887330
2283807	STAT5	: pSTAT5	ANA901	887331
2283814	CD4+	CD4+	ANA41	887338
2283835	CD4+	CD4+	ANA41	887346
2283837	STAT5	: pSTAT5	ANA901	887346
2283839	STAT1	: pSTAT1	ANA892	887347
2283842	CD8+	CD8+	ANA810	887349
2283848	CD45RA+	CD45RA+	ANA816	887351
2283849	STAT3	: pSTAT3	ANA900	887351
2283855	STAT1	: pSTAT1	ANA892	887353
2283859	CD8+	CD8+	ANA810	887355
2283886	CD4+	CD4+	ANA41	887369
2283896	CD8+	CD8+	ANA810	887373
2283900	STAT1	: pSTAT1	ANA892	887374
2283927	STAT5	: pSTAT5	ANA901	887388
2283936	STAT5	: pSTAT5	ANA901	887391
2283947	STAT1	: pSTAT1	ANA892	887395
2283952	CD8+	CD8+	ANA810	887398
2283961	CD8+	CD8+	ANA810	887401
2283968	CD45RA-	CD45RA-	ANA816	887403
2283988	CD4+	CD4+	ANA41	887415
2283997	CD4+	CD4+	ANA41	887418
2284002	CD8+	CD8+	ANA810	887420
2284005	STAT5	: pSTAT5	ANA901	887421
2284023	STAT5	: pSTAT5	ANA901	887427
2284027	STAT1	B cell: pSTAT1	ANA892	887431
2284030	CD4+	CD4+	ANA41	887434
2284042	CD4+	CD4+	ANA41	887439
2284049	CD45RA-	CD45RA-	ANA816	887441
2284051	CD4+	CD4+	ANA41	887442
2284052	CD45RA-	CD45RA-	ANA816	887442
2284053	STAT5	: pSTAT5	ANA901	887442
2284067	CD45RA+	CD45RA+	ANA816	887448
2284071	STAT1	: pSTAT1	ANA892	887449
2284074	STAT3	: pSTAT3	ANA900	887450
2284075	CD8+	CD8+	ANA810	887451
2284092	STAT1	: pSTAT1	ANA892	887461
2284093	CD4+	CD4+	ANA41	887462
2284109	STAT1	: pSTAT1	ANA892	887467
2284115	CD45RA+	CD45RA+	ANA816	887470
2284119	STAT3	: pSTAT3	ANA900	887471
2284124	CD45RA-	CD45RA-	ANA816	887473
2284129	CD8+	CD8+	ANA810	887475
2284139	STAT1	: pSTAT1	ANA892	887482
2284140	CD4+	CD4+	ANA41	887483
2284147	CD4+	CD4+	ANA41	887486
2284153	CD4+	CD4+	ANA41	887488
2284156	CD4+	CD4+	ANA41	887489
2284159	CD4+	CD4+	ANA41	887490
2284184	CD45RA-	CD45RA-	ANA816	887499
2284187	STAT3	Mono: pSTAT3	ANA900	887501
2284190	STAT3	B cell: pSTAT3	ANA900	887504
2284201	CD4+	CD4+	ANA41	887510
2284206	STAT5	: pSTAT5	ANA901	887511
2284215	STAT5	: pSTAT5	ANA901	887514
2284220	CD8+	CD8+	ANA810	887517
2284227	STAT3	: pSTAT3	ANA900	887519
2284229	CD45RA+	CD45RA+	ANA816	887520
2284255	CD4+	CD4+	ANA41	887534
2284268	CD45RA-	CD45RA-	ANA816	887538
2284285	CD8+	CD8+	ANA810	887545
2284288	CD8+	CD8+	ANA810	887546
2284292	CD45RA-	CD45RA-	ANA816	887547
2284295	STAT3	Mono: pSTAT3	ANA900	887549
2284303	STAT3	: pSTAT3	ANA900	887555
2284321	CD4+	CD4+	ANA41	887562
2284323	STAT5	: pSTAT5	ANA901	887562
2284327	STAT3	: pSTAT3	ANA900	887564
2284349	STAT3	Mono: pSTAT3	ANA900	887573
2284354	CD4+	CD4+	ANA41	887578
2284368	STAT5	: pSTAT5	ANA901	887583
2284370	CD45RA-	CD45RA-	ANA816	887584
2284380	CD8+	CD8+	ANA810	887588
2284384	CD8+	CD8+	ANA810	887590
2284387	CD8+	CD8+	ANA810	887591
2284391	CD45RA+	CD45RA+	ANA816	887592
2284397	CD45RA-	CD45RA-	ANA816	887594
2284419	STAT3	: pSTAT3	ANA900	887606
2284425	STAT1	: pSTAT1	ANA892	887608
2284428	STAT3	: pSTAT3	ANA900	887609
2284435	STAT3	: pSTAT3	ANA900	887612
2284439	CD45RA+	CD45RA+	ANA816	887614
2284445	CD45RA+	CD45RA+	ANA816	887616
2284451	CD45RA-	CD45RA-	ANA816	887618
2284463	STAT1	: pSTAT1	ANA892	887626
2284467	STAT5	: pSTAT5	ANA901	887628
2284475	CD45RA+	CD45RA+	ANA816	887631
2284476	STAT5	: pSTAT5	ANA901	887631
2284478	CD45RA-	CD45RA-	ANA816	887632
2284481	CD45RA-	CD45RA-	ANA816	887633
2284484	CD45RA-	CD45RA-	ANA816	887634
2284487	STAT1	: pSTAT1	ANA892	887635
2284495	CD8+	CD8+	ANA810	887639
2284496	CD45RA+	CD45RA+	ANA816	887639
2284502	CD45RA-	CD45RA-	ANA816	887641
2284504	CD8+	CD8+	ANA810	887642
2284507	CD8+	CD8+	ANA810	887643
2284510	STAT1	Mono: pSTAT1	ANA892	887644
2284511	STAT3	Mono: pSTAT3	ANA900	887645
2284514	STAT3	B cell: pSTAT3	ANA900	887648
2284526	CD45RA+	CD45RA+	ANA816	887654
2284527	STAT3	: pSTAT3	ANA900	887654
2284529	CD45RA+	CD45RA+	ANA816	887655
2284549	CD8+	CD8+	ANA810	887663
2284552	CD8+	CD8+	ANA810	887664
2284559	CD45RA-	CD45RA-	ANA816	887666
2284567	STAT1	B cell: pSTAT1	ANA892	887671
2284568	STAT3	B cell: pSTAT3	ANA900	887672
2284571	STAT1	: pSTAT1	ANA892	887674
2284574	CD4+	CD4+	ANA41	887676
2284578	STAT1	: pSTAT1	ANA892	887677
2284587	STAT1	: pSTAT1	ANA892	887680
2284590	STAT3	: pSTAT3	ANA900	887681
2284595	STAT1	: pSTAT1	ANA892	887683
2284603	CD8+	CD8+	ANA810	887687
2284604	CD45RA+	CD45RA+	ANA816	887687
2284606	CD8+	CD8+	ANA810	887688
2284616	CD45RA-	CD45RA-	ANA816	887691
2284622	STAT3	B cell: pSTAT3	ANA900	887696
2284624	CD4+	CD4+	ANA41	887698
2284625	STAT1	: pSTAT1	ANA892	887698
2284629	STAT5	: pSTAT5	ANA901	887700
2284632	STAT1	: pSTAT1	ANA892	887701
2284650	CD8+	CD8+	ANA810	887708
2284651	STAT3	: pSTAT3	ANA900	887708
2284658	CD45RA+	CD45RA+	ANA816	887711
2284664	CD45RA-	CD45RA-	ANA816	887713
2284687	CD4+	CD4+	ANA41	887726
2284688	CD45RA+	CD45RA+	ANA816	887726
2284693	CD4+	CD4+	ANA41	887728
2284696	CD4+	CD4+	ANA41	887729
2284703	STAT1	: pSTAT1	ANA892	887731
2284714	CD8+	CD8+	ANA810	887736
2284716	STAT5	: pSTAT5	ANA901	887736
2284717	CD8+	CD8+	ANA810	887737
2284726	STAT1	Mono: pSTAT1	ANA892	887740
2284734	CD4+	CD4+	ANA41	887747
2284741	CD4+	CD4+	ANA41	887750
2284747	CD4+	CD4+	ANA41	887752
2284749	STAT1	: pSTAT1	ANA892	887752
2284752	STAT3	: pSTAT3	ANA900	887753
2284762	CD8+	CD8+	ANA810	887758
2284767	STAT3	: pSTAT3	ANA900	887759
2284778	CD45RA-	CD45RA-	ANA816	887763
2284779	STAT5	: pSTAT5	ANA901	887763
2284783	STAT1	B cell: pSTAT1	ANA892	887767
2284794	STAT1	: pSTAT1	ANA892	887773
2284795	CD4+	CD4+	ANA41	887774
2284824	STAT5	: pSTAT5	ANA901	887784
2284828	CD8+	CD8+	ANA810	887786
2284829	CD45RA-	CD45RA-	ANA816	887786
2284833	STAT5	: pSTAT5	ANA901	887787
2284845	STAT5	: pSTAT5	ANA901	887796
2284849	CD4+	CD4+	ANA41	887798
2284857	STAT1	: pSTAT1	ANA892	887800
2284858	CD4+	CD4+	ANA41	887801
2284867	STAT3	: pSTAT3	ANA900	887804
2284870	CD8+	CD8+	ANA810	887806
2284886	CD45RA-	CD45RA-	ANA816	887811
2284901	CD45RA+	CD45RA+	ANA816	887821
2284904	CD45RA+	CD45RA+	ANA816	887822
2284908	STAT5	: pSTAT5	ANA901	887823
2284910	CD45RA-	CD45RA-	ANA816	887824
2284913	CD45RA-	CD45RA-	ANA816	887825
2284932	STAT5	: pSTAT5	ANA901	887832
2284935	STAT1	: pSTAT1	ANA892	887833
2284940	CD45RA-	CD45RA-	ANA816	887835
2284941	STAT5	: pSTAT5	ANA901	887835
2284950	CD4+	CD4+	ANA41	887843
2284956	STAT1	: pSTAT1	ANA892	887845
2284961	CD45RA+	CD45RA+	ANA816	887847
2284983	STAT3	: pSTAT3	ANA900	887855
2284990	CD8+	CD8+	ANA810	887858
2284993	CD8+	CD8+	ANA810	887859
2284999	STAT1	B cell: pSTAT1	ANA892	887863
2285001	STAT5	B cell: pSTAT5	ANA901	887865
2285002	CD4+	CD4+	ANA41	887866
2285010	STAT1	: pSTAT1	ANA892	887869
2285012	CD45RA+	CD45RA+	ANA816	887870
2285016	STAT5	: pSTAT5	ANA901	887871
2285019	STAT1	: pSTAT1	ANA892	887872
2285021	CD45RA-	CD45RA-	ANA816	887873
2285026	CD8+	CD8+	ANA810	887875
2285030	CD8+	CD8+	ANA810	887877
2285036	CD45RA+	CD45RA+	ANA816	887879
2285037	STAT3	: pSTAT3	ANA900	887879
2285039	CD45RA+	CD45RA+	ANA816	887880
2285040	STAT5	: pSTAT5	ANA901	887880
2285041	CD8+	CD8+	ANA810	887881
2285048	CD45RA-	CD45RA-	ANA816	887883
2285055	STAT5	B cell: pSTAT5	ANA901	887889
2285071	CD4+	CD4+	ANA41	887896
2285081	STAT1	: pSTAT1	ANA892	887899
2285091	STAT3	: pSTAT3	ANA900	887903
2285097	STAT1	: pSTAT1	ANA892	887905
2285111	STAT1	: pSTAT1	ANA892	887914
2285113	STAT3	: pSTAT3	ANA900	887915
2285119	CD4+	CD4+	ANA41	887918
2285122	CD4+	CD4+	ANA41	887919
2285131	CD4+	CD4+	ANA41	887922
2285162	STAT3	B cell: pSTAT3	ANA900	887936
2285165	STAT1	: pSTAT1	ANA892	887938
2285170	CD4+	CD4+	ANA41	887941
2285177	CD45RA+	CD45RA+	ANA816	887943
2285178	STAT5	: pSTAT5	ANA901	887943
2285191	STAT3	: pSTAT3	ANA900	887948
2285199	STAT3	: pSTAT3	ANA900	887951
2285213	STAT3	Mono: pSTAT3	ANA900	887957
2285224	CD4+	CD4+	ANA41	887965
2285228	CD45RA+	CD45RA+	ANA816	887966
2285236	CD4+	CD4+	ANA41	887969
2285246	CD8+	CD8+	ANA810	887973
2285254	CD8+	CD8+	ANA810	887976
2285262	STAT3	: pSTAT3	ANA900	887978
2285267	STAT3	Mono: pSTAT3	ANA900	887981
2285271	STAT5	B cell: pSTAT5	ANA901	887985
2285273	STAT1	: pSTAT1	ANA892	887986
2285292	STAT3	: pSTAT3	ANA900	887993
2285299	STAT3	: pSTAT3	ANA900	887996
2285304	STAT1	: pSTAT1	ANA892	887998
2285319	STAT5	: pSTAT5	ANA901	888003
2285323	STAT1	B cell: pSTAT1	ANA892	888007
2285347	CD4+	CD4+	ANA41	888018
2285352	CD8+	CD8+	ANA810	888020
2285383	STAT3	: pSTAT3	ANA900	888035
2285384	CD4+	CD4+	ANA41	888036
2285390	CD45RA+	CD45RA+	ANA816	888038
2285394	STAT5	: pSTAT5	ANA901	888039
2285396	CD45RA-	CD45RA-	ANA816	888040
2285397	STAT1	: pSTAT1	ANA892	888040
2285399	CD45RA-	CD45RA-	ANA816	888041
2285410	CD8+	CD8+	ANA810	888046
2285415	STAT3	: pSTAT3	ANA900	888047
2285420	CD45RA-	CD45RA-	ANA816	888049
2285438	CD4+	CD4+	ANA41	888060
2285464	CD8+	CD8+	ANA810	888070
2285469	STAT3	: pSTAT3	ANA900	888071
2285471	CD45RA+	CD45RA+	ANA816	888072
2285472	STAT5	: pSTAT5	ANA901	888072
2285481	STAT5	: pSTAT5	ANA901	888075
2285517	STAT5	: pSTAT5	ANA901	888093
2285529	STAT1	: pSTAT1	ANA892	888097
2285531	CD45RA-	CD45RA-	ANA816	888098
2285545	STAT3	: pSTAT3	ANA900	888107
2285560	CD4+	CD4+	ANA41	888113
2285561	CD45RA-	CD45RA-	ANA816	888113
2285563	CD4+	CD4+	ANA41	888114
2285591	STAT3	Mono: pSTAT3	ANA900	888125
2285621	STAT1	: pSTAT1	ANA892	888139
2285634	STAT5	: pSTAT5	ANA901	888144
2285640	STAT3	: pSTAT3	ANA900	888146
2285646	STAT5	Mono: pSTAT5	ANA901	888150
2285649	STAT5	B cell: pSTAT5	ANA901	888153
2285658	STAT1	: pSTAT1	ANA892	888157
2285666	CD45RA-	CD45RA-	ANA816	888160
2285672	CD45RA-	CD45RA-	ANA816	888162
2285678	CD8+	CD8+	ANA810	888165
2285685	STAT3	: pSTAT3	ANA900	888167
2285691	STAT1	: pSTAT1	ANA892	888169
2285699	STAT3	Mono: pSTAT3	ANA900	888173
2285704	CD4+	CD4+	ANA41	888178
2285705	STAT1	: pSTAT1	ANA892	888178
2285714	CD45RA+	CD45RA+	ANA816	888182
2285729	STAT1	: pSTAT1	ANA892	888187
2285730	CD8+	CD8+	ANA810	888188
2285735	CD45RA+	CD45RA+	ANA816	888190
2285746	CD8+	CD8+	ANA810	888194
2285749	CD8+	CD8+	ANA810	888195
2285760	CD4+	CD4+	ANA41	888203
2285761	STAT3	: pSTAT3	ANA900	888203
2285764	CD4+	CD4+	ANA41	888205
2285784	CD8+	CD8+	ANA810	888212
2285793	STAT3	: pSTAT3	ANA900	888215
2285798	CD45RA-	CD45RA-	ANA816	888217
2285806	STAT1	Mono: pSTAT1	ANA892	888220
2285808	STAT5	Mono: pSTAT5	ANA901	888222
2285826	STAT5	: pSTAT5	ANA901	888231
2285828	CD45RA-	CD45RA-	ANA816	888232
2285831	CD45RA-	CD45RA-	ANA816	888233
2285833	CD4+	CD4+	ANA41	888234
2285835	STAT5	: pSTAT5	ANA901	888234
2285836	CD8+	CD8+	ANA810	888235
2285837	STAT1	: pSTAT1	ANA892	888235
2285846	CD45RA+	CD45RA+	ANA816	888239
2285851	CD8+	CD8+	ANA810	888241
2285861	STAT3	Mono: pSTAT3	ANA900	888245
2285870	CD4+	CD4+	ANA41	888252
2285877	STAT3	: pSTAT3	ANA900	888254
2285904	STAT5	: pSTAT5	ANA901	888264
2285918	STAT3	B cell: pSTAT3	ANA900	888272
2285923	STAT3	: pSTAT3	ANA900	888275
2285933	CD45RA+	CD45RA+	ANA816	888279
2285936	CD45RA-	CD45RA-	ANA816	888280
2285953	CD8+	CD8+	ANA810	888287
2285955	STAT3	: pSTAT3	ANA900	888287
2285970	STAT5	Mono: pSTAT5	ANA901	888294
2285971	STAT1	B cell: pSTAT1	ANA892	888295
2285973	STAT5	B cell: pSTAT5	ANA901	888297
2285976	CD4+	CD4+	ANA41	888299
2285982	STAT1	: pSTAT1	ANA892	888301
2285992	CD4+	CD4+	ANA41	888305
2285995	CD4+	CD4+	ANA41	888306
2285998	CD8+	CD8+	ANA810	888307
2286000	CD8+	CD8+	ANA810	888308
2286002	CD8+	CD8+	ANA810	888309
2286007	CD8+	CD8+	ANA810	888311
2286013	CD8+	CD8+	ANA810	888313
2286020	CD45RA-	CD45RA-	ANA816	888315
2286027	STAT5	B cell: pSTAT5	ANA901	888321
2286030	CD4+	CD4+	ANA41	888323
2286031	STAT3	: pSTAT3	ANA900	888323
2286033	STAT5	: pSTAT5	ANA901	888324
2286044	CD45RA-	CD45RA-	ANA816	888328
2286059	CD45RA+	CD45RA+	ANA816	888334
2286073	CD8+	CD8+	ANA810	888339
2286079	STAT1	B cell: pSTAT1	ANA892	888343
2286081	STAT5	B cell: pSTAT5	ANA901	888345
2286086	CD4+	CD4+	ANA41	888348
2286093	STAT3	: pSTAT3	ANA900	888350
2286095	CD45RA+	CD45RA+	ANA816	888351
2286100	CD4+	CD4+	ANA41	888353
2286103	CD4+	CD4+	ANA41	888354
2286104	CD45RA-	CD45RA-	ANA816	888354
2286109	STAT3	: pSTAT3	ANA900	888356
2286110	CD8+	CD8+	ANA810	888357
2286113	CD45RA+	CD45RA+	ANA816	888358
2286116	CD45RA+	CD45RA+	ANA816	888359
2286124	CD8+	CD8+	ANA810	888362
2286128	CD45RA-	CD45RA-	ANA816	888363
2286177	STAT1	: pSTAT1	ANA892	888385
2286190	CD4+	CD4+	ANA41	888394
2286204	STAT5	: pSTAT5	ANA901	888399
2286207	STAT1	: pSTAT1	ANA892	888400
2286224	CD45RA+	CD45RA+	ANA816	888407
2286252	STAT1	: pSTAT1	ANA892	888421
2286270	CD8+	CD8+	ANA810	888428
2286283	CD8+	CD8+	ANA810	888433
2286288	STAT3	: pSTAT3	ANA900	888434
2286289	CD8+	CD8+	ANA810	888435
2286292	STAT1	Mono: pSTAT1	ANA892	888436
2286295	STAT1	B cell: pSTAT1	ANA892	888439
2286304	CD4+	CD4+	ANA41	888445
2286306	STAT1	: pSTAT1	ANA892	888445
2286311	CD45RA+	CD45RA+	ANA816	888447
2286316	CD4+	CD4+	ANA41	888449
2286326	CD8+	CD8+	ANA810	888453
2286335	CD45RA+	CD45RA+	ANA816	888456
2286372	STAT3	: pSTAT3	ANA900	888473
2286381	STAT5	: pSTAT5	ANA901	888477
2286383	CD45RA+	CD45RA+	ANA816	888478
2286384	STAT1	: pSTAT1	ANA892	888478
2286388	CD8+	CD8+	ANA810	888480
2286398	CD45RA-	CD45RA-	ANA816	888483
2286407	STAT1	: pSTAT1	ANA892	888490
2286408	CD4+	CD4+	ANA41	888491
2286422	CD45RA-	CD45RA-	ANA816	888496
2286442	CD8+	CD8+	ANA810	888504
2286454	STAT1	Mono: pSTAT1	ANA892	888508
2286455	STAT3	Mono: pSTAT3	ANA900	888509
2286480	STAT3	: pSTAT3	ANA900	888521
2286492	STAT1	: pSTAT1	ANA892	888526
2286527	CD45RA+	CD45RA+	ANA816	888543
2286540	CD8+	CD8+	ANA810	888548
2286541	STAT3	: pSTAT3	ANA900	888548
2286542	CD8+	CD8+	ANA810	888549
2286546	STAT1	: pSTAT1	ANA892	888550
2286553	CD8+	CD8+	ANA810	888553
2286558	STAT3	: pSTAT3	ANA900	888554
2286565	STAT1	B cell: pSTAT1	ANA892	888559
2286580	CD4+	CD4+	ANA41	888567
2286590	CD45RA-	CD45RA-	ANA816	888570
2286593	STAT1	: pSTAT1	ANA892	888571
2286594	CD8+	CD8+	ANA810	888572
2286612	STAT3	: pSTAT3	ANA900	888578
2286667	CD8+	CD8+	ANA810	888603
2286677	STAT1	: pSTAT1	ANA892	888610
2286684	STAT1	: pSTAT1	ANA892	888613
2286688	CD4+	CD4+	ANA41	888615
2286690	STAT5	: pSTAT5	ANA901	888615
2286698	CD45RA-	CD45RA-	ANA816	888618
2286702	CD8+	CD8+	ANA810	888620
2286706	CD8+	CD8+	ANA810	888622
2286707	CD45RA+	CD45RA+	ANA816	888622
2286721	CD8+	CD8+	ANA810	888627
2286722	CD45RA-	CD45RA-	ANA816	888627
2286736	CD4+	CD4+	ANA41	888637
2286749	CD45RA-	CD45RA-	ANA816	888641
2286766	CD8+	CD8+	ANA810	888648
2286771	STAT1	: pSTAT1	ANA892	888649
2286775	CD8+	CD8+	ANA810	888651
2286781	STAT1	B cell: pSTAT1	ANA892	888655
2286800	CD45RA-	CD45RA-	ANA816	888664
2286812	CD8+	CD8+	ANA810	888669
2286819	STAT3	: pSTAT3	ANA900	888671
2286833	STAT3	Mono: pSTAT3	ANA900	888677
2286836	STAT3	B cell: pSTAT3	ANA900	888680
2286853	CD4+	CD4+	ANA41	888688
2286854	CD45RA-	CD45RA-	ANA816	888688
2286870	STAT1	: pSTAT1	ANA892	888694
2286878	CD45RA-	CD45RA-	ANA816	888697
2286887	STAT3	Mono: pSTAT3	ANA900	888701
2286890	STAT3	B cell: pSTAT3	ANA900	888704
2286893	STAT1	: pSTAT1	ANA892	888706
2286895	STAT3	: pSTAT3	ANA900	888707
2286913	CD4+	CD4+	ANA41	888714
2286921	STAT5	: pSTAT5	ANA901	888717
2286923	CD45RA+	CD45RA+	ANA816	888718
2286924	STAT1	: pSTAT1	ANA892	888718
2286932	CD45RA-	CD45RA-	ANA816	888721
2286949	STAT3	: pSTAT3	ANA900	888731
2286960	STAT5	: pSTAT5	ANA901	888735
2286961	CD4+	CD4+	ANA41	888736
2286976	CD8+	CD8+	ANA810	888742
2286990	STAT3	: pSTAT3	ANA900	888746
2287007	CD45RA+	CD45RA+	ANA816	888757
2287030	CD8+	CD8+	ANA810	888766
2287032	STAT1	: pSTAT1	ANA892	888766
2287046	CD45RA-	CD45RA-	ANA816	888771
2287047	STAT5	: pSTAT5	ANA901	888771
2287066	CD4+	CD4+	ANA41	888783
2287073	CD45RA-	CD45RA-	ANA816	888785
2287075	CD4+	CD4+	ANA41	888786
2287094	CD45RA-	CD45RA-	ANA816	888793
2287097	CD45RA-	CD45RA-	ANA816	888794
2287118	CD45RA+	CD45RA+	ANA816	888806
2287120	CD4+	CD4+	ANA41	888807
2287128	STAT3	: pSTAT3	ANA900	888809
2287130	CD45RA-	CD45RA-	ANA816	888810
2287141	CD8+	CD8+	ANA810	888815
2287143	STAT3	: pSTAT3	ANA900	888815
2287170	STAT1	: pSTAT1	ANA892	888829
2287175	CD45RA+	CD45RA+	ANA816	888831
2287193	CD45RA+	CD45RA+	ANA816	888838
2287197	STAT3	: pSTAT3	ANA900	888839
2287204	CD8+	CD8+	ANA810	888842
2287206	STAT3	: pSTAT3	ANA900	888842
2287242	CD8+	CD8+	ANA810	888860
2287248	STAT1	: pSTAT1	ANA892	888862
2287262	CD45RA-	CD45RA-	ANA816	888867
2287283	CD45RA+	CD45RA+	ANA816	888879
2287284	STAT5	: pSTAT5	ANA901	888879
2287294	CD8+	CD8+	ANA810	888883
2287300	CD8+	CD8+	ANA810	888886
2287301	CD45RA+	CD45RA+	ANA816	888886
2287309	CD8+	CD8+	ANA810	888889
2287310	CD45RA-	CD45RA-	ANA816	888889
2287313	CD45RA-	CD45RA-	ANA816	888890
2287320	STAT5	Mono: pSTAT5	ANA901	888894
2287345	CD4+	CD4+	ANA41	888906
2287357	CD8+	CD8+	ANA810	888911
2287377	STAT5	B cell: pSTAT5	ANA901	888921
2287380	CD4+	CD4+	ANA41	888923
2287400	CD45RA-	CD45RA-	ANA816	888930
2287401	STAT5	: pSTAT5	ANA901	888930
2287409	CD45RA+	CD45RA+	ANA816	888934
2287421	CD45RA-	CD45RA-	ANA816	888938
2287426	STAT1	Mono: pSTAT1	ANA892	888940
2287432	CD4+	CD4+	ANA41	888946
2287434	CD4+	CD4+	ANA41	888947
2287436	CD4+	CD4+	ANA41	888948
2287452	STAT3	: pSTAT3	ANA900	888953
2287461	STAT5	: pSTAT5	ANA901	888957
2287462	CD8+	CD8+	ANA810	888958
2287470	STAT5	: pSTAT5	ANA901	888960
2287475	CD45RA-	CD45RA-	ANA816	888962
2287476	STAT3	: pSTAT3	ANA900	888962
2287489	STAT3	: pSTAT3	ANA900	888971
2287492	CD4+	CD4+	ANA41	888973
2287496	CD45RA+	CD45RA+	ANA816	888974
2287509	STAT5	: pSTAT5	ANA901	888978
2287511	STAT1	: pSTAT1	ANA892	888979
2287515	STAT5	: pSTAT5	ANA901	888981
2287518	STAT1	: pSTAT1	ANA892	888982
2287528	CD8+	CD8+	ANA810	888986
2287531	CD8+	CD8+	ANA810	888987
2287533	STAT5	: pSTAT5	ANA901	888987
2287537	STAT1	B cell: pSTAT1	ANA892	888991
2287546	CD4+	CD4+	ANA41	888997
2287548	STAT1	: pSTAT1	ANA892	888997
2287556	CD45RA-	CD45RA-	ANA816	889000
2287557	STAT1	: pSTAT1	ANA892	889000
2287578	STAT5	: pSTAT5	ANA901	889008
2287583	CD45RA-	CD45RA-	ANA816	889010
2287585	CD8+	CD8+	ANA810	889011
2287589	STAT3	Mono: pSTAT3	ANA900	889013
2287595	STAT1	: pSTAT1	ANA892	889018
2287604	CD45RA+	CD45RA+	ANA816	889022
2287606	CD4+	CD4+	ANA41	889023
2287621	STAT3	: pSTAT3	ANA900	889028
2287624	CD8+	CD8+	ANA810	889030
2287628	CD45RA+	CD45RA+	ANA816	889031
2287629	STAT3	: pSTAT3	ANA900	889031
2287634	CD45RA-	CD45RA-	ANA816	889033
2287654	CD4+	CD4+	ANA41	889045
2287658	CD45RA+	CD45RA+	ANA816	889046
2287665	STAT1	: pSTAT1	ANA892	889048
