FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2102913	CD16+	CD16+	ANA811	775905
2102928	CD3+	CD3+	ANA809	775908
2102929	CD4+	CD4+	ANA41	775908
2102931	CXCR3	CXCR3: viable	ANA76	775909
2102958	CXCR3+	CXCR3+	ANA76	775913
2102976	lymphocyte	Lymph		775919
2102979	lymphocyte	Lymph		775920
2102980	CD3+	CD3+	ANA809	775920
2102981		Activated T: viable		775921
2102982	singlet	singlets		775921
2102992		Activated T: viable		775923
2103028	CD3+	CD3+	ANA809	775928
2103035	CD8+	CD8+	ANA810	775929
2103040	lymphocyte	Lymph		775930
2103041	CD3+	CD3+	ANA809	775930
2103044	CD38+	Q2: CD38+	ANA808	775930
2103055	CD3+	CD3+	ANA809	775932
2103058	CD38-	Q4: CD38-	ANA808	775932
2103060	singlet	singlets		775933
2103061	lymphocyte	Lymph		775933
2103062		TCRgd+		775933
2103065	singlet	singlets		775935
2103068	lymphocyte	Lymph		775936
2103077	CD4+	CD4+	ANA41	775938
2103083	CD28+	CD28+	ANA863	775939
2103084		T cell: viable		775940
2103095	CD45RA-	Q1: CD45RA-	ANA816	775941
2103104		T cell: viable		775943
2103114	CD3+	CD3+	ANA809	775944
2103131	lymphocyte	Lymph		775947
2103132	CD3+	CD3+	ANA809	775947
2103133	CD8+	CD8+	ANA810	775947
2103135		T cell: viable		775948
2103159	CD3+	CD3+	ANA809	775951
2103163	viable	NK-NKT: viable		775952
2103165	singlet	singlets		775953
2103175	lymphocyte	Lymph		775956
2103186	singlet	singlets		775958
2103200	singlet	singlets		775960
2103203	CD8+	CD8+	ANA810	775960
2103207	singlet	singlets		775961
2103208	lymphocyte	Lymph		775961
2103214	CD3+	CD3+	ANA809	775962
2103219	singlet	singlets		775963
2103222	CD8-	CD8-	ANA810	775963
2103237	CD314-	Q4: CD314-	ANA886	775965
2103255	singlet	singlets		775969
2103258	CD16+	CD16+	ANA811	775969
2103260	HLADR+	HLADR+	ANA812	775969
2103262	singlet	singlets		775970
2103277	viable	NK-NKT: viable		775972
2103283	CD314+	Q3: CD314+	ANA886	775972
2103292	CD94-	Q4: CD94-	ANA884	775973
2103297	singlet	singlets		775976
2103304	singlet	singlets		775978
2103307	CD19+	CD19+	ANA805	775978
2103316	CD38+	CD38+	ANA808	775979
2103318	singlet	singlets		775980
2103328	CD3-	CD3-	ANA809	775981
2103334	singlet	singlets		775982
2103336	CD3-	CD3-	ANA809	775982
2103340	CD27+	Q1: CD27+	ANA40	775982
2103352	CD3-	CD3-	ANA809	775984
2103362	CD20+	CD20+	ANA806	775985
2103365	viable	B cell: viable		775986
2103366	singlet	singlets		775986
2103375	CD27+	CD27+	ANA40	775987
2103392		Treg: viable		775993
2103393	singlet	singlets		775993
2103407	lymphocyte	Lymph		775995
2103408	CD3+	CD3+	ANA809	775995
2103409	CD4+	CD4+	ANA41	775995
2103410	IL2RAhi	CD25hi	ANA163	775995
2103414		Treg: viable		775996
2103420	CD127low	CD127low	ANA182	775996
2103433	singlet	singlets		775998
2103434	lymphocyte	Lymph		775998
2103444	CD3+	CD3+	ANA809	775999
2103447	singlet	singlets		776000
2103450	CD8+	CD8+	ANA810	776000
2103459	singlet	singlets		776004
2103471	lymphocyte	Lymph		776006
2103472	CD3+	CD3+	ANA809	776006
2103484	CXCR3	CXCR3 FMO: viable	ANA76	776009
2103490	singlet	singlets		776010
2103514		Mono		776014
2103541	CXCR3	CXCR3: viable	ANA76	776022
2103543	lymphocyte	Lymph		776022
2103548	CD3+	CD3+	ANA809	776023
2103553	CD3+	CD3+	ANA809	776024
2103564	CD3+	CD3+	ANA809	776026
2103570	CD3-	CD3-	ANA809	776027
2103592	singlet	singlets		776032
2103593		Mono		776032
2103606		Activated T: viable		776037
2103618	singlet	singlets		776039
2103622	HLADR-	Q1: HLADR-	ANA812	776039
2103625	singlet	singlets		776040
2103627	CD3+	CD3+	ANA809	776040
2103642	CD4+	CD4+	ANA41	776042
2103644	CD38-	Q4: CD38-	ANA808	776042
2103648	CD3+	CD3+	ANA809	776043
2103656		Activated T: viable		776045
2103658	lymphocyte	Lymph		776045
2103661	HLADR-	Q1: HLADR-	ANA812	776045
2103666	CD3+	CD3+	ANA809	776046
2103668	HLADR+	Q2: HLADR+	ANA812	776046
2103670		Activated T: viable		776047
2103679	lymphocyte	Lymph		776048
2103688		T cell: viable		776050
2103689		T cell: viable		776051
2103690	singlet	singlets		776051
2103693	lymphocyte	Lymph		776052
2103694		T cell: viable		776053
2103695	singlet	singlets		776053
2103710	singlet	singlets		776056
2103717	lymphocyte	Lymph		776057
2103718	CD3+	CD3+	ANA809	776057
2103723	singlet	singlets		776058
2103730	singlet	singlets		776059
2103744	singlet	singlets		776061
2103753	CD28+	CD28+	ANA863	776062
2103766	CD27+	Q1: CD27+	ANA40	776064
2103769	lymphocyte	Lymph		776065
2103776	lymphocyte	Lymph		776066
2103790	singlet	singlets		776069
2103792	singlet	singlets		776070
2103797	CD3+	CD3+	ANA809	776071
2103798	viable	NK-NKT: viable		776072
2103806	CD3+	CD3+	ANA809	776073
2103810	viable	NK-NKT: viable		776074
2103815	CD314+	Q2: CD314+	ANA886	776074
2103817	viable	NK-NKT: viable		776075
2103821	CD8+	CD8+	ANA810	776075
2103827	CD3+	CD3+	ANA809	776076
2103843	viable	NK-NKT: viable		776079
2103854	CD8-	CD8-	ANA810	776080
2103860	CD3+	CD3+	ANA809	776081
2103866	lymphocyte	Lymph		776082
2103868	CD56+	CD56+	ANA815	776082
2103881	lymphocyte	Lymph		776085
2103888	lymphocyte	Lymph		776086
2103908	CD314+	Q3: CD314+	ANA886	776088
2103913	CD3-	CD3-	ANA809	776089
2103941	CD38+	CD38+	ANA808	776095
2103946	CD19+	CD19+	ANA805	776096
2103950	viable	B cell: viable		776097
2103960	lymphocyte	Lymph		776098
2103964	IgD-	Q1: IgD-	ANA813	776098
2103968	lymphocyte	Lymph		776099
2103974	viable	B cell: viable		776100
2103984	lymphocyte	Lymph		776101
2104012		Treg: viable		776108
2104015	CD3+	CD3+	ANA809	776108
2104016	CD4+	CD4+	ANA41	776108
2104034	CD4+	CD4+	ANA41	776111
2104035	IL2RAhi	CD25hi	ANA163	776111
2104046	CD161+	Q2: CD161+	ANA883	776112
2104050	lymphocyte	Lymph		776113
2104060	CD3+	CD3+	ANA809	776114
2104061	CD4+	CD4+	ANA41	776114
2104062	IL2RAhi	CD25hi	ANA163	776114
2104070	CD8+	CD8+	ANA810	776115
2104088	CXCR3	CXCR3 FMO: viable	ANA76	776121
2104094	CXCR3	CXCR3 FMO: viable	ANA76	776122
2104103	CXCR3	CXCR3 FMO: viable	ANA76	776124
2104118	CD8+	CD8+	ANA810	776126
2104124	CXCR3	CXCR3 FMO: viable	ANA76	776128
2104135	CD20+	CD20+	ANA806	776129
2104149	CXCR3	CXCR3: viable	ANA76	776133
2104159	CD56+	CD56+	ANA815	776136
2104188	lymphocyte	Lymph		776142
2104192	CXCR3	CXCR3: viable	ANA76	776143
2104194	lymphocyte	Lymph		776143
2104200	CD19+	CD19+	ANA805	776144
2104201	CD20+	CD20+	ANA806	776144
2104202	CXCR3	CXCR3: viable	ANA76	776145
2104206	CD19+	CD19+	ANA805	776145
2104221		Activated T: viable		776149
2104225	singlet	singlets		776151
2104267	CD4+	CD4+	ANA41	776158
2104272	lymphocyte	Lymph		776159
2104282	singlet	singlets		776161
2104293	HLADR+	Q2: HLADR+	ANA812	776162
2104309		Activated T: viable		776165
2104317	singlet	singlets		776168
2104334		T cell: viable		776172
2104343	CD3+	CD3+	ANA809	776173
2104352	CD45RA+	Q2: CD45RA+	ANA816	776174
2104380	singlet	singlets		776179
2104387	lymphocyte	Lymph		776180
2104388	CD3+	CD3+	ANA809	776180
2104391	CD27+	Q1: CD27+	ANA40	776180
2104394	lymphocyte	Lymph		776181
2104396	CD8+	CD8+	ANA810	776181
2104400	singlet	singlets		776182
2104401	lymphocyte	Lymph		776182
2104419	viable	NK-NKT: viable		776187
2104430	lymphocyte	Lymph		776189
2104438	CD3+	CD3+	ANA809	776190
2104440	CD314+	Q2: CD314+	ANA886	776190
2104441	CD94+	Q2: CD94+	ANA884	776190
2104455	CD94-	Q4: CD94-	ANA884	776192
2104461	viable	NK-NKT: viable		776194
2104462	singlet	singlets		776194
2104467	CD94+	Q1: CD94+	ANA884	776194
2104471	CD3+	CD3+	ANA809	776195
2104479	CD8-	CD8-	ANA810	776196
2104487	CD314-	Q4: CD314-	ANA886	776197
2104489	viable	NK-NKT: viable		776198
2104521	lymphocyte	Lymph		776203
2104525	CD314+	Q2: CD314+	ANA886	776203
2104532	CD56+	CD56+	ANA815	776204
2104536	singlet	singlets		776205
2104550	singlet	singlets		776209
2104569	lymphocyte	Lymph		776212
2104578	CD3-	CD3-	ANA809	776213
2104588	CD20+	CD20+	ANA806	776214
2104594	CD3-	CD3-	ANA809	776215
2104605	IgD+	Q3: IgD+	ANA813	776216
2104622	lymphocyte	Lymph		776219
2104623	CD3-	CD3-	ANA809	776219
2104626	CD38+	CD38+	ANA808	776219
2104627		Treg: viable		776220
2104629	singlet	singlets		776221
2104630		Treg: viable		776222
2104639	lymphocyte	Lymph		776224
2104640	CD3+	CD3+	ANA809	776224
2104647	CD161+	CD161+	ANA883	776225
2104651	CD3+	CD3+	ANA809	776226
2104676	CD3+	CD3+	ANA809	776229
2104677	CD4+	CD4+	ANA41	776229
2104683	singlet	singlets		776230
2104705	CXCR3	CXCR3 FMO: viable	ANA76	776235
2104707	lymphocyte	Lymph		776235
2104729	singlet	singlets		776240
2104734	CXCR3	CXCR3 FMO: viable	ANA76	776241
2104738	CD8+	CD8+	ANA810	776241
2104746	singlet	singlets		776243
2104752	CD3-	CD3-	ANA809	776244
2104767		Mono		776247
2104777	CXCR3	CXCR3: viable	ANA76	776251
2104795	CXCR3	CXCR3: viable	ANA76	776255
2104796	singlet	singlets		776255
2104805	CXCR3+	CXCR3+	ANA76	776256
2104806	CXCR3	CXCR3: viable	ANA76	776257
2104822	singlet	singlets		776260
2104827	CXCR3	CXCR3: viable	ANA76	776261
2104838	singlet	singlets		776263
2104853	singlet	singlets		776268
2104860	CD4+	CD4+	ANA41	776269
2104874		Activated T: viable		776272
2104877	CD3+	CD3+	ANA809	776272
2104879	HLADR+	Q2: HLADR+	ANA812	776272
2104882	singlet	singlets		776273
2104898	CD3+	CD3+	ANA809	776275
2104905	PD1+	PD1+	ANA818	776276
2104932	HLADR-	Q4: HLADR-	ANA812	776280
2104936	lymphocyte	Lymph		776281
2104951	CD3+	CD3+	ANA809	776286
2104956	CD3+	CD3+	ANA809	776287
2104960	singlet	singlets		776288
2104970	CD45RA-	Q1: CD45RA-	ANA816	776289
2104976	CD4+	CD4+	ANA41	776290
2104991	CD45RA-	Q4: CD45RA-	ANA816	776292
2104997	CD8+	CD8+	ANA810	776293
2105005	singlet	singlets		776295
2105013	CD3+	CD3+	ANA809	776296
2105019	lymphocyte	Lymph		776297
2105021	CD8+	CD8+	ANA810	776297
2105026	lymphocyte	Lymph		776298
2105030	CD27-	Q3: CD27-	ANA40	776298
2105035	CD8+	CD8+	ANA810	776299
2105039	viable	NK-NKT: viable		776301
2105048	viable	NK-NKT: viable		776304
2105066	CD94+	Q2: CD94+	ANA884	776306
2105068	singlet	singlets		776307
2105083	lymphocyte	Lymph		776309
2105104	CD8-	CD8-	ANA810	776312
2105106	CD94-	Q3: CD94-	ANA884	776312
2105116	lymphocyte	Lymph		776314
2105124	singlet	singlets		776316
2105136	viable	NK-NKT: viable		776318
2105141	CD56+	CD56+	ANA815	776318
2105142	CD314-	Q1: CD314-	ANA886	776318
2105153	singlet	singlets		776320
2105158	CD314+	Q3: CD314+	ANA886	776320
2105160	viable	NK-NKT: viable		776321
2105161	singlet	singlets		776321
2105169	viable	B cell: viable		776323
2105171	viable	B cell: viable		776324
2105176	lymphocyte	Lymph		776325
2105180	lymphocyte	Lymph		776326
2105194	lymphocyte	Lymph		776328
2105196	CD19+	CD19+	ANA805	776328
2105206	CD24-	CD24-	ANA807	776329
2105219	CD3-	CD3-	ANA809	776331
2105272	CD161+	CD161+	ANA883	776341
2105273		Treg: viable		776342
2105285	IL2RAhi	CD25hi	ANA163	776343
2105290	singlet	singlets		776344
2105291	lymphocyte	Lymph		776344
2105292	CD3+	CD3+	ANA809	776344
2105297	CD45RA+	Q2: CD45RA+	ANA816	776344
2105300	lymphocyte	Lymph		776345
2105302	CD4+	CD4+	ANA41	776345
2105304	CD127low	CD127low	ANA182	776345
2105321		Treg: viable		776348
2105331	singlet	singlets		776351
2105332	lymphocyte	Lymph		776351
2105344	CXCR3	CXCR3 FMO: viable	ANA76	776354
2105346	lymphocyte	Lymph		776354
2105354	singlet	singlets		776356
2105356	CD3+	CD3+	ANA809	776356
2105358	CXCR3+	CXCR3+	ANA76	776356
2105374	CXCR3	CXCR3 FMO: viable	ANA76	776360
2105377	CD3-	CD3-	ANA809	776360
2105378	CD19+	CD19+	ANA805	776360
2105394	CXCR3	CXCR3 FMO: viable	ANA76	776364
2105398	CXCR3+	CXCR3+	ANA76	776364
2105402	CXCR3	CXCR3: viable	ANA76	776367
2105405	CXCR3	CXCR3: viable	ANA76	776368
2105415	CXCR3+	CXCR3+	ANA76	776369
2105446	CXCR3	CXCR3: viable	ANA76	776376
2105449	CD3-	CD3-	ANA809	776376
2105453	singlet	singlets		776377
2105467	singlet	singlets		776380
2105471		Activated T: viable		776381
2105476	lymphocyte	Lymph		776383
2105486		Activated T: viable		776386
2105496	CD4+	CD4+	ANA41	776387
2105509	CD3+	CD3+	ANA809	776389
2105515	lymphocyte	Lymph		776390
2105518	HLADR-	Q4: HLADR-	ANA812	776390
2105522	lymphocyte	Lymph		776391
2105532	singlet	singlets		776393
2105538		Activated T: viable		776394
2105555	CD3+	CD3+	ANA809	776396
2105569		T cell: viable		776401
2105584		T cell: viable		776404
2105588	CD4+	CD4+	ANA41	776404
2105593	CD3+	CD3+	ANA809	776405
2105601	CD4+	CD4+	ANA41	776406
2105606	lymphocyte	Lymph		776407
2105610	CD27-	Q3: CD27-	ANA40	776407
2105616	CD45RA-	Q4: CD45RA-	ANA816	776408
2105622	CD8+	CD8+	ANA810	776409
2105630	singlet	singlets		776411
2105642		T cell: viable		776413
2105656		T cell: viable		776415
2105669	viable	NK-NKT: viable		776419
2105673	viable	NK-NKT: viable		776420
2105679	singlet	singlets		776421
2105693	singlet	singlets		776423
2105695	CD3+	CD3+	ANA809	776423
2105696	CD8+	CD8+	ANA810	776423
2105711	viable	NK-NKT: viable		776426
2105712	singlet	singlets		776426
2105713	lymphocyte	Lymph		776426
2105720	lymphocyte	Lymph		776427
2105727	lymphocyte	Lymph		776428
2105738	CD94-	Q4: CD94-	ANA884	776429
2105747	CD3-	CD3-	ANA809	776431
2105759	CD56+	CD56+	ANA815	776433
2105763	lymphocyte	Lymph		776434
2105780	CD3-	CD3-	ANA809	776436
2105798	lymphocyte	Lymph		776440
2105800	singlet	singlets		776441
2105810	singlet	singlets		776443
2105811	lymphocyte	Lymph		776443
2105824	CD38-	CD38-	ANA808	776444
2105835	lymphocyte	Lymph		776446
2105837	CD19+	CD19+	ANA805	776446
2105843	lymphocyte	Lymph		776447
2105844	CD3-	CD3-	ANA809	776447
2105845	CD19+	CD19+	ANA805	776447
2105846	CD20+	CD20+	ANA806	776447
2105849	viable	B cell: viable		776448
2105850	singlet	singlets		776448
2105858	singlet	singlets		776449
2105863	IgD-	Q4: IgD-	ANA813	776449
2105870	viable	B cell: viable		776451
2105872	lymphocyte	Lymph		776451
2105887		Treg: viable		776456
2105911	CD127low	CD127low	ANA182	776459
2105932		Treg: viable		776462
2105947	singlet	singlets		776464
2105957	lymphocyte	Lymph		776467
2105964	singlet	singlets		776469
2105967	CD56+	CD56+	ANA815	776469
2105974	singlet	singlets		776471
2105983	CXCR3+	CXCR3+	ANA76	776472
2105992	CD3+	CD3+	ANA809	776474
2106004	CD20+	CD20+	ANA806	776476
2106014		Mono		776478
2106018	SIGLEC-3+	CD33+	ANA864	776479
2106020	singlet	singlets		776480
2106028	singlet	singlets		776483
2106039	CD56+	CD56+	ANA815	776485
2106047	lymphocyte	Lymph		776487
2106054	CD4+	CD4+	ANA41	776488
2106060	CD8+	CD8+	ANA810	776489
2106067	CXCR3	CXCR3: viable	ANA76	776491
2106073	lymphocyte	Lymph		776492
2106099		Activated T: viable		776499
2106128	CD4+	CD4+	ANA41	776504
2106136	HLADR+	Q3: HLADR+	ANA812	776505
2106155	PD1+	PD1+	ANA818	776508
2106157	singlet	singlets		776509
2106161	HLADR-	Q1: HLADR-	ANA812	776509
2106162	CD38+	Q1: CD38+	ANA808	776509
2106163		Activated T: viable		776510
2106169	CD38+	Q2: CD38+	ANA808	776510
2106179	lymphocyte	Lymph		776512
2106189		T cell: viable		776515
2106220	CD45RA-	Q1: CD45RA-	ANA816	776521
2106230	singlet	singlets		776523
2106231	lymphocyte	Lymph		776523
2106236		T cell: viable		776524
2106249	singlet	singlets		776526
2106270	CD3+	CD3+	ANA809	776529
2106281		T cell: viable		776531
2106303	viable	NK-NKT: viable		776537
2106311	singlet	singlets		776538
2106332	singlet	singlets		776541
2106337	singlet	singlets		776542
2106338	lymphocyte	Lymph		776542
2106373	viable	NK-NKT: viable		776548
2106402	viable	NK-NKT: viable		776552
2106415	CD56+	CD56+	ANA815	776553
2106418	viable	B cell: viable		776554
2106428	viable	B cell: viable		776558
2106429	singlet	singlets		776558
2106451	singlet	singlets		776561
2106457	CD38+	CD38+	ANA808	776561
2106465	CD27+	Q1: CD27+	ANA40	776562
2106468	lymphocyte	Lymph		776563
2106478	CD19+	CD19+	ANA805	776564
2106489	CD27-	Q4: CD27-	ANA40	776565
2106502		Treg: viable		776568
2106507	lymphocyte	Lymph		776570
2106511	CD3+	CD3+	ANA809	776571
2106531	singlet	singlets		776575
2106542	CD3+	CD3+	ANA809	776576
2106559	lymphocyte	Lymph		776578
2106561	CD4+	CD4+	ANA41	776578
2106564	CD161-	Q4: CD161-	ANA883	776578
2106572	singlet	singlets		776580
2106580	CXCR3	CXCR3 FMO: viable	ANA76	776583
2106581	singlet	singlets		776583
2106582	lymphocyte	Lymph		776583
2106583	CXCR3	CXCR3 FMO: viable	ANA76	776584
2106587	CD56+	CD56+	ANA815	776584
2106600	lymphocyte	Lymph		776587
2106604	singlet	singlets		776588
2106619	CXCR3+	CXCR3+	ANA76	776590
2106630	CXCR3	CXCR3 FMO: viable	ANA76	776593
2106640	CXCR3	CXCR3 FMO: viable	ANA76	776595
2106645	singlet	singlets		776596
2106649	CXCR3	CXCR3: viable	ANA76	776597
2106652	CXCR3	CXCR3: viable	ANA76	776599
2106670	CXCR3	CXCR3: viable	ANA76	776603
2106672	lymphocyte	Lymph		776603
2106675	CXCR3	CXCR3: viable	ANA76	776604
2106691	CXCR3+	CXCR3+	ANA76	776606
2106700	CD19+	CD19+	ANA805	776608
2106705	CD3-	CD3-	ANA809	776609
2106708	CXCR3+	CXCR3+	ANA76	776609
2106747	HLADR-	Q1: HLADR-	ANA812	776619
2106759	CD3+	CD3+	ANA809	776621
2106764	singlet	singlets		776622
2106766	CD3+	CD3+	ANA809	776622
2106769	CD38-	Q4: CD38-	ANA808	776622
2106770		Activated T: viable		776623
2106803	singlet	singlets		776628
2106810	singlet	singlets		776629
2106812		TCRgd+		776629
2106817	singlet	singlets		776632
2106824	singlet	singlets		776634
2106833	CD28+	CD28+	ANA863	776635
2106862	singlet	singlets		776640
2106882	CD3+	CD3+	ANA809	776643
2106884	CD85J+	CD85j+	ANA888	776643
2106896	CD8+	CD8+	ANA810	776645
2106901	lymphocyte	Lymph		776646
2106902	CD3+	CD3+	ANA809	776646
2106921	lymphocyte	Lymph		776651
2106927	CD8+	CD8+	ANA810	776652
2106936	singlet	singlets		776654
2106939	CD8+	CD8+	ANA810	776654
2106947	CD314+	Q3: CD314+	ANA886	776655
2106950	singlet	singlets		776656
2106958	lymphocyte	Lymph		776657
2106964	CD3+	CD3+	ANA809	776658
2106966	CD314-	Q1: CD314-	ANA886	776658
2106968	viable	NK-NKT: viable		776659
2106975	viable	NK-NKT: viable		776660
2106987	CD314-	Q4: CD314-	ANA886	776661
2107014	CD3-	CD3-	ANA809	776666
2107021	lymphocyte	Lymph		776667
2107037	lymphocyte	Lymph		776669
2107057	CD19+	CD19+	ANA805	776674
2107064	CD20+	CD20+	ANA806	776675
2107067	viable	B cell: viable		776676
2107072	CD20+	CD20+	ANA806	776676
2107075	viable	B cell: viable		776677
2107080	CD20+	CD20+	ANA806	776677
2107086	CD3-	CD3-	ANA809	776678
2107092	singlet	singlets		776679
2107094	CD3-	CD3-	ANA809	776679
2107098	CD27+	Q2: CD27+	ANA40	776679
2107107	viable	B cell: viable		776681
2107114	CD27-	Q4: CD27-	ANA40	776681
2107126	CD38+	CD38+	ANA808	776683
2107136	CD3+	CD3+	ANA809	776687
2107144	lymphocyte	Lymph		776689
2107148		Treg: viable		776690
2107149	singlet	singlets		776690
2107155		Treg: viable		776691
2107184	lymphocyte	Lymph		776694
2107186	CD4+	CD4+	ANA41	776694
2107210	lymphocyte	Lymph		776700
2107217	CD56+	CD56+	ANA815	776701
2107240	singlet	singlets		776706
2107244	CXCR3+	CXCR3+	ANA76	776706
2107257	lymphocyte	Lymph		776709
2107278	singlet	singlets		776715
2107281	singlet	singlets		776716
2107286	singlet	singlets		776717
2107288	CD16+	CD16+	ANA811	776717
2107291	CXCR3	CXCR3: viable	ANA76	776718
2107293	lymphocyte	Lymph		776718
2107327	CXCR3	CXCR3: viable	ANA76	776725
2107338	singlet	singlets		776727
2107340	SIGLEC-3+	CD33+	ANA864	776727
2107343		Mono		776728
2107358	lymphocyte	Lymph		776733
2107362	singlet	singlets		776734
2107386	HLADR+	Q3: HLADR+	ANA812	776737
2107388		Activated T: viable		776738
2107394	CD38-	Q4: CD38-	ANA808	776738
2107395		Activated T: viable		776739
2107397	lymphocyte	Lymph		776739
2107399	CD8+	CD8+	ANA810	776739
2107401	singlet	singlets		776740
2107420		Activated T: viable		776743
2107423	CD3+	CD3+	ANA809	776743
2107437		TCRgd+		776745
2107442	singlet	singlets		776748
2107443	lymphocyte	Lymph		776748
2107451	CD3+	CD3+	ANA809	776750
2107473	singlet	singlets		776754
2107477	CD45RA+	Q2: CD45RA+	ANA816	776754
2107497	CD8+	CD8+	ANA810	776757
2107498		T cell: viable		776758
2107499	singlet	singlets		776758
2107512	lymphocyte	Lymph		776760
2107517		T cell: viable		776761
2107521	CD8+	CD8+	ANA810	776761
2107523	CD27+	Q2: CD27+	ANA40	776761
2107525	singlet	singlets		776762
2107527	CD3+	CD3+	ANA809	776762
2107538	viable	NK-NKT: viable		776764
2107574	viable	NK-NKT: viable		776772
2107575	singlet	singlets		776772
2107576	lymphocyte	Lymph		776772
2107581	viable	NK-NKT: viable		776773
2107582	singlet	singlets		776773
2107589	CD3+	CD3+	ANA809	776774
2107591	CD314-	Q1: CD314-	ANA886	776774
2107598	CD314+	Q2: CD314+	ANA886	776775
2107599	CD94+	Q2: CD94+	ANA884	776775
2107610	CD3+	CD3+	ANA809	776777
2107620	singlet	singlets		776779
2107625	lymphocyte	Lymph		776780
2107629	viable	NK-NKT: viable		776781
2107634	CD56+	CD56+	ANA815	776781
2107644	viable	NK-NKT: viable		776783
2107647	CD3-	CD3-	ANA809	776783
2107649	CD56+	CD56+	ANA815	776783
2107650	CD314+	Q2: CD314+	ANA886	776783
2107659	CD94-	Q3: CD94-	ANA884	776784
2107673	lymphocyte	Lymph		776788
2107690	CD24+	CD24+	ANA807	776791
2107692	viable	B cell: viable		776792
2107698	CD24+	CD24+	ANA807	776792
2107710	lymphocyte	Lymph		776794
2107724	viable	B cell: viable		776796
2107733	singlet	singlets		776797
2107736	CD19+	CD19+	ANA805	776797
2107743	CD3-	CD3-	ANA809	776798
2107751	CD38+	CD38+	ANA808	776799
2107754	singlet	singlets		776801
2107755		Treg: viable		776802
2107760	lymphocyte	Lymph		776803
2107781	singlet	singlets		776807
2107783	CD3+	CD3+	ANA809	776807
2107795	CD127low	CD127low	ANA182	776808
2107802	CD4+	CD4+	ANA41	776809
2107820	CD8+	CD8+	ANA810	776811
2107822	singlet	singlets		776812
2107833	CXCR3	CXCR3 FMO: viable	ANA76	776816
2107842	CD56+	CD56+	ANA815	776817
2107851	CD3+	CD3+	ANA809	776819
2107853	CXCR3	CXCR3 FMO: viable	ANA76	776820
2107856	CD3+	CD3+	ANA809	776820
2107865	singlet	singlets		776822
2107867	CD3+	CD3+	ANA809	776822
2107871	singlet	singlets		776823
2107883	CD3-	CD3-	ANA809	776825
2107885	CD20+	CD20+	ANA806	776825
2107889		Mono		776826
2107913	CD16+	CD16+	ANA811	776833
2107922	lymphocyte	Lymph		776835
2107923	CD3+	CD3+	ANA809	776835
2107933	lymphocyte	Lymph		776837
2107938	lymphocyte	Lymph		776838
2107946	CXCR3	CXCR3: viable	ANA76	776840
2107951	CD20+	CD20+	ANA806	776840
2107973	singlet	singlets		776846
2107975	singlet	singlets		776847
2107981		Activated T: viable		776849
2107992		Activated T: viable		776851
2107996	CD4+	CD4+	ANA41	776851
2108005	CD38+	Q2: CD38+	ANA808	776852
2108006		Activated T: viable		776853
2108012	CD38-	Q3: CD38-	ANA808	776853
2108015	lymphocyte	Lymph		776854
2108041	CD3+	CD3+	ANA809	776858
2108059		Activated T: viable		776861
2108061	lymphocyte	Lymph		776861
2108082	CD4+	CD4+	ANA41	776867
2108091	singlet	singlets		776869
2108100	CD3+	CD3+	ANA809	776870
2108112	singlet	singlets		776872
2108120	lymphocyte	Lymph		776873
2108121	CD3+	CD3+	ANA809	776873
2108124	singlet	singlets		776874
2108127	CD8+	CD8+	ANA810	776874
2108128	CD28+	CD28+	ANA863	776874
2108138	CD3+	CD3+	ANA809	776876
2108140	CD45RA-	Q1: CD45RA-	ANA816	776876
2108153	CD8+	CD8+	ANA810	776878
2108156		T cell: viable		776879
2108169	viable	NK-NKT: viable		776883
2108180	lymphocyte	Lymph		776885
2108186	singlet	singlets		776886
2108202	CD3+	CD3+	ANA809	776888
2108203	CD8+	CD8+	ANA810	776888
2108220	lymphocyte	Lymph		776891
2108224	CD94+	Q2: CD94+	ANA884	776891
2108231	CD94-	Q3: CD94-	ANA884	776892
2108237	CD314-	Q4: CD314-	ANA886	776893
2108246	lymphocyte	Lymph		776895
2108252	CD16+	CD16+	ANA811	776896
2108264	CD3-	CD3-	ANA809	776898
2108269	viable	NK-NKT: viable		776899
2108277	viable	NK-NKT: viable		776900
2108291	CD314-	Q4: CD314-	ANA886	776901
2108292	CD94-	Q4: CD94-	ANA884	776901
2108295	singlet	singlets		776903
2108311	lymphocyte	Lymph		776907
2108318	singlet	singlets		776908
2108323	CD24+	CD24+	ANA807	776908
2108326	singlet	singlets		776909
2108335	lymphocyte	Lymph		776910
2108350	singlet	singlets		776912
2108356	CD27-	Q3: CD27-	ANA40	776912
2108357	viable	B cell: viable		776913
2108367	lymphocyte	Lymph		776914
2108396	CD4+	CD4+	ANA41	776921
2108402	CD4+	CD4+	ANA41	776922
2108405		Treg: viable		776923
2108418	CD4+	CD4+	ANA41	776924
2108439	CD161-	Q4: CD161-	ANA883	776926
2108440	CD45RA-	Q4: CD45RA-	ANA816	776926
2108457	lymphocyte	Lymph		776931
2108471	lymphocyte	Lymph		776934
2108476	CD3+	CD3+	ANA809	776935
2108483	CXCR3+	CXCR3+	ANA76	776936
2108487	CD3+	CD3+	ANA809	776937
2108490	singlet	singlets		776938
2108494	CXCR3+	CXCR3+	ANA76	776938
2108501	lymphocyte	Lymph		776940
