fcs_file_name	file_info_id..4	FCS_file_name	Panel
FluVaccine8-28-13_NCH-VK-150DC1Panel.467930.fcs	467930	FluVaccine8-28-13_NCH-VK-150DC1Panel.467930.fcs	DC1
FluVaccine8-28-13_NCH-VK-150MonoPanel.467932.fcs	467932	FluVaccine8-28-13_NCH-VK-150MonoPanel.467932.fcs	Mono
FluVaccine8-28-13_NCH-VK-150TfhPanel.467934.fcs	467934	FluVaccine8-28-13_NCH-VK-150TfhPanel.467934.fcs	Tfh
FluVaccine8-28-13_NCH-VK-151BPanel.467936.fcs	467936	FluVaccine8-28-13_NCH-VK-151BPanel.467936.fcs	B
FluVaccine8-28-13_NCH-VK-151DC1Panel.467939.fcs	467939	FluVaccine8-28-13_NCH-VK-151DC1Panel.467939.fcs	DC1
FluVaccine8-28-13_NCH-VK-151MonoPanel.467941.fcs	467941	FluVaccine8-28-13_NCH-VK-151MonoPanel.467941.fcs	Mono
FluVaccine8-28-13_NCH-VK-151TfhPanel.467943.fcs	467943	FluVaccine8-28-13_NCH-VK-151TfhPanel.467943.fcs	Tfh
FluVaccine8-26-13_NCH-VK-141BPanel.468054.fcs	468054	FluVaccine8-26-13_NCH-VK-141BPanel.468054.fcs	B
FluVaccine8-26-13_NCH-VK-141DC1Panel.468068.fcs	468068	FluVaccine8-26-13_NCH-VK-141DC1Panel.468068.fcs	DC1
FluVaccine8-26-13_NCH-VK-141MonoPanel.468070.fcs	468070	FluVaccine8-26-13_NCH-VK-141MonoPanel.468070.fcs	Mono
FluVaccine8-26-13_NCH-VK-141TfhPanel.468072.fcs	468072	FluVaccine8-26-13_NCH-VK-141TfhPanel.468072.fcs	Tfh
FluVaccine8-26-13_NCH-VK-142BPanel.468074.fcs	468074	FluVaccine8-26-13_NCH-VK-142BPanel.468074.fcs	B
FluVaccine8-26-13_NCH-VK-142DC1Panel.468077.fcs	468077	FluVaccine8-26-13_NCH-VK-142DC1Panel.468077.fcs	DC1
FluVaccine8-26-13_NCH-VK-142MonoPane.468079.fcs	468079	FluVaccine8-26-13_NCH-VK-142MonoPane.468079.fcs	Mono
FluVaccine8-26-13_NCH-VK-142TfhPanel.468081.fcs	468081	FluVaccine8-26-13_NCH-VK-142TfhPanel.468081.fcs	Tfh
FluVaccine8-26-13_NCH-VK-143BPanel.468083.fcs	468083	FluVaccine8-26-13_NCH-VK-143BPanel.468083.fcs	B
FluVaccine8-26-13_NCH-VK-143DC1Panel.468086.fcs	468086	FluVaccine8-26-13_NCH-VK-143DC1Panel.468086.fcs	DC1
FluVaccine8-26-13_NCH-VK-143MonoPanel.468088.fcs	468088	FluVaccine8-26-13_NCH-VK-143MonoPanel.468088.fcs	Mono
FluVaccine8-26-13_NCH-VK-143TfhPanel.468090.fcs	468090	FluVaccine8-26-13_NCH-VK-143TfhPanel.468090.fcs	Tfh
FluVaccine8-26-13_NCH-VK-144BPanel.468092.fcs	468092	FluVaccine8-26-13_NCH-VK-144BPanel.468092.fcs	B
FluVaccine8-26-13_NCH-VK-144DC1Panel.468095.fcs	468095	FluVaccine8-26-13_NCH-VK-144DC1Panel.468095.fcs	DC1
FluVaccine8-26-13_NCH-VK-144MonoPanel.468097.fcs	468097	FluVaccine8-26-13_NCH-VK-144MonoPanel.468097.fcs	Mono
FluVaccine8-26-13_NCH-VK-144TfhPanel.468099.fcs	468099	FluVaccine8-26-13_NCH-VK-144TfhPanel.468099.fcs	Tfh
FluVaccine8-26-13_NCH-VK-145BPanel.468101.fcs	468101	FluVaccine8-26-13_NCH-VK-145BPanel.468101.fcs	B
FluVaccine8-26-13_NCH-VK-145DC1Panel.468104.fcs	468104	FluVaccine8-26-13_NCH-VK-145DC1Panel.468104.fcs	DC1
FluVaccine8-26-13_NCH-VK-145MonoPanel.468106.fcs	468106	FluVaccine8-26-13_NCH-VK-145MonoPanel.468106.fcs	Mono
FluVaccine8-26-13_NCH-VK-145TfhPanel.468108.fcs	468108	FluVaccine8-26-13_NCH-VK-145TfhPanel.468108.fcs	Tfh
FluVaccine8-26-13_NCH-VK-146BPanel.468110.fcs	468110	FluVaccine8-26-13_NCH-VK-146BPanel.468110.fcs	B
FluVaccine8-26-13_NCH-VK-146DC1Panel.468113.fcs	468113	FluVaccine8-26-13_NCH-VK-146DC1Panel.468113.fcs	DC1
FluVaccine8-26-13_NCH-VK-146MonoPanel.468115.fcs	468115	FluVaccine8-26-13_NCH-VK-146MonoPanel.468115.fcs	Mono
FluVaccine8-26-13_NCH-VK-146TfhPanel.468117.fcs	468117	FluVaccine8-26-13_NCH-VK-146TfhPanel.468117.fcs	Tfh
FluVaccine8-14-13_NCH-VK-136BPanel.468120.fcs	468120	FluVaccine8-14-13_NCH-VK-136BPanel.468120.fcs	B
FluVaccine8-14-13_NCH-VK-136DC1Panel.468134.fcs	468134	FluVaccine8-14-13_NCH-VK-136DC1Panel.468134.fcs	DC1
FluVaccine8-14-13_NCH-VK-136MonoPanel.468136.fcs	468136	FluVaccine8-14-13_NCH-VK-136MonoPanel.468136.fcs	Mono
FluVaccine8-14-13_NCH-VK-136TfhPanel.468138.fcs	468138	FluVaccine8-14-13_NCH-VK-136TfhPanel.468138.fcs	Tfh
FluVaccine8-14-13_NCH-VK-137BPanel.468140.fcs	468140	FluVaccine8-14-13_NCH-VK-137BPanel.468140.fcs	B
FluVaccine8-14-13_NCH-VK-137DC1Panel.468143.fcs	468143	FluVaccine8-14-13_NCH-VK-137DC1Panel.468143.fcs	DC1
FluVaccine8-14-13_NCH-VK-137MonoPane.468145.fcs	468145	FluVaccine8-14-13_NCH-VK-137MonoPane.468145.fcs	Mono
FluVaccine8-14-13_NCH-VK-137TfhPanel.468147.fcs	468147	FluVaccine8-14-13_NCH-VK-137TfhPanel.468147.fcs	Tfh
FluVaccine8-14-13_NCH-VK-138BPanel.468149.fcs	468149	FluVaccine8-14-13_NCH-VK-138BPanel.468149.fcs	B
FluVaccine8-14-13_NCH-VK-138DC1Panel.468152.fcs	468152	FluVaccine8-14-13_NCH-VK-138DC1Panel.468152.fcs	DC1
FluVaccine8-14-13_NCH-VK-138MonoPanel.468154.fcs	468154	FluVaccine8-14-13_NCH-VK-138MonoPanel.468154.fcs	Mono
FluVaccine8-14-13_NCH-VK-138TfhPanel.468156.fcs	468156	FluVaccine8-14-13_NCH-VK-138TfhPanel.468156.fcs	Tfh
FluVaccine8-14-13_NCH-VK-139BPanel.468158.fcs	468158	FluVaccine8-14-13_NCH-VK-139BPanel.468158.fcs	B
FluVaccine8-14-13_NCH-VK-139DC1Panel.468161.fcs	468161	FluVaccine8-14-13_NCH-VK-139DC1Panel.468161.fcs	DC1
FluVaccine8-14-13_NCH-VK-139MonoPanel.468163.fcs	468163	FluVaccine8-14-13_NCH-VK-139MonoPanel.468163.fcs	Mono
FluVaccine8-14-13_NCH-VK-139TfhPanel.468165.fcs	468165	FluVaccine8-14-13_NCH-VK-139TfhPanel.468165.fcs	Tfh
FluVaccine8-14-13_NCH-VK-140BPanel.468167.fcs	468167	FluVaccine8-14-13_NCH-VK-140BPanel.468167.fcs	B
FluVaccine8-14-13_NCH-VK-140DC1Panel.468170.fcs	468170	FluVaccine8-14-13_NCH-VK-140DC1Panel.468170.fcs	DC1
FluVaccine8-14-13_NCH-VK-140MonoPanel.468172.fcs	468172	FluVaccine8-14-13_NCH-VK-140MonoPanel.468172.fcs	Mono
FluVaccine8-14-13_NCH-VK-140TfhPanel.468174.fcs	468174	FluVaccine8-14-13_NCH-VK-140TfhPanel.468174.fcs	Tfh
FluVaccine8-21-13_NCH-VK-136BPanel.469045.fcs	469045	FluVaccine8-21-13_NCH-VK-136BPanel.469045.fcs	B
FluVaccine8-21-13_NCH-VK-136DC1Panel.469059.fcs	469059	FluVaccine8-21-13_NCH-VK-136DC1Panel.469059.fcs	DC1
FluVaccine8-21-13_NCH-VK-136MonoPanel.469061.fcs	469061	FluVaccine8-21-13_NCH-VK-136MonoPanel.469061.fcs	Mono
FluVaccine8-21-13_NCH-VK-136TfhPanel.469063.fcs	469063	FluVaccine8-21-13_NCH-VK-136TfhPanel.469063.fcs	Tfh
FluVaccine8-21-13_NCH-VK-137BPanel.469065.fcs	469065	FluVaccine8-21-13_NCH-VK-137BPanel.469065.fcs	B
FluVaccine8-21-13_NCH-VK-137DC1Panel.469068.fcs	469068	FluVaccine8-21-13_NCH-VK-137DC1Panel.469068.fcs	DC1
FluVaccine8-21-13_NCH-VK-137MonoPane.469070.fcs	469070	FluVaccine8-21-13_NCH-VK-137MonoPane.469070.fcs	Mono
FluVaccine8-21-13_NCH-VK-137TfhPanel.469072.fcs	469072	FluVaccine8-21-13_NCH-VK-137TfhPanel.469072.fcs	Tfh
FluVaccine8-21-13_NCH-VK-138BPanel.469074.fcs	469074	FluVaccine8-21-13_NCH-VK-138BPanel.469074.fcs	B
FluVaccine8-21-13_NCH-VK-138DC1Panel.469077.fcs	469077	FluVaccine8-21-13_NCH-VK-138DC1Panel.469077.fcs	DC1
FluVaccine8-21-13_NCH-VK-138MonoPanel.469079.fcs	469079	FluVaccine8-21-13_NCH-VK-138MonoPanel.469079.fcs	Mono
FluVaccine8-21-13_NCH-VK-138TfhPanel.469081.fcs	469081	FluVaccine8-21-13_NCH-VK-138TfhPanel.469081.fcs	Tfh
FluVaccine8-21-13_NCH-VK-139BPanel.469083.fcs	469083	FluVaccine8-21-13_NCH-VK-139BPanel.469083.fcs	B
FluVaccine8-21-13_NCH-VK-139DC1Panel.469086.fcs	469086	FluVaccine8-21-13_NCH-VK-139DC1Panel.469086.fcs	DC1
FluVaccine8-21-13_NCH-VK-139MonoPanel.469088.fcs	469088	FluVaccine8-21-13_NCH-VK-139MonoPanel.469088.fcs	Mono
FluVaccine8-21-13_NCH-VK-139TfhPanel.469090.fcs	469090	FluVaccine8-21-13_NCH-VK-139TfhPanel.469090.fcs	Tfh
FluVaccine8-21-13_NCH-VK-140BPanel.469092.fcs	469092	FluVaccine8-21-13_NCH-VK-140BPanel.469092.fcs	B
FluVaccine8-21-13_NCH-VK-140DC1Panel.469095.fcs	469095	FluVaccine8-21-13_NCH-VK-140DC1Panel.469095.fcs	DC1
FluVaccine8-21-13_NCH-VK-140MonoPanel.469097.fcs	469097	FluVaccine8-21-13_NCH-VK-140MonoPanel.469097.fcs	Mono
FluVaccine8-21-13_NCH-VK-140TfhPanel.469099.fcs	469099	FluVaccine8-21-13_NCH-VK-140TfhPanel.469099.fcs	Tfh
FluVaccine8-19-13_NCH-VK-131BPanel.469106.fcs	469106	FluVaccine8-19-13_NCH-VK-131BPanel.469106.fcs	B
FluVaccine8-19-13_NCH-VK-131DC1Panel.469120.fcs	469120	FluVaccine8-19-13_NCH-VK-131DC1Panel.469120.fcs	DC1
FluVaccine8-19-13_NCH-VK-131MonoPane.469122.fcs	469122	FluVaccine8-19-13_NCH-VK-131MonoPane.469122.fcs	Mono
FluVaccine8-19-13_NCH-VK-131TfhPanel.469124.fcs	469124	FluVaccine8-19-13_NCH-VK-131TfhPanel.469124.fcs	Tfh
FluVaccine8-19-13_NCH-VK-132BPanel.469126.fcs	469126	FluVaccine8-19-13_NCH-VK-132BPanel.469126.fcs	B
FluVaccine8-19-13_NCH-VK-132DC1Panel.469129.fcs	469129	FluVaccine8-19-13_NCH-VK-132DC1Panel.469129.fcs	DC1
FluVaccine8-19-13_NCH-VK-132MonoPanel.469131.fcs	469131	FluVaccine8-19-13_NCH-VK-132MonoPanel.469131.fcs	Mono
FluVaccine8-19-13_NCH-VK-132TfhPanel.469133.fcs	469133	FluVaccine8-19-13_NCH-VK-132TfhPanel.469133.fcs	Tfh
FluVaccine8-19-13_NCH-VK-133BPanel.469135.fcs	469135	FluVaccine8-19-13_NCH-VK-133BPanel.469135.fcs	B
FluVaccine8-19-13_NCH-VK-133DC1Panel.469138.fcs	469138	FluVaccine8-19-13_NCH-VK-133DC1Panel.469138.fcs	DC1
FluVaccine8-19-13_NCH-VK-133MonoPanel.469140.fcs	469140	FluVaccine8-19-13_NCH-VK-133MonoPanel.469140.fcs	Mono
FluVaccine8-19-13_NCH-VK-133TfhPanel.469142.fcs	469142	FluVaccine8-19-13_NCH-VK-133TfhPanel.469142.fcs	Tfh
FluVaccine8-19-13_NCH-VK-134BPanel.469144.fcs	469144	FluVaccine8-19-13_NCH-VK-134BPanel.469144.fcs	B
FluVaccine8-19-13_NCH-VK-134DC1Panel.469147.fcs	469147	FluVaccine8-19-13_NCH-VK-134DC1Panel.469147.fcs	DC1
FluVaccine8-19-13_NCH-VK-134MonoPanel.469149.fcs	469149	FluVaccine8-19-13_NCH-VK-134MonoPanel.469149.fcs	Mono
FluVaccine8-19-13_NCH-VK-134TfhPanel.469151.fcs	469151	FluVaccine8-19-13_NCH-VK-134TfhPanel.469151.fcs	Tfh
FluVaccine8-19-13_NCH-VK-135BPanel.469153.fcs	469153	FluVaccine8-19-13_NCH-VK-135BPanel.469153.fcs	B
FluVaccine8-19-13_NCH-VK-135DC1Panel.469156.fcs	469156	FluVaccine8-19-13_NCH-VK-135DC1Panel.469156.fcs	DC1
FluVaccine8-19-13_NCH-VK-135MonoPanel.469158.fcs	469158	FluVaccine8-19-13_NCH-VK-135MonoPanel.469158.fcs	Mono
FluVaccine8-19-13_NCH-VK-135TfhPanel.469160.fcs	469160	FluVaccine8-19-13_NCH-VK-135TfhPanel.469160.fcs	Tfh
FluVaccine8-19-13_NCH-VK-152BPanel.469162.fcs	469162	FluVaccine8-19-13_NCH-VK-152BPanel.469162.fcs	B
FluVaccine8-19-13_NCH-VK-152DC1Panel.469165.fcs	469165	FluVaccine8-19-13_NCH-VK-152DC1Panel.469165.fcs	DC1
FluVaccine8-19-13_NCH-VK-152MonoPanel.469167.fcs	469167	FluVaccine8-19-13_NCH-VK-152MonoPanel.469167.fcs	Mono
FluVaccine8-19-13_NCH-VK-152TfhPanel.469169.fcs	469169	FluVaccine8-19-13_NCH-VK-152TfhPanel.469169.fcs	Tfh
FluVaccine8-15-13_NCH-VK-136BPanel.470718.fcs	470718	FluVaccine8-15-13_NCH-VK-136BPanel.470718.fcs	B
FluVaccine8-15-13_NCH-VK-136DC1Panel.470732.fcs	470732	FluVaccine8-15-13_NCH-VK-136DC1Panel.470732.fcs	DC1
FluVaccine8-15-13_NCH-VK-136MonoPanel.470734.fcs	470734	FluVaccine8-15-13_NCH-VK-136MonoPanel.470734.fcs	Mono
FluVaccine8-15-13_NCH-VK-136TfhPanel.470736.fcs	470736	FluVaccine8-15-13_NCH-VK-136TfhPanel.470736.fcs	Tfh
FluVaccine8-15-13_NCH-VK-137BPanel.470738.fcs	470738	FluVaccine8-15-13_NCH-VK-137BPanel.470738.fcs	B
FluVaccine8-15-13_NCH-VK-137DC1Panel.470741.fcs	470741	FluVaccine8-15-13_NCH-VK-137DC1Panel.470741.fcs	DC1
FluVaccine8-15-13_NCH-VK-137MonoPane.470743.fcs	470743	FluVaccine8-15-13_NCH-VK-137MonoPane.470743.fcs	Mono
FluVaccine8-15-13_NCH-VK-137TfhPanel.470745.fcs	470745	FluVaccine8-15-13_NCH-VK-137TfhPanel.470745.fcs	Tfh
FluVaccine8-15-13_NCH-VK-138BPanel.470747.fcs	470747	FluVaccine8-15-13_NCH-VK-138BPanel.470747.fcs	B
FluVaccine8-15-13_NCH-VK-138DC1Panel.470750.fcs	470750	FluVaccine8-15-13_NCH-VK-138DC1Panel.470750.fcs	DC1
FluVaccine8-15-13_NCH-VK-138MonoPanel.470752.fcs	470752	FluVaccine8-15-13_NCH-VK-138MonoPanel.470752.fcs	Mono
FluVaccine8-15-13_NCH-VK-138TfhPanel.470754.fcs	470754	FluVaccine8-15-13_NCH-VK-138TfhPanel.470754.fcs	Tfh
FluVaccine8-15-13_NCH-VK-139BPanel.470756.fcs	470756	FluVaccine8-15-13_NCH-VK-139BPanel.470756.fcs	B
FluVaccine8-15-13_NCH-VK-139DC1Panel.470759.fcs	470759	FluVaccine8-15-13_NCH-VK-139DC1Panel.470759.fcs	DC1
FluVaccine8-15-13_NCH-VK-139MonoPanel.470761.fcs	470761	FluVaccine8-15-13_NCH-VK-139MonoPanel.470761.fcs	Mono
FluVaccine8-15-13_NCH-VK-139TfhPanel.470763.fcs	470763	FluVaccine8-15-13_NCH-VK-139TfhPanel.470763.fcs	Tfh
FluVaccine8-15-13_NCH-VK-140BPanel.470765.fcs	470765	FluVaccine8-15-13_NCH-VK-140BPanel.470765.fcs	B
FluVaccine8-15-13_NCH-VK-140DC1Panel.470768.fcs	470768	FluVaccine8-15-13_NCH-VK-140DC1Panel.470768.fcs	DC1
FluVaccine8-15-13_NCH-VK-140MonoPanel.470770.fcs	470770	FluVaccine8-15-13_NCH-VK-140MonoPanel.470770.fcs	Mono
FluVaccine8-15-13_NCH-VK-140TfhPanel.470772.fcs	470772	FluVaccine8-15-13_NCH-VK-140TfhPanel.470772.fcs	Tfh
FluVaccine8-27-13_NCH-VK-141BPanel.471110.fcs	471110	FluVaccine8-27-13_NCH-VK-141BPanel.471110.fcs	B
FluVaccine8-27-13_NCH-VK-141DC1Panel.471124.fcs	471124	FluVaccine8-27-13_NCH-VK-141DC1Panel.471124.fcs	DC1
FluVaccine8-27-13_NCH-VK-141MonoPanel.471126.fcs	471126	FluVaccine8-27-13_NCH-VK-141MonoPanel.471126.fcs	Mono
FluVaccine8-27-13_NCH-VK-141TfhPanel.471128.fcs	471128	FluVaccine8-27-13_NCH-VK-141TfhPanel.471128.fcs	Tfh
FluVaccine8-27-13_NCH-VK-142BPanel.471130.fcs	471130	FluVaccine8-27-13_NCH-VK-142BPanel.471130.fcs	B
FluVaccine8-27-13_NCH-VK-142DC1Panel.471133.fcs	471133	FluVaccine8-27-13_NCH-VK-142DC1Panel.471133.fcs	DC1
FluVaccine8-27-13_NCH-VK-142MonoPane.471135.fcs	471135	FluVaccine8-27-13_NCH-VK-142MonoPane.471135.fcs	Mono
FluVaccine8-27-13_NCH-VK-142TfhPanel.471137.fcs	471137	FluVaccine8-27-13_NCH-VK-142TfhPanel.471137.fcs	Tfh
FluVaccine8-27-13_NCH-VK-143BPanel.471139.fcs	471139	FluVaccine8-27-13_NCH-VK-143BPanel.471139.fcs	B
FluVaccine8-27-13_NCH-VK-143DC1Panel.471142.fcs	471142	FluVaccine8-27-13_NCH-VK-143DC1Panel.471142.fcs	DC1
FluVaccine8-27-13_NCH-VK-143MonoPanel.471144.fcs	471144	FluVaccine8-27-13_NCH-VK-143MonoPanel.471144.fcs	Mono
FluVaccine8-27-13_NCH-VK-143TfhPanel.471146.fcs	471146	FluVaccine8-27-13_NCH-VK-143TfhPanel.471146.fcs	Tfh
FluVaccine8-27-13_NCH-VK-144BPanel.471148.fcs	471148	FluVaccine8-27-13_NCH-VK-144BPanel.471148.fcs	B
FluVaccine8-27-13_NCH-VK-144DC1Panel.471151.fcs	471151	FluVaccine8-27-13_NCH-VK-144DC1Panel.471151.fcs	DC1
FluVaccine8-27-13_NCH-VK-144MonoPanel.471153.fcs	471153	FluVaccine8-27-13_NCH-VK-144MonoPanel.471153.fcs	Mono
FluVaccine8-27-13_NCH-VK-144TfhPanel.471155.fcs	471155	FluVaccine8-27-13_NCH-VK-144TfhPanel.471155.fcs	Tfh
FluVaccine8-27-13_NCH-VK-145BPanel.471157.fcs	471157	FluVaccine8-27-13_NCH-VK-145BPanel.471157.fcs	B
FluVaccine8-27-13_NCH-VK-145DC1Panel.471160.fcs	471160	FluVaccine8-27-13_NCH-VK-145DC1Panel.471160.fcs	DC1
FluVaccine8-27-13_NCH-VK-145MonoPanel.471162.fcs	471162	FluVaccine8-27-13_NCH-VK-145MonoPanel.471162.fcs	Mono
FluVaccine8-27-13_NCH-VK-145TfhPanel.471164.fcs	471164	FluVaccine8-27-13_NCH-VK-145TfhPanel.471164.fcs	Tfh
FluVaccine8-27-13_NCH-VK-146BPanel.471166.fcs	471166	FluVaccine8-27-13_NCH-VK-146BPanel.471166.fcs	B
FluVaccine8-27-13_NCH-VK-146DC1Panel.471169.fcs	471169	FluVaccine8-27-13_NCH-VK-146DC1Panel.471169.fcs	DC1
FluVaccine8-27-13_NCH-VK-146MonoPanel.471171.fcs	471171	FluVaccine8-27-13_NCH-VK-146MonoPanel.471171.fcs	Mono
FluVaccine8-27-13_NCH-VK-146TfhPanel.471173.fcs	471173	FluVaccine8-27-13_NCH-VK-146TfhPanel.471173.fcs	Tfh
FluVaccine8-12-13_NCH-VK-131BPanel.471892.fcs	471892	FluVaccine8-12-13_NCH-VK-131BPanel.471892.fcs	B
FluVaccine8-12-13_NCH-VK-131DC1Panel.471906.fcs	471906	FluVaccine8-12-13_NCH-VK-131DC1Panel.471906.fcs	DC1
FluVaccine8-12-13_NCH-VK-131MonoPane.471908.fcs	471908	FluVaccine8-12-13_NCH-VK-131MonoPane.471908.fcs	Mono
FluVaccine8-12-13_NCH-VK-131TfhPanel.471910.fcs	471910	FluVaccine8-12-13_NCH-VK-131TfhPanel.471910.fcs	Tfh
FluVaccine8-12-13_NCH-VK-132BPanel.471912.fcs	471912	FluVaccine8-12-13_NCH-VK-132BPanel.471912.fcs	B
FluVaccine8-12-13_NCH-VK-132DC1Panel.471915.fcs	471915	FluVaccine8-12-13_NCH-VK-132DC1Panel.471915.fcs	DC1
FluVaccine8-12-13_NCH-VK-132MonoPanel.471917.fcs	471917	FluVaccine8-12-13_NCH-VK-132MonoPanel.471917.fcs	Mono
FluVaccine8-12-13_NCH-VK-132TfhPanel.471919.fcs	471919	FluVaccine8-12-13_NCH-VK-132TfhPanel.471919.fcs	Tfh
FluVaccine8-12-13_NCH-VK-133BPanel.471921.fcs	471921	FluVaccine8-12-13_NCH-VK-133BPanel.471921.fcs	B
FluVaccine8-12-13_NCH-VK-133DC1Panel.471924.fcs	471924	FluVaccine8-12-13_NCH-VK-133DC1Panel.471924.fcs	DC1
FluVaccine8-12-13_NCH-VK-133MonoPanel.471926.fcs	471926	FluVaccine8-12-13_NCH-VK-133MonoPanel.471926.fcs	Mono
FluVaccine8-12-13_NCH-VK-133TfhPanel.471928.fcs	471928	FluVaccine8-12-13_NCH-VK-133TfhPanel.471928.fcs	Tfh
FluVaccine8-12-13_NCH-VK-134BPanel.471930.fcs	471930	FluVaccine8-12-13_NCH-VK-134BPanel.471930.fcs	B
FluVaccine8-12-13_NCH-VK-134DC1Panel.471933.fcs	471933	FluVaccine8-12-13_NCH-VK-134DC1Panel.471933.fcs	DC1
FluVaccine8-12-13_NCH-VK-134MonoPanel.471935.fcs	471935	FluVaccine8-12-13_NCH-VK-134MonoPanel.471935.fcs	Mono
FluVaccine8-12-13_NCH-VK-134TfhPanel.471937.fcs	471937	FluVaccine8-12-13_NCH-VK-134TfhPanel.471937.fcs	Tfh
FluVaccine8-12-13_NCH-VK-135BPanel.471939.fcs	471939	FluVaccine8-12-13_NCH-VK-135BPanel.471939.fcs	B
FluVaccine8-12-13_NCH-VK-135DC1Panel.471942.fcs	471942	FluVaccine8-12-13_NCH-VK-135DC1Panel.471942.fcs	DC1
FluVaccine8-12-13_NCH-VK-135MonoPanel.471944.fcs	471944	FluVaccine8-12-13_NCH-VK-135MonoPanel.471944.fcs	Mono
FluVaccine8-12-13_NCH-VK-135TfhPanel.471946.fcs	471946	FluVaccine8-12-13_NCH-VK-135TfhPanel.471946.fcs	Tfh
FluVaccine8-12-13_NCH-VK-152BPanel.471948.fcs	471948	FluVaccine8-12-13_NCH-VK-152BPanel.471948.fcs	B
FluVaccine8-12-13_NCH-VK-152DC1Panel.471951.fcs	471951	FluVaccine8-12-13_NCH-VK-152DC1Panel.471951.fcs	DC1
FluVaccine8-12-13_NCH-VK-152MonoPanel.471953.fcs	471953	FluVaccine8-12-13_NCH-VK-152MonoPanel.471953.fcs	Mono
FluVaccine8-12-13_NCH-VK-152TfhPanel.471955.fcs	471955	FluVaccine8-12-13_NCH-VK-152TfhPanel.471955.fcs	Tfh
