BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS912332	ES1039663
BS912337	ES1039668
BS912339	ES1039670
BS912341	ES1039672
BS912343	ES1039674
BS912348	ES1039679
BS899523	ES1015833
BS899538	ES1015848
BS899539	ES1015849
BS899543	ES1015853
BS899547	ES1015857
BS899554	ES1015864
BS899567	ES1015877
BS899573	ES1015883
BS899596	ES1015906
BS899599	ES1015909
BS899617	ES1015927
BS899634	ES1015944
BS899640	ES1015950
BS899665	ES1015975
BS899677	ES1015987
BS899682	ES1015992
BS899688	ES1015998
BS899692	ES1016002
BS899696	ES1016006
BS899715	ES1016025
BS899719	ES1016029
BS899726	ES1016036
BS899727	ES1016037
BS899731	ES1016041
BS899741	ES1016051
BS899751	ES1016061
BS911804	ES1039135
BS911805	ES1039136
BS911813	ES1039144
BS911814	ES1039145
BS911816	ES1039147
BS911833	ES1039164
BS911843	ES1039174
BS911857	ES1039188
BS911862	ES1039193
BS911873	ES1039204
BS911877	ES1039208
BS911896	ES1039227
BS911899	ES1039230
BS911901	ES1039232
BS911904	ES1039235
BS911920	ES1039251
BS911934	ES1039265
BS911947	ES1039278
BS911949	ES1039280
BS911952	ES1039283
BS911965	ES1039296
BS911979	ES1039310
BS911982	ES1039313
BS911381	ES1038712
BS911388	ES1038719
BS911406	ES1038737
BS911414	ES1038745
BS911423	ES1038754
BS911433	ES1038764
BS911439	ES1038770
BS911464	ES1038795
BS911478	ES1038809
BS911483	ES1038814
BS911489	ES1038820
BS911494	ES1038825
BS911496	ES1038827
BS911513	ES1038844
BS911516	ES1038847
BS911526	ES1038857
BS911549	ES1038880
BS707633	ES767035
BS707636	ES767038
BS707641	ES767043
BS707645	ES767047
BS707647	ES767049
BS707649	ES767051
BS707653	ES767055
BS753069	ES845240
BS753073	ES845244
BS753099	ES845283
BS753101	ES845285
BS753102	ES845286
BS753107	ES845331
BS753109	ES845333
BS753111	ES845335
BS753116	ES845340
BS753117	ES845341
BS753123	ES845347
BS753152	ES845423
BS753155	ES845428
BS753160	ES845438
BS753161	ES845441
BS753163	ES845444
BS753165	ES845449
BS753169	ES845457
BS753170	ES845459
BS753170	ES845458
BS753173	ES845464
BS753180	ES845530
BS753189	ES845539
BS753199	ES845549
BS753204	ES845554
BS753210	ES845560
BS753214	ES845564
BS753221	ES845599
BS753232	ES845610
BS753239	ES845617
BS753242	ES845620
BS753253	ES845659
BS753277	ES845683
BS753278	ES845714
BS753284	ES845720
BS753285	ES845721
BS753289	ES845725
BS753290	ES845726
BS753302	ES845738
BS753309	ES845773
BS707927	ES767329
BS707934	ES767336
BS707945	ES767347
BS707963	ES767365
BS707982	ES767384
BS707984	ES767386
BS707992	ES767394
BS707993	ES767395
BS708008	ES767410
BS708016	ES767418
BS708043	ES767445
BS708049	ES767451
BS708052	ES767454
BS708061	ES767463
BS708066	ES767468
BS708072	ES767474
BS708080	ES767482
BS708086	ES767488
BS708090	ES767492
BS708095	ES767497
BS708137	ES767539
BS708139	ES767541
BS708142	ES767544
BS708163	ES767565
BS708168	ES767570
BS708170	ES767572
BS708181	ES767583
BS708182	ES767584
BS753522	ES846172
BS753554	ES846236
BS753560	ES846274
BS753565	ES846279
BS753582	ES846320
BS753583	ES846321
BS753587	ES846325
BS753603	ES847550
BS753611	ES847558
BS753619	ES847566
BS753621	ES847568
BS753631	ES847605
BS753633	ES847607
BS753637	ES847611
BS753647	ES847621
BS753654	ES844609
BS753659	ES844614
BS753668	ES844623
BS753678	ES844633
BS753681	ES844636
BS707660	ES767062
BS707663	ES767065
BS707678	ES767080
BS707681	ES767083
BS707687	ES767089
BS707699	ES767101
BS707720	ES767122
BS707722	ES767124
BS707729	ES767131
BS707735	ES767137
BS707736	ES767138
BS707743	ES767145
BS707745	ES767147
BS707753	ES767155
BS707763	ES767165
BS707766	ES767168
BS707767	ES767169
BS707791	ES767193
BS707802	ES767204
BS707811	ES767213
BS707822	ES767224
BS707841	ES767243
BS707849	ES767251
BS707851	ES767253
BS707853	ES767255
BS707855	ES767257
BS707857	ES767259
BS707858	ES767260
BS707868	ES767270
BS707874	ES767276
BS707884	ES767286
BS707892	ES767294
BS707895	ES767297
BS708212	ES767614
BS708225	ES767627
BS708227	ES767629
BS708228	ES767630
BS708232	ES767634
BS708237	ES767639
BS708243	ES767645
BS708246	ES767648
BS708247	ES767649
BS708275	ES767677
BS708280	ES767682
BS708281	ES767683
BS708287	ES767689
BS708295	ES767697
BS708306	ES767708
BS708317	ES767719
BS708320	ES767722
BS708324	ES767726
BS708333	ES767735
BS708349	ES767751
BS708351	ES767753
BS708375	ES767777
BS708385	ES767787
BS708390	ES767792
BS708432	ES767834
BS708436	ES767838
BS708438	ES767840
BS708446	ES767848
BS708449	ES767851
BS708463	ES767865
BS708484	ES767886
BS708499	ES767901
BS708504	ES767906
BS708511	ES767913
BS708526	ES767928
BS753320	ES845784
BS753325	ES845789
BS753327	ES845791
BS753332	ES845796
BS753340	ES845832
BS753342	ES845834
BS753346	ES845838
BS753347	ES845839
BS753363	ES845883
BS753366	ES845886
BS753382	ES845916
BS753383	ES845917
BS753385	ES845919
BS753395	ES845929
BS753397	ES845931
BS753398	ES845932
BS753404	ES845966
BS753406	ES845968
BS753426	ES845988
BS753436	ES846026
BS753446	ES846050
BS753454	ES846058
BS753456	ES846060
BS753461	ES846079
BS753465	ES846083
BS753484	ES846102
BS753486	ES846104
BS753490	ES846108
BS753491	ES846109
BS753508	ES846158
BS708551	ES767953
BS708552	ES767954
BS708558	ES767960
BS708562	ES767964
BS708567	ES767969
BS708577	ES767979
BS708588	ES767990
BS708594	ES767996
BS708607	ES768009
BS708617	ES768019
BS708619	ES768021
BS708627	ES768029
BS708645	ES768047
BS708659	ES768061
BS708675	ES768077
BS708695	ES768097
BS708731	ES768133
BS708734	ES768136
BS691055	ES737682
BS691059	ES737686
BS691061	ES737688
BS691073	ES737700
BS691103	ES737730
BS691107	ES737734
BS691109	ES737736
BS691111	ES737738
BS691114	ES737741
BS691123	ES737750
BS691128	ES737755
BS691134	ES737761
BS691146	ES737773
BS691171	ES737798
BS691175	ES737802
BS691196	ES737823
BS691205	ES737832
BS691219	ES737846
BS691221	ES737848
BS691223	ES737850
BS755579	ES845206
BS755582	ES845209
BS755583	ES845210
BS755595	ES845250
BS755600	ES845255
BS755606	ES845258
BS755608	ES845260
BS755620	ES845300
BS755629	ES845309
BS755630	ES845310
BS755647	ES845327
BS755649	ES845329
BS755652	ES845360
BS755654	ES845362
BS755659	ES845367
BS755663	ES845371
BS755668	ES845376
BS755669	ES845377
BS755670	ES845378
BS755681	ES845403
BS755682	ES845404
BS755686	ES845408
BS755693	ES845571
BS755710	ES845588
BS755714	ES845592
BS755751	ES845501
BS755753	ES845503
BS755754	ES845504
BS755767	ES845517
BS755774	ES845524
BS755775	ES845525
BS755781	ES845631
BS756157	ES846361
BS756164	ES845083
BS756169	ES847579
BS756171	ES847581
BS756172	ES847582
BS756174	ES847584
BS756188	ES847598
BS756191	ES847601
BS756193	ES847626
BS756197	ES847630
BS758592	ES839831
BS758600	ES839839
BS758607	ES839846
BS758609	ES839848
BS758626	ES839865
BS758637	ES839876
BS758639	ES839878
BS758642	ES839881
BS758644	ES839883
BS758698	ES839937
BS758699	ES839938
BS758702	ES839941
BS758704	ES839943
BS758710	ES839949
BS758715	ES839954
BS758738	ES839977
BS758739	ES839978
BS631522	ES571654
BS631536	ES571668
BS631547	ES571679
BS631551	ES571683
BS631551	ES610266
BS631553	ES571685
BS631559	ES571691
BS631562	ES610277
BS631565	ES571697
BS631571	ES571703
BS631584	ES610299
BS631589	ES610304
BS631606	ES571738
BS631608	ES571740
BS631616	ES571748
BS631619	ES610334
BS631626	ES571758
BS755830	ES845710
BS755832	ES845712
BS755843	ES845751
BS755870	ES845806
BS755873	ES845809
BS755877	ES845813
BS755889	ES845825
BS755906	ES845870
BS755920	ES845898
BS755935	ES845941
BS755947	ES845953
BS755948	ES845954
BS755970	ES846004
BS755972	ES846006
BS755984	ES846018
BS755987	ES846021
BS755988	ES846036
BS755998	ES846046
BS756004	ES846066
BS756027	ES846121
BS756057	ES846183
BS756074	ES846200
BS756081	ES846239
BS756087	ES846245
BS756095	ES846253
BS756099	ES846257
BS756128	ES846310
BS756134	ES846316
BS589062	ES610306
BS589064	ES610312
BS589065	ES1038525
BS589071	ES1038582
BS589073	ES610339
BS589073	ES499113
BS631225	ES571357
BS631228	ES571360
BS631230	ES609953
BS631233	ES571365
BS631237	ES571369
BS631238	ES609961
BS631244	ES571376
BS631247	ES571379
BS631248	ES571380
BS631248	ES609970
BS631251	ES609973
BS631254	ES571386
BS631258	ES571390
BS631260	ES571392
BS631265	ES609987
BS631269	ES571401
BS631272	ES571404
BS631273	ES571405
BS631276	ES571408
BS631283	ES610005
BS631292	ES610014
BS631296	ES571428
BS631296	ES610018
BS631297	ES571429
BS631298	ES571430
BS631301	ES571433
BS631302	ES571434
BS631319	ES1038566
BS631320	ES610042
BS631322	ES610044
BS631326	ES1038571
BS631326	ES571458
BS631327	ES571459
BS631328	ES610050
BS631335	ES610057
BS631338	ES571470
BS631341	ES610063
BS631342	ES571474
BS631344	ES571476
BS631345	ES571477
BS631347	ES610069
BS631349	ES571481
BS631355	ES571487
BS631356	ES1038662
BS631365	ES610087
BS631366	ES571498
BS631368	ES1038574
BS631372	ES571504
BS631376	ES571508
BS631377	ES571509
BS631379	ES571511
BS631379	ES610099
BS631381	ES571513
BS631401	ES571533
BS631408	ES571540
BS631415	ES610133
BS631429	ES571561
BS631431	ES571563
BS631441	ES571573
BS631442	ES610160
BS631443	ES571575
BS631448	ES1038667
BS631449	ES610167
BS631455	ES610173
BS631464	ES571596
BS631467	ES610185
BS631470	ES571602
BS631492	ES571624
BS631494	ES571626
BS631495	ES571627
BS631496	ES610214
BS631499	ES571631
BS631500	ES571632
BS631502	ES571634
BS631503	ES610221
BS631508	ES610226
BS631512	ES1038558
BS691231	ES737858
BS691256	ES737883
BS691259	ES737886
BS691264	ES737891
BS691268	ES737895
BS691272	ES737899
BS691279	ES737906
BS691288	ES737915
BS691296	ES737923
BS691308	ES737935
BS691314	ES737941
BS691326	ES737953
BS691341	ES737968
BS691361	ES737988
BS691365	ES737992
BS691371	ES737998
BS691381	ES738008
BS691388	ES738015
BS691390	ES738017
BS691392	ES738019
BS691401	ES738028
BS691408	ES738035
BS691415	ES738042
BS691419	ES738046
BS691421	ES738048
BS691437	ES738064
BS691443	ES738070
BS691445	ES738072
BS691446	ES738073
BS691456	ES738083
BS691463	ES738090
BS691468	ES738095
BS691474	ES738101
BS691479	ES738106
BS691488	ES738115
BS691489	ES738116
BS691499	ES738126
BS691515	ES738142
BS691525	ES738152
BS691527	ES738154
BS691535	ES738162
BS691536	ES738163
BS691547	ES738174
BS691556	ES738183
BS691558	ES738185
BS691560	ES738187
BS691563	ES738190
BS691569	ES738196
BS691578	ES738205
BS691581	ES738208
BS691589	ES738216
BS691596	ES738223
BS708750	ES768152
BS708752	ES768154
BS708756	ES768158
BS708790	ES768192
BS708806	ES768208
BS708810	ES768212
BS708826	ES768228
BS708830	ES768232
BS708856	ES768258
BS708859	ES768261
BS708870	ES768272
BS708885	ES768287
BS708895	ES768297
BS631152	ES571284
BS631156	ES571288
BS631161	ES571293
BS631162	ES571294
BS631172	ES609898
BS631174	ES571306
BS631175	ES609901
BS631176	ES609902
BS631177	ES571309
BS631187	ES609912
BS631191	ES571323
BS631195	ES571327
BS631207	ES571339
BS631214	ES571346
BS736928	ES799477
BS736934	ES799483
BS736946	ES799495
BS736948	ES799497
BS736950	ES799499
BS736955	ES799504
BS736958	ES799507
BS736967	ES799516
BS736973	ES799522
BS690736	ES737363
BS690743	ES737370
BS690744	ES737371
BS690745	ES737372
BS690746	ES737373
BS690751	ES737378
BS690758	ES737385
BS690766	ES737393
BS690773	ES737400
BS690776	ES737403
BS690780	ES737407
BS690781	ES737408
BS690794	ES737421
BS690806	ES737433
BS690816	ES737443
BS690822	ES737449
BS690837	ES737464
BS690844	ES737471
BS690851	ES737478
BS690853	ES737480
BS690858	ES737485
BS690871	ES737498
BS690875	ES737502
BS690876	ES737503
BS690880	ES737507
BS690895	ES737522
BS690898	ES737525
BS690899	ES737526
BS690904	ES737531
BS690908	ES737535
BS690919	ES737546
BS690921	ES737548
BS690926	ES737553
BS690928	ES737555
BS690935	ES737562
BS690964	ES737591
BS690979	ES737606
BS690985	ES737612
BS690986	ES737613
BS690996	ES737623
BS691001	ES737628
BS691003	ES737630
BS691005	ES737632
BS691014	ES737641
BS691019	ES737646
BS691027	ES737654
BS691033	ES737660
BS755282	ES847714
BS755294	ES847726
BS755298	ES847730
BS755302	ES847734
BS755313	ES847745
BS755321	ES847753
BS755322	ES847754
BS755337	ES847769
BS755338	ES847770
BS755342	ES847774
BS755351	ES847783
BS755358	ES847790
BS755361	ES847793
BS755362	ES847794
BS755364	ES847796
BS755375	ES847807
BS755380	ES847812
BS755388	ES847820
BS755391	ES847823
BS755397	ES847829
BS755406	ES847838
BS755411	ES847843
BS755420	ES847852
BS755423	ES847855
BS755445	ES847877
BS755449	ES847881
BS755463	ES847895
BS755466	ES847898
BS755470	ES847902
BS755477	ES847909
BS755489	ES847921
BS755499	ES847931
BS755505	ES847938
BS755509	ES847946
BS755510	ES847947
BS755515	ES847958
BS755517	ES847961
BS755519	ES847966
BS755522	ES847972
BS755526	ES845113
BS755544	ES845131
BS755545	ES845132
BS755547	ES845134
BS755554	ES845181
BS755569	ES845196
BS754904	ES847245
BS754908	ES847249
BS754909	ES847250
BS754920	ES847261
BS754932	ES847273
BS754937	ES847278
BS754940	ES847281
BS754945	ES847286
BS754949	ES847290
BS754950	ES847291
BS754969	ES847310
BS754977	ES847318
BS754982	ES847323
BS754995	ES847336
BS755008	ES847349
BS755011	ES847352
BS755018	ES847359
BS755019	ES847360
BS755022	ES847363
BS755027	ES847368
BS755032	ES847373
BS755041	ES847382
BS755052	ES847393
BS755058	ES847399
BS755068	ES847409
BS755109	ES847450
BS755115	ES847456
BS755121	ES847462
BS755123	ES847464
BS755125	ES847466
BS755132	ES847473
BS755143	ES847484
BS755151	ES847492
BS755153	ES847494
BS755155	ES847496
BS755177	ES847518
BS755195	ES847536
BS755202	ES847543
BS755204	ES847545
BS755207	ES847548
BS755212	ES847644
BS755214	ES847646
BS755215	ES847647
BS755226	ES847658
BS755246	ES847678
BS755252	ES847684
BS755266	ES847698
BS690643	ES737270
BS690649	ES737276
BS690659	ES737286
BS690678	ES737305
BS737300	ES799849
BS737303	ES799852
BS737312	ES799861
BS737328	ES799877
BS737348	ES799897
BS737349	ES799898
BS737352	ES799901
BS737364	ES799913
BS737413	ES799962
BS737414	ES799963
BS737416	ES799965
BS737418	ES799967
BS737421	ES799970
BS737425	ES799974
BS737431	ES799980
BS737434	ES799983
BS737449	ES799998
BS737454	ES800003
BS737457	ES800006
BS737459	ES800008
BS737463	ES800012
BS737467	ES800016
BS737469	ES800018
BS737475	ES800024
BS737484	ES800033
BS737485	ES800034
BS693971	ES740598
BS693973	ES740600
BS693987	ES740614
BS693996	ES740623
BS694005	ES740632
BS694009	ES740636
BS694014	ES740641
BS694030	ES740657
BS694036	ES740663
BS694037	ES740664
BS694038	ES740665
BS694047	ES740674
BS694072	ES740699
BS694078	ES740705
BS694084	ES740711
BS694090	ES740717
BS694092	ES740719
BS694096	ES740723
BS694111	ES740738
BS694128	ES740755
BS694133	ES740760
BS694134	ES740761
BS694141	ES740768
BS694147	ES740774
BS754345	ES846686
BS754351	ES846692
BS754360	ES846701
BS754366	ES846707
BS754382	ES846723
BS754387	ES846728
BS754413	ES846754
BS754414	ES846755
BS754417	ES846758
BS754418	ES846759
BS754422	ES846763
BS754434	ES846775
BS754439	ES846780
BS754460	ES846801
BS754468	ES846809
BS754475	ES846816
BS754486	ES846827
BS754493	ES846834
BS754499	ES846840
BS754506	ES846847
BS754507	ES846848
BS754515	ES846856
BS754517	ES846858
BS754520	ES846861
BS754531	ES846872
BS754540	ES846881
BS754545	ES846886
BS754546	ES846887
BS754561	ES846902
BS754565	ES846906
BS754568	ES846909
BS754571	ES846912
BS754581	ES846922
BS754586	ES846927
BS754595	ES846936
BS754596	ES846937
BS754602	ES846943
BS754603	ES846944
BS752984	ES845087
BS752997	ES845100
BS753018	ES845149
BS753026	ES845157
BS753038	ES845169
BS753039	ES845170
BS753040	ES845171
BS753050	ES845221
BS753053	ES845224
BS753055	ES845226
BS753058	ES845229
BS753059	ES845230
BS759005	ES840244
BS759029	ES840268
BS759051	ES840290
BS753900	ES844855
BS753907	ES844862
BS753912	ES844867
BS753916	ES844871
BS753917	ES844872
BS753920	ES844875
BS753923	ES844878
BS753931	ES844886
BS753936	ES844891
BS753943	ES844898
BS753946	ES844901
BS753950	ES844905
BS753951	ES844906
BS753960	ES844915
BS753971	ES844926
BS753984	ES844939
BS753986	ES844941
BS753988	ES844943
BS753989	ES844944
BS753991	ES844946
BS753998	ES844953
BS754005	ES844960
BS754006	ES844961
BS754024	ES844979
BS754025	ES844980
BS754027	ES844982
BS754035	ES844990
BS754037	ES844992
BS754044	ES844999
BS754064	ES845019
BS754088	ES845043
BS754091	ES845046
BS754092	ES845047
BS754096	ES845051
BS754107	ES845062
BS754113	ES845068
BS754118	ES844596
BS692775	ES739402
BS692786	ES739413
BS692788	ES739415
BS692805	ES739432
BS692810	ES739437
BS692811	ES739438
BS692816	ES739443
BS692832	ES739459
BS692845	ES739472
BS692853	ES739480
BS692861	ES739488
BS692862	ES739489
BS692878	ES739505
BS692882	ES739509
BS692883	ES739510
BS692885	ES739512
BS692892	ES739519
BS692914	ES739541
BS692922	ES739549
BS692926	ES739553
BS692932	ES739559
BS692947	ES739574
BS692951	ES739578
BS692959	ES739586
BS692961	ES739588
BS692972	ES739599
BS692978	ES739605
BS692983	ES739610
BS692997	ES739624
BS693008	ES739635
BS693009	ES739636
BS754135	ES846368
BS754148	ES846381
BS754161	ES846394
BS754177	ES846410
BS754190	ES846423
BS754203	ES846442
BS754212	ES846459
BS754215	ES846466
BS754219	ES846473
BS754221	ES846477
BS754223	ES846482
BS754224	ES846484
BS754225	ES846486
BS754225	ES846485
BS754226	ES846487
BS754241	ES846517
BS754245	ES846526
BS754249	ES846534
BS754250	ES846536
BS754251	ES846537
BS754260	ES846555
BS754273	ES846582
BS754274	ES846583
BS754275	ES846585
BS754283	ES846602
BS754284	ES846604
BS754297	ES846629
BS754298	ES846632
BS754300	ES846636
BS754301	ES846637
BS754303	ES846641
BS754308	ES846649
BS754315	ES846656
BS693036	ES739663
BS693048	ES739675
BS693053	ES739680
BS693056	ES739683
BS693060	ES739687
BS693062	ES739689
BS693063	ES739690
BS693088	ES739715
BS693094	ES739721
BS693103	ES739730
BS693105	ES739732
BS693117	ES739744
BS693118	ES739745
BS693142	ES739769
BS693146	ES739773
BS693147	ES739774
BS693175	ES739802
BS693826	ES740453
BS693827	ES740454
BS693850	ES740477
BS693860	ES740487
BS693870	ES740497
BS693903	ES740530
BS693905	ES740532
BS693932	ES740559
BS693933	ES740560
BS693937	ES740564
BS693940	ES740567
BS693941	ES740568
BS693953	ES740580
BS693960	ES740587
BS693961	ES740588
BS693964	ES740591
BS693965	ES740592
BS753706	ES844661
BS753709	ES844664
BS753712	ES844667
BS753723	ES844678
BS753746	ES844701
BS753748	ES844703
BS753752	ES844707
BS753766	ES844721
BS753768	ES844723
BS753777	ES844732
BS753789	ES844744
BS753813	ES844768
BS753815	ES844770
BS753817	ES844772
BS753819	ES844774
BS753822	ES844777
BS753828	ES844783
BS753829	ES844784
BS753847	ES844802
BS753850	ES844805
BS753856	ES844811
BS753857	ES844812
BS753870	ES844825
BS753872	ES844827
BS753883	ES844838
BS753884	ES844839
BS753885	ES844840
BS753892	ES844847
BS753895	ES844850
BS753896	ES844851
BS754617	ES846958
BS754631	ES846972
BS754634	ES846975
BS754644	ES846985
BS754651	ES846992
BS754668	ES847009
BS754697	ES847038
BS754716	ES847057
BS754739	ES847080
BS754743	ES847084
BS754744	ES847085
BS754746	ES847087
BS754747	ES847088
BS754751	ES847092
BS754763	ES847104
BS754769	ES847110
BS754774	ES847115
BS754779	ES847120
BS754810	ES847151
BS754819	ES847160
BS754832	ES847173
BS754836	ES847177
BS754839	ES847180
BS754842	ES847183
BS754843	ES847184
BS754848	ES847189
BS754849	ES847190
BS754873	ES847214
BS754878	ES847219
BS754889	ES847230
BS754890	ES847231
BS754897	ES847238
BS694164	ES740791
BS694195	ES740822
BS694211	ES740838
BS694219	ES740846
BS694236	ES740863
BS694251	ES740878
BS694269	ES740896
BS694274	ES740901
BS758749	ES839988
BS758750	ES839989
BS758751	ES839990
BS758753	ES839992
BS758754	ES839993
BS758762	ES840001
BS758763	ES840002
BS758767	ES840006
BS758781	ES840020
BS758793	ES840032
BS758797	ES840036
BS758802	ES840041
BS758814	ES840053
BS758823	ES840062
BS758831	ES840070
BS758842	ES840081
BS758847	ES840086
BS758853	ES840092
BS758873	ES840112
BS758877	ES840116
BS758905	ES840144
BS758915	ES840154
BS758928	ES840167
BS758940	ES840179
BS758946	ES840185
BS758949	ES840188
BS758954	ES840193
BS758957	ES840196
BS758959	ES840198
BS758965	ES840204
BS758968	ES840207
BS758969	ES840208
BS758978	ES840217
BS758983	ES840222
BS691603	ES738230
BS691609	ES738236
BS691611	ES738238
BS691633	ES738260
BS691642	ES738269
BS691663	ES738290
BS691677	ES738304
BS691678	ES738305
BS691681	ES738308
BS691688	ES738315
BS691697	ES738324
BS691702	ES738329
BS691704	ES738331
BS691710	ES738337
BS691721	ES738348
BS691722	ES738349
BS691723	ES738350
BS691736	ES738363
BS691742	ES738369
BS691749	ES738376
BS691750	ES738377
BS691752	ES738379
BS691753	ES738380
BS691778	ES738405
BS691780	ES738407
BS691781	ES738408
BS691804	ES738431
BS691809	ES738436
BS691812	ES738439
BS691817	ES738444
BS691824	ES738451
BS691838	ES738465
BS691844	ES738471
BS691845	ES738472
BS691865	ES738492
BS691869	ES738496
BS691878	ES738505
BS691886	ES738513
BS691888	ES738515
BS691895	ES738522
BS691905	ES738532
BS691906	ES738533
BS692548	ES739175
BS692550	ES739177
BS692553	ES739180
BS692563	ES739190
BS692566	ES739193
BS692576	ES739203
BS692584	ES739211
BS692588	ES739215
BS692590	ES739217
BS692597	ES739224
BS692617	ES739244
BS692619	ES739246
BS692629	ES739256
BS692632	ES739259
BS692634	ES739261
BS692636	ES739263
BS692651	ES739278
BS692662	ES739289
BS692667	ES739294
BS692692	ES739319
BS692694	ES739321
BS692698	ES739325
BS692703	ES739330
BS692716	ES739343
BS692725	ES739352
BS692728	ES739355
BS692730	ES739357
BS692731	ES739358
BS692734	ES739361
BS692735	ES739362
BS692737	ES739364
BS692753	ES739380
BS736982	ES799531
BS736993	ES799542
BS736997	ES799546
BS737011	ES799560
BS737015	ES799564
BS737035	ES799584
BS737041	ES799590
BS737043	ES799592
BS737049	ES799598
BS737052	ES799601
BS737060	ES799609
BS737068	ES799617
BS737075	ES799624
BS737078	ES799627
BS737079	ES799628
BS737099	ES799648
BS737126	ES799675
BS737141	ES799690
BS737145	ES799694
BS737150	ES799699
BS737154	ES799703
BS737162	ES799711
BS737169	ES799718
BS737178	ES799727
BS737184	ES799733
BS737187	ES799736
BS737199	ES799748
BS737200	ES799749
BS737201	ES799750
BS737212	ES799761
BS737225	ES799774
BS737231	ES799780
BS737237	ES799786
BS737257	ES799806
BS737273	ES799822
BS737276	ES799825
BS737298	ES799847
BS893726	ES1009317
BS588917	ES609882
BS588918	ES498958
BS588930	ES1038532
BS588931	ES498971
BS588933	ES1038615
BS588934	ES1038589
BS588935	ES498975
BS588939	ES609945
BS588942	ES609954
BS588945	ES1038556
BS588946	ES498986
BS588947	ES498987
BS588948	ES1038536
BS588951	ES609980
BS588952	ES609983
BS588956	ES498996
BS588963	ES499003
BS588969	ES1038562
BS588970	ES499010
BS588975	ES1038516
BS588980	ES610067
BS588983	ES1038660
BS588983	ES499023
BS588984	ES499024
BS588985	ES610082
BS588987	ES610088
BS588988	ES610091
BS588996	ES499036
BS588997	ES610115
BS588997	ES499037
BS589000	ES1038621
BS589001	ES610126
BS589016	ES610171
BS589022	ES499062
BS589027	ES499067
BS589029	ES1038549
BS589029	ES499069
BS589030	ES610213
BS589033	ES610222
BS589037	ES610232
BS589039	ES499079
BS589045	ES610255
BS589048	ES610264
BS589048	ES499088
BS589058	ES610294
BS899392	ES1015702
BS899396	ES1015706
BS899404	ES1015714
BS899414	ES1015724
BS899415	ES1015725
BS899416	ES1015726
BS899417	ES1015727
BS899433	ES1015743
BS899447	ES1015757
BS899462	ES1015772
BS899467	ES1015777
BS899472	ES1015782
BS899481	ES1015791
BS899492	ES1015802
BS899495	ES1015805
BS899500	ES1015810
BS899504	ES1015814
BS737494	ES800043
BS737496	ES800045
BS737503	ES800052
BS737506	ES800055
BS737507	ES800056
BS737510	ES800059
BS737523	ES800072
BS737525	ES800074
BS737527	ES800076
BS737535	ES800084
BS899773	ES1016083
BS899784	ES1016094
BS899785	ES1016095
BS899786	ES1016096
BS899790	ES1016100
BS899803	ES1016113
BS899807	ES1016117
BS899815	ES1016125
BS899823	ES1016133
BS899831	ES1016141
BS899840	ES1016150
BS899844	ES1016154
BS899857	ES1016167
BS899862	ES1016172
BS912005	ES1039336
BS912007	ES1039338
BS912015	ES1039346
BS912016	ES1039347
BS912018	ES1039349
BS912021	ES1039352
BS912032	ES1039363
BS912041	ES1039372
BS912047	ES1039378
BS912051	ES1039382
BS912061	ES1039392
BS912069	ES1039400
BS912071	ES1039402
BS912078	ES1039409
BS912080	ES1039411
BS912088	ES1039419
BS912103	ES1039434
BS912115	ES1039446
BS912133	ES1039464
BS912138	ES1039469
BS912167	ES1039498
BS912179	ES1039510
BS912189	ES1039520
BS912199	ES1039530
BS912204	ES1039535
BS912226	ES1039557
BS912227	ES1039558
BS912229	ES1039560
BS912230	ES1039561
BS912231	ES1039562
BS912256	ES1039587
BS912262	ES1039593
BS912265	ES1039596
BS912269	ES1039600
BS912270	ES1039601
BS912278	ES1039609
BS912296	ES1039627
BS911347	ES1038678
BS911355	ES1038686
BS911573	ES1038904
BS911576	ES1038907
BS911580	ES1038911
BS911597	ES1038928
BS911601	ES1038932
BS911605	ES1038936
BS911618	ES1038949
BS911624	ES1038955
BS911637	ES1038968
BS911677	ES1039008
BS911688	ES1039019
BS911696	ES1039027
BS911719	ES1039050
BS911726	ES1039057
BS911728	ES1039059
BS911733	ES1039064
BS911739	ES1039070
BS911746	ES1039077
BS911756	ES1039087
BS911775	ES1039106
BS911776	ES1039107
BS911789	ES1039120
BS911797	ES1039128
BS893670	ES1009261
BS893671	ES1009262
BS893672	ES1009263
BS893676	ES1009267
BS893695	ES1009286
BS893701	ES1009292
BS893715	ES1009306
BS893717	ES1009308
BS912301	ES1039632
BS912308	ES1039639
BS912313	ES1039644
BS912318	ES1039649
BS912327	ES1039658
BS912334	ES1039665
BS912350	ES1039681
BS899514	ES1015824
BS899518	ES1015828
BS899521	ES1015831
BS899525	ES1015835
BS899532	ES1015842
BS899546	ES1015856
BS899549	ES1015859
BS899558	ES1015868
BS899560	ES1015870
BS899570	ES1015880
BS899581	ES1015891
BS899598	ES1015908
BS899601	ES1015911
BS899607	ES1015917
BS899609	ES1015919
BS899615	ES1015925
BS899623	ES1015933
BS899641	ES1015951
BS899643	ES1015953
BS899645	ES1015955
BS899649	ES1015959
BS899656	ES1015966
BS899664	ES1015974
BS899671	ES1015981
BS899672	ES1015982
BS899689	ES1015999
BS899702	ES1016012
BS899706	ES1016016
BS899713	ES1016023
BS899716	ES1016026
BS899729	ES1016039
BS899730	ES1016040
BS899758	ES1016068
BS899764	ES1016074
BS899765	ES1016075
