BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS752320	ES851297
BS752321	ES851301
BS752324	ES851309
BS752324	ES851104
BS752325	ES851109
BS752329	ES851121
BS752330	ES851123
BS752332	ES851321
BS752337	ES833880
BS752337	ES851145
BS752339	ES851150
BS752343	ES833886
BS752348	ES833891
BS769823	ES850722
BS769824	ES851161
BS769832	ES850786
BS769833	ES850791
BS769841	ES851179
BS769841	ES850831
BS769845	ES851190
BS769848	ES850873
BS769850	ES850885
BS769855	ES850916
BS769857	ES850927
BS769859	ES850940
BS769864	ES851227
BS769874	ES851032
BS769881	ES851292
BS769884	ES851100
BS769885	ES851311
BS769886	ES851112
BS769887	ES851118
BS769890	ES851329
BS769891	ES851143
BS769892	ES851148
BS769893	ES851154
BS752663	ES848438
BS752664	ES847981
BS752665	ES834586
BS752666	ES834595
BS752666	ES834593
BS752667	ES834603
BS752667	ES848328
BS752668	ES834609
BS752670	ES834623
BS752670	ES848347
BS752671	ES847994
BS752671	ES834629
BS752673	ES834642
BS752673	ES834640
BS752674	ES848362
BS752675	ES834657
BS752676	ES834661
BS752677	ES834674
BS752677	ES834671
BS752677	ES848370
BS752679	ES834685
BS752679	ES834682
BS752679	ES848383
BS752680	ES834695
BS752680	ES834693
BS752680	ES848012
BS752681	ES834702
BS752681	ES834700
BS752681	ES834696
BS752681	ES848016
BS752682	ES848026
BS752682	ES848022
BS752683	ES834716
BS752683	ES834715
BS752683	ES834710
BS752684	ES848036
BS752684	ES848035
BS752685	ES834727
BS752687	ES834744
BS752688	ES834746
BS752689	ES834756
BS752690	ES848065
BS752690	ES848064
BS752691	ES834769
BS752691	ES834767
BS752691	ES848071
BS752691	ES848069
BS752692	ES848079
BS752693	ES834785
BS752693	ES834780
BS752695	ES834799
BS752695	ES834795
BS752697	ES834812
BS752697	ES834811
BS752697	ES848110
BS752697	ES848105
BS752698	ES834817
BS752699	ES834823
BS752699	ES848119
BS752700	ES848128
BS752700	ES848124
BS752701	ES834842
BS752702	ES834848
BS752703	ES834850
BS752704	ES834859
BS752705	ES834868
BS752705	ES848157
BS752706	ES848162
BS752707	ES834881
BS752708	ES848172
BS752711	ES848200
BS752711	ES848197
BS752711	ES848196
BS752711	ES834909
BS752712	ES848205
BS752713	ES848211
BS752715	ES848222
BS752716	ES834944
BS752718	ES834960
BS752719	ES834968
BS752719	ES834967
BS752719	ES834966
BS752720	ES848250
BS752720	ES834975
BS752720	ES834972
BS752721	ES848260
BS752721	ES848258
BS752725	ES835009
BS752726	ES848286
BS752727	ES848296
BS752727	ES848292
BS752728	ES835025
BS752729	ES835036
BS752729	ES835035
BS752730	ES835045
BS752731	ES835049
BS752733	ES848402
BS752733	ES848401
BS752734	ES848188
BS752734	ES835072
BS752734	ES835069
BS752735	ES848428
BS752735	ES848425
BS752735	ES848421
BS752735	ES835075
BS752736	ES848449
BS752736	ES848447
BS752736	ES848412
BS752736	ES848409
BS752200	ES850719
BS752205	ES851168
BS752205	ES850735
BS752208	ES850744
BS752211	ES833754
BS752211	ES850755
BS752215	ES850770
BS752217	ES850776
BS752218	ES850778
BS752220	ES850784
BS752232	ES851177
BS752232	ES850829
BS752238	ES833781
BS752240	ES833783
BS752241	ES833784
BS752244	ES851194
BS752246	ES833789
BS752246	ES850871
BS752252	ES850890
BS752256	ES850901
BS752258	ES850908
BS752263	ES833806
BS752264	ES850926
BS752265	ES850930
BS752265	ES850929
BS752273	ES850954
BS752274	ES850956
BS752275	ES850960
BS752278	ES850968
BS752279	ES851228
BS752282	ES851237
BS752283	ES850985
BS752288	ES833831
BS752293	ES851246
BS752293	ES851017
BS752296	ES851249
BS752297	ES833840
BS752297	ES851028
BS752299	ES851278
BS752300	ES833843
BS752300	ES851036
BS752301	ES833844
BS752303	ES851044
BS752305	ES851263
BS752306	ES851053
BS752307	ES851284
BS752312	ES851070
BS752314	ES851077
BS752316	ES851290
BS752316	ES851081
BS752317	ES851294
BS752318	ES851087
BS752319	ES851091
BS752321	ES833864
BS752322	ES851302
BS752323	ES851102
BS752325	ES851108
BS752326	ES833869
BS752327	ES851318
BS752328	ES833871
BS752334	ES851326
BS752336	ES833879
BS752336	ES851140
BS752340	ES833883
BS752345	ES833888
BS769826	ES850739
BS769827	ES850753
BS769827	ES850752
BS769832	ES850785
BS769833	ES850792
BS769834	ES850802
BS769834	ES850800
BS769847	ES851196
BS769847	ES850868
BS769853	ES851209
BS769855	ES850915
BS769856	ES850921
BS769860	ES850946
BS769862	ES850958
BS769863	ES850964
BS769863	ES850963
BS769864	ES850969
BS769866	ES850982
BS769871	ES851015
BS769873	ES851026
BS769876	ES851048
BS769879	ES851067
BS769880	ES851073
BS769882	ES851088
BS769885	ES851107
BS769886	ES851316
BS769891	ES851142
BS752663	ES848435
BS752663	ES834574
BS752664	ES847984
BS752664	ES847983
BS752665	ES847990
BS752665	ES847987
BS752666	ES834597
BS752666	ES834594
BS752667	ES834604
BS752667	ES848329
BS752667	ES848327
BS752668	ES834607
BS752668	ES848334
BS752669	ES848342
BS752670	ES848350
BS752671	ES834632
BS752673	ES834644
BS752674	ES834650
BS752675	ES834655
BS752676	ES834666
BS752677	ES834668
BS752678	ES848379
BS752678	ES848378
BS752679	ES834686
BS752679	ES834684
BS752680	ES834690
BS752680	ES834689
BS752680	ES848010
BS752681	ES848020
BS752683	ES834714
BS752683	ES834712
BS752683	ES848028
BS752684	ES834719
BS752684	ES834718
BS752686	ES848047
BS752688	ES848389
BS752689	ES834757
BS752689	ES848059
BS752690	ES834763
BS752690	ES848066
BS752691	ES834770
BS752692	ES848078
BS752693	ES834784
BS752693	ES834781
BS752694	ES834793
BS752694	ES834790
BS752696	ES848102
BS752697	ES834810
BS752697	ES834809
BS752697	ES834808
BS752697	ES848107
BS752698	ES834815
BS752698	ES848114
BS752699	ES834824
BS752699	ES848121
BS752699	ES848120
BS752700	ES834829
BS752701	ES834840
BS752701	ES834836
BS752701	ES848130
BS752702	ES834849
BS752702	ES848137
BS752704	ES834863
BS752704	ES834861
BS752704	ES834858
BS752704	ES848147
BS752705	ES834869
BS752705	ES848154
BS752705	ES848153
BS752706	ES834874
BS752706	ES848163
BS752706	ES848160
BS752709	ES834898
BS752709	ES834897
BS752711	ES834912
BS752711	ES834910
BS752711	ES834907
BS752714	ES848214
BS752714	ES834933
BS752715	ES834936
BS752716	ES834947
BS752717	ES848231
BS752717	ES834954
BS752717	ES834952
BS752717	ES834949
BS752718	ES848242
BS752718	ES834959
BS752719	ES848247
BS752719	ES834964
BS752720	ES834971
BS752721	ES834981
BS752722	ES834987
BS752723	ES834995
BS752724	ES848276
BS752725	ES848279
BS752725	ES835010
BS752725	ES835006
BS752725	ES835005
BS752725	ES835004
BS752726	ES848285
BS752727	ES848291
BS752728	ES848299
BS752730	ES835041
BS752730	ES835040
BS752731	ES835051
BS752731	ES835050
BS752731	ES835047
BS752731	ES835046
BS752732	ES848396
BS752733	ES835062
BS752734	ES848187
BS752734	ES835073
BS752734	ES835071
BS752734	ES835067
BS752735	ES848432
BS752735	ES848427
BS752735	ES848422
BS752735	ES835078
BS752735	ES835074
BS752736	ES848454
BS752736	ES848453
BS752736	ES848452
BS752736	ES848450
BS752736	ES848405
