FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1020405	lymphocyte	Lymph		525692
1020419	CD4+	CD4+	ANA41	525695
1020422	singlet	singlets		525696
1020426	HLADR-	Q1: HLADR-	ANA812	525696
1020432	CD4+	CD4+	ANA41	525697
1020433	HLADR+	Q2: HLADR+	ANA812	525697
1020436	singlet	singlets		525698
1020437	lymphocyte	Lymph		525698
1020454		Activated T: viable		525701
1020459	PD1+	PD1+	ANA818	525701
1020462	lymphocyte	Lymph		525702
1020473	CD38+	Q2: CD38+	ANA808	525703
1020475	singlet	singlets		525704
1020481		Activated T: viable		525705
1020488		Activated T: viable		525706
1020508	singlet	singlets		525712
1020518	CD85J+	CD85j+	ANA888	525713
1020526		T cell: viable		525715
1020530	CD4+	CD4+	ANA41	525715
1020548	singlet	singlets		525718
1020560	lymphocyte	Lymph		525720
1020561	CD3+	CD3+	ANA809	525720
1020564		T cell: viable		525721
1020567	CD3+	CD3+	ANA809	525721
1020569	CD45RA-	Q1: CD45RA-	ANA816	525721
1020577	CD27+	Q2: CD27+	ANA40	525722
1020594	singlet	singlets		525726
1020596	singlet	singlets		525727
1020606	CD8+	CD8+	ANA810	525729
1020632	CD8+	CD8+	ANA810	525733
1020643	CD3+	CD3+	ANA809	525735
1020645	CD314-	Q1: CD314-	ANA886	525735
1020659	CD314+	Q3: CD314+	ANA886	525737
1020668	viable	NK-NKT: viable		525739
1020673	viable	NK-NKT: viable		525740
1020679	lymphocyte	Lymph		525741
1020692	lymphocyte	Lymph		525743
1020696	CD314-	Q1: CD314-	ANA886	525743
1020700	lymphocyte	Lymph		525744
1020703	CD56+	CD56+	ANA815	525744
1020718	CD16+	CD16+	ANA811	525746
1020719	CD56+	CD56+	ANA815	525746
1020724	singlet	singlets		525748
1020727	lymphocyte	Lymph		525749
1020754	viable	B cell: viable		525754
1020755	singlet	singlets		525754
1020761	CD38+	CD38+	ANA808	525754
1020763	singlet	singlets		525755
1020766	CD19+	CD19+	ANA805	525755
1020768	IgD-	Q1: IgD-	ANA813	525755
1020773	CD3-	CD3-	ANA809	525756
1020790	CD19+	CD19+	ANA805	525758
1020792	IgD-	Q4: IgD-	ANA813	525758
1020818	lymphocyte	Lymph		525765
1020822	singlet	singlets		525766
1020823	lymphocyte	Lymph		525766
1020825	CD4+	CD4+	ANA41	525766
1020837	CD3+	CD3+	ANA809	525768
1020860	CD45RA-	Q3: CD45RA-	ANA816	525770
1020864	CD3+	CD3+	ANA809	525771
1020873	CD3+	CD3+	ANA809	525772
1020874	CD8+	CD8+	ANA810	525772
1020883	singlet	singlets		525775
1020888	singlet	singlets		525777
1020891	CD56+	CD56+	ANA815	525777
1020894	lymphocyte	Lymph		525778
1020898	CXCR3	CXCR3 FMO: viable	ANA76	525779
1020902	CXCR3	CXCR3 FMO: viable	ANA76	525780
1020906	CD4+	CD4+	ANA41	525780
1020913	CXCR3	CXCR3 FMO: viable	ANA76	525782
1020928	CXCR3	CXCR3 FMO: viable	ANA76	525785
1020929	singlet	singlets		525785
1020936	lymphocyte	Lymph		525786
1020938	CD19+	CD19+	ANA805	525786
1020944	CXCR3	CXCR3 FMO: viable	ANA76	525788
1020954	CXCR3	CXCR3 FMO: viable	ANA76	525791
1020968	CD56+	CD56+	ANA815	525794
1020970	CXCR3	CXCR3 FMO: viable	ANA76	525795
1020981	lymphocyte	Lymph		525797
1020991	singlet	singlets		525799
1021000	CXCR3	CXCR3 FMO: viable	ANA76	525801
1021008	lymphocyte	Lymph		525802
1021010	CD19+	CD19+	ANA805	525802
1021031		Activated T: viable		525809
1021032	singlet	singlets		525809
1021074		Activated T: viable		525816
1021084	PD1+	PD1+	ANA818	525817
1021085		Activated T: viable		525818
1021086	singlet	singlets		525818
1021088	CD3+	CD3+	ANA809	525818
1021103	CD8+	CD8+	ANA810	525820
1021107	singlet	singlets		525821
1021110	CD8+	CD8+	ANA810	525821
1021126	CD3+	CD3+	ANA809	525826
1021129	lymphocyte	Lymph		525827
1021132		T cell: viable		525828
1021133	singlet	singlets		525828
1021135	CD3+	CD3+	ANA809	525828
1021142	CD4+	CD4+	ANA41	525829
1021153	lymphocyte	Lymph		525831
1021155	CD4+	CD4+	ANA41	525831
1021156	CD45RA+	Q2: CD45RA+	ANA816	525831
1021159	singlet	singlets		525832
1021160	lymphocyte	Lymph		525832
1021161	CD3+	CD3+	ANA809	525832
1021165		T cell: viable		525833
1021177		T cell: viable		525835
1021179	lymphocyte	Lymph		525835
1021195	CD27+	Q1: CD27+	ANA40	525837
1021196		T cell: viable		525838
1021199	CD3+	CD3+	ANA809	525838
1021200	CD8+	CD8+	ANA810	525838
1021204	singlet	singlets		525839
1021205	lymphocyte	Lymph		525839
1021208	CD45RA+	Q3: CD45RA+	ANA816	525839
1021211	singlet	singlets		525840
1021238	CD94+	Q1: CD94+	ANA884	525846
1021241	lymphocyte	Lymph		525847
1021247	singlet	singlets		525848
1021250	CD8+	CD8+	ANA810	525848
1021252	CD94-	Q3: CD94-	ANA884	525848
1021268	CD3+	CD3+	ANA809	525851
1021273	singlet	singlets		525852
1021287	singlet	singlets		525854
1021292	CD94-	Q4: CD94-	ANA884	525854
1021306	CD16+	CD16+	ANA811	525857
1021314	HLADR+	HLADR+	ANA812	525858
1021317	lymphocyte	Lymph		525859
1021318	CD3-	CD3-	ANA809	525859
1021331	viable	NK-NKT: viable		525861
1021348	viable	B cell: viable		525864
1021349	singlet	singlets		525864
1021353	viable	B cell: viable		525866
1021368	CD20+	CD20+	ANA806	525868
1021388	singlet	singlets		525871
1021392	CD20+	CD20+	ANA806	525871
1021409	IgD+	Q3: IgD+	ANA813	525873
1021416	CD20+	CD20+	ANA806	525874
1021423	CD20-	CD20-	ANA806	525875
1021447	singlet	singlets		525882
1021460	singlet	singlets		525884
1021470	lymphocyte	Lymph		525885
1021471	CD3+	CD3+	ANA809	525885
1021480	CD3+	CD3+	ANA809	525886
1021490	CD4+	CD4+	ANA41	525887
1021504	CD8+	CD8+	ANA810	525889
1021509	CXCR3	CXCR3 FMO: viable	ANA76	525892
1021515	CD16+	CD16+	ANA811	525893
1021535	CD3+	CD3+	ANA809	525897
1021536	CD4+	CD4+	ANA41	525897
1021538	CXCR3	CXCR3 FMO: viable	ANA76	525898
1021566	CXCR3	CXCR3 FMO: viable	ANA76	525903
1021573	CXCR3	CXCR3 FMO: viable	ANA76	525905
1021580	singlet	singlets		525907
1021586	lymphocyte	Lymph		525909
1021589	CXCR3	CXCR3 FMO: viable	ANA76	525910
1021592	CD16+	CD16+	ANA811	525910
1021602	CD3+	CD3+	ANA809	525912
1021638	CXCR3	CXCR3 FMO: viable	ANA76	525919
1021640		Mono		525919
1021652	singlet	singlets		525923
1021664	CD4+	CD4+	ANA41	525926
1021671		Activated T: viable		525928
1021672	singlet	singlets		525928
1021681	CD3+	CD3+	ANA809	525929
1021692		Activated T: viable		525931
1021695	CD3+	CD3+	ANA809	525931
1021720	CD3+	CD3+	ANA809	525935
1021725	singlet	singlets		525936
1021739	singlet	singlets		525938
1021748		T cell: viable		525942
1021759	lymphocyte	Lymph		525944
1021761	CD4+	CD4+	ANA41	525944
1021763		T cell: viable		525945
1021774	CD45RA-	Q1: CD45RA-	ANA816	525946
1021775	CD27+	Q1: CD27+	ANA40	525946
1021785	lymphocyte	Lymph		525948
1021817	CD3+	CD3+	ANA809	525953
1021826	CD45RA+	Q2: CD45RA+	ANA816	525954
1021828		T cell: viable		525955
1021833	CD45RA+	Q3: CD45RA+	ANA816	525955
1021835		T cell: viable		525956
1021843	viable	NK-NKT: viable		525958
1021844	singlet	singlets		525958
1021847	lymphocyte	Lymph		525959
1021865	singlet	singlets		525963
1021866	lymphocyte	Lymph		525963
1021867	CD3+	CD3+	ANA809	525963
1021872	singlet	singlets		525964
1021876	CD314+	Q3: CD314+	ANA886	525964
1021880	lymphocyte	Lymph		525965
1021885	viable	NK-NKT: viable		525966
1021888	CD3+	CD3+	ANA809	525966
1021889	CD8-	CD8-	ANA810	525966
1021892	lymphocyte	Lymph		525967
1021893	CD3+	CD3+	ANA809	525967
1021905	singlet	singlets		525969
1021907	CD3+	CD3+	ANA809	525969
1021915	CD8-	CD8-	ANA810	525970
1021917	CD94-	Q4: CD94-	ANA884	525970
1021944	CD16+	CD16+	ANA811	525975
1021947	CD94+	Q1: CD94+	ANA884	525975
1021955	CD94+	Q2: CD94+	ANA884	525976
1021974	singlet	singlets		525980
1021979	singlet	singlets		525982
1021984	lymphocyte	Lymph		525983
1021987	CD20+	CD20+	ANA806	525983
1021992	CD19+	CD19+	ANA805	525984
1022016	CD19+	CD19+	ANA805	525987
1022026	IgD+	Q2: IgD+	ANA813	525988
1022030	lymphocyte	Lymph		525989
1022054	CD27+	CD27+	ANA40	525992
1022060	singlet	singlets		525995
1022062		Treg: viable		525996
1022073	lymphocyte	Lymph		525998
1022087	CD3+	CD3+	ANA809	526000
1022094	singlet	singlets		526001
1022103	singlet	singlets		526002
1022124	CD8+	CD8+	ANA810	526004
1022134	CXCR3	CXCR3 FMO: viable	ANA76	526008
1022144	lymphocyte	Lymph		526010
1022159	lymphocyte	Lymph		526013
1022177	CD3-	CD3-	ANA809	526016
1022180	lymphocyte	Lymph		526017
1022187	CD3-	CD3-	ANA809	526018
1022189	CD20+	CD20+	ANA806	526018
1022195	singlet	singlets		526020
1022222	lymphocyte	Lymph		526027
1022229	CXCR3	CXCR3 FMO: viable	ANA76	526029
1022232	CD3+	CD3+	ANA809	526029
1022238	CD3+	CD3+	ANA809	526030
1022247	singlet	singlets		526032
1022248	lymphocyte	Lymph		526032
1022250	CXCR3	CXCR3 FMO: viable	ANA76	526033
1022254	CD19+	CD19+	ANA805	526033
1022266	CXCR3	CXCR3 FMO: viable	ANA76	526036
1022273	SIGLEC-3+	CD33+	ANA864	526037
1022277	singlet	singlets		526039
1022278		Activated T: viable		526040
1022293	CD3+	CD3+	ANA809	526043
1022296		Activated T: viable		526044
1022297	singlet	singlets		526044
1022298	lymphocyte	Lymph		526044
1022308	HLADR+	Q2: HLADR+	ANA812	526045
1022313	CD3+	CD3+	ANA809	526046
1022345	CD3+	CD3+	ANA809	526051
1022350	singlet	singlets		526052
1022370		T cell: viable		526057
1022380	CD3+	CD3+	ANA809	526059
1022384	lymphocyte	Lymph		526060
1022385	CD3+	CD3+	ANA809	526060
1022387	CD28+	CD28+	ANA863	526060
1022401		T cell: viable		526063
1022402	singlet	singlets		526063
1022409	singlet	singlets		526064
1022415		T cell: viable		526065
1022416	singlet	singlets		526065
1022433		T cell: viable		526068
1022437	CD8+	CD8+	ANA810	526068
1022445	CD27+	Q1: CD27+	ANA40	526069
1022446		T cell: viable		526070
1022457	CD8+	CD8+	ANA810	526071
1022460		T cell: viable		526072
1022463	CD3+	CD3+	ANA809	526072
1022469	singlet	singlets		526074
1022473	viable	NK-NKT: viable		526076
1022487	CD314-	Q1: CD314-	ANA886	526078
1022495	CD94+	Q2: CD94+	ANA884	526079
1022497	singlet	singlets		526080
1022503	viable	NK-NKT: viable		526081
1022536	viable	NK-NKT: viable		526086
1022542	CD94-	Q4: CD94-	ANA884	526086
1022547	CD56+	CD56+	ANA815	526087
1022548	viable	NK-NKT: viable		526088
1022571	CD314-	Q1: CD314-	ANA886	526091
1022575	lymphocyte	Lymph		526092
1022583	lymphocyte	Lymph		526093
1022596	CD94-	Q4: CD94-	ANA884	526094
1022608	singlet	singlets		526099
1022609	lymphocyte	Lymph		526099
1022618	CD20+	CD20+	ANA806	526100
1022627	CD24+	CD24+	ANA807	526101
1022634	CD20+	CD20+	ANA806	526102
1022648	CD3-	CD3-	ANA809	526104
1022653	viable	B cell: viable		526105
1022656	CD3-	CD3-	ANA809	526105
1022660	CD27-	Q3: CD27-	ANA40	526105
1022670	singlet	singlets		526107
1022674	viable	B cell: viable		526108
1022690	CD3+	CD3+	ANA809	526112
1022702		Treg: viable		526115
1022718		Treg: viable		526117
1022719	singlet	singlets		526117
1022720	lymphocyte	Lymph		526117
1022751	singlet	singlets		526121
1022757	CXCR3	CXCR3 FMO: viable	ANA76	526123
1022765	CD16+	CD16+	ANA811	526125
1022771	CD56+	CD56+	ANA815	526126
1022775	lymphocyte	Lymph		526127
1022783	singlet	singlets		526129
1022791	CD3+	CD3+	ANA809	526130
1022808	CD20+	CD20+	ANA806	526133
1022819	CXCR3	CXCR3 FMO: viable	ANA76	526136
1022820	singlet	singlets		526136
1022823	CXCR3	CXCR3 FMO: viable	ANA76	526137
1022843	CD56+	CD56+	ANA815	526142
1022845	CXCR3	CXCR3 FMO: viable	ANA76	526143
1022851	lymphocyte	Lymph		526144
1022864	CD8+	CD8+	ANA810	526146
1022869	CD8+	CD8+	ANA810	526147
1022875	CXCR3	CXCR3 FMO: viable	ANA76	526149
1022882	singlet	singlets		526150
1022888	CXCR3	CXCR3 FMO: viable	ANA76	526151
1022893		Mono		526152
1022894	SIGLEC-3+	CD33+	ANA864	526152
1022897		Mono		526153
1022915		Activated T: viable		526159
1022937	lymphocyte	Lymph		526162
1022941	CD38-	Q3: CD38-	ANA808	526162
1022945	CD3+	CD3+	ANA809	526163
1022948	CD38-	Q4: CD38-	ANA808	526163
1022953	CD8+	CD8+	ANA810	526164
1022983	lymphocyte	Lymph		526169
1022988		Activated T: viable		526170
1023004	lymphocyte	Lymph		526175
1023005	CD3+	CD3+	ANA809	526175
1023006	CD4+	CD4+	ANA41	526175
1023015	lymphocyte	Lymph		526177
1023019		T cell: viable		526178
1023020	singlet	singlets		526178
1023027	singlet	singlets		526179
1023028	lymphocyte	Lymph		526179
1023039	CD27-	Q3: CD27-	ANA40	526180
1023048	singlet	singlets		526182
1023051	CD8+	CD8+	ANA810	526182
1023055	CD3+	CD3+	ANA809	526183
1023063	CD85J+	CD85j+	ANA888	526184
1023064		T cell: viable		526185
1023069	CD45RA-	Q1: CD45RA-	ANA816	526185
1023083	CD45RA+	Q3: CD45RA+	ANA816	526187
1023084	CD27-	Q3: CD27-	ANA40	526187
1023085		T cell: viable		526188
1023092	viable	NK-NKT: viable		526189
1023093	viable	NK-NKT: viable		526190
1023097	lymphocyte	Lymph		526191
1023099	singlet	singlets		526192
1023100	lymphocyte	Lymph		526192
1023108	singlet	singlets		526194
1023118	CD8+	CD8+	ANA810	526195
1023130	lymphocyte	Lymph		526197
1023138	CD3+	CD3+	ANA809	526198
1023143	CD3+	CD3+	ANA809	526199
1023147	viable	NK-NKT: viable		526200
1023168	viable	NK-NKT: viable		526203
1023188	CD56+	CD56+	ANA815	526206
1023197	CD94+	Q1: CD94+	ANA884	526207
1023200	lymphocyte	Lymph		526208
1023214	viable	NK-NKT: viable		526210
1023220	CD314-	Q4: CD314-	ANA886	526210
1023222	viable	B cell: viable		526211
1023238	viable	B cell: viable		526216
1023248	lymphocyte	Lymph		526217
1023259	CD20+	CD20+	ANA806	526218
1023264	lymphocyte	Lymph		526219
1023302	CD3-	CD3-	ANA809	526224
1023305	CD38+	CD38+	ANA808	526224
1023310	singlet	singlets		526227
1023330	CD3+	CD3+	ANA809	526231
1023344	singlet	singlets		526233
1023346	CD3+	CD3+	ANA809	526233
1023348	IL2RAhi	CD25hi	ANA163	526233
1023349	CD127low	CD127low	ANA182	526233
1023377	lymphocyte	Lymph		526237
1023379	CD8+	CD8+	ANA810	526237
1023381	CXCR3	CXCR3 FMO: viable	ANA76	526238
1023394	lymphocyte	Lymph		526242
1023397	CXCR3+	CXCR3+	ANA76	526242
1023401	CD3+	CD3+	ANA809	526243
1023405	CD3+	CD3+	ANA809	526244
1023409	lymphocyte	Lymph		526245
1023416	CD3+	CD3+	ANA809	526246
1023431	CD3-	CD3-	ANA809	526249
1023456	CXCR3	CXCR3 FMO: viable	ANA76	526256
1023458	lymphocyte	Lymph		526256
1023459	CXCR3	CXCR3 FMO: viable	ANA76	526257
1023460	singlet	singlets		526257
1023501	singlet	singlets		526265
1023514	singlet	singlets		526267
1023523	SIGLEC-3+	CD33+	ANA864	526269
1023534	CD3+	CD3+	ANA809	526273
1023541	singlet	singlets		526275
1023542	lymphocyte	Lymph		526275
1023544	CD4+	CD4+	ANA41	526275
1023550	CD4+	CD4+	ANA41	526276
1023571	CD4+	CD4+	ANA41	526279
1023591	CD38+	Q1: CD38+	ANA808	526282
1023597	HLADR+	Q2: HLADR+	ANA812	526283
1023606		Activated T: viable		526285
1023610	CD8+	CD8+	ANA810	526285
1023612	CD38-	Q4: CD38-	ANA808	526285
1023614	singlet	singlets		526286
1023619	singlet	singlets		526288
1023633	singlet	singlets		526292
1023638		T cell: viable		526293
1023640	lymphocyte	Lymph		526293
1023653	lymphocyte	Lymph		526295
1023655	CD4+	CD4+	ANA41	526295
1023656	CD45RA+	Q2: CD45RA+	ANA816	526295
1023668	CD3+	CD3+	ANA809	526297
1023670	CD45RA-	Q4: CD45RA-	ANA816	526297
1023673	singlet	singlets		526298
1023674	lymphocyte	Lymph		526298
1023685	lymphocyte	Lymph		526300
1023691	lymphocyte	Lymph		526301
1023699	CD3+	CD3+	ANA809	526302
1023709	CD27-	Q3: CD27-	ANA40	526303
1023714	CD8+	CD8+	ANA810	526304
1023716	CD27-	Q4: CD27-	ANA40	526304
1023718	viable	NK-NKT: viable		526306
1023740	singlet	singlets		526311
1023759	CD94-	Q4: CD94-	ANA884	526313
1023781	lymphocyte	Lymph		526317
1023788	lymphocyte	Lymph		526318
1023794	singlet	singlets		526319
1023799	singlet	singlets		526320
1023806	CD16+	CD16+	ANA811	526321
1023808	viable	NK-NKT: viable		526322
1023810	lymphocyte	Lymph		526322
1023811	CD3-	CD3-	ANA809	526322
1023820	CD56+	CD56+	ANA815	526323
1023833	lymphocyte	Lymph		526325
1023835	CD16+	CD16+	ANA811	526325
1023843	CD16+	CD16+	ANA811	526326
1023844	CD56+	CD56+	ANA815	526326
1023849	singlet	singlets		526328
1023851	singlet	singlets		526329
1023858	singlet	singlets		526331
1023862	CD20+	CD20+	ANA806	526331
1023866	CD3-	CD3-	ANA809	526332
1023891	CD19+	CD19+	ANA805	526335
1023894	CD27+	Q1: CD27+	ANA40	526335
1023895	viable	B cell: viable		526336
1023896	singlet	singlets		526336
1023912	singlet	singlets		526338
1023913	lymphocyte	Lymph		526338
1023915	CD19+	CD19+	ANA805	526338
1023921	lymphocyte	Lymph		526339
1023922	CD3-	CD3-	ANA809	526339
1023928	CD20-	CD20-	ANA806	526340
1023943	lymphocyte	Lymph		526345
1023951	CD161+	CD161+	ANA883	526346
1023973	IL2RAhi	CD25hi	ANA163	526349
1023975	CD161+	Q2: CD161+	ANA883	526349
1023984	CD161+	Q3: CD161+	ANA883	526350
1024001	singlet	singlets		526353
1024006	CXCR3	CXCR3 FMO: viable	ANA76	526354
1024018	singlet	singlets		526358
1024027	CXCR3	CXCR3 FMO: viable	ANA76	526360
1024032	CXCR3	CXCR3 FMO: viable	ANA76	526361
1024033	singlet	singlets		526361
1024046	CD3+	CD3+	ANA809	526363
1024064	CD20+	CD20+	ANA806	526366
1024070	singlet	singlets		526368
1024084	CXCR3	CXCR3 FMO: viable	ANA76	526373
1024086	lymphocyte	Lymph		526373
1024097	lymphocyte	Lymph		526375
1024100	singlet	singlets		526376
1024103	CD4+	CD4+	ANA41	526376
1024106	lymphocyte	Lymph		526377
1024107	CD3+	CD3+	ANA809	526377
1024109	CXCR3+	CXCR3+	ANA76	526377
1024121	CXCR3	CXCR3 FMO: viable	ANA76	526380
1024130	CD20+	CD20+	ANA806	526381
1024158	lymphocyte	Lymph		526389
1024166	singlet	singlets		526391
1024167	lymphocyte	Lymph		526391
1024171		Activated T: viable		526392
1024178		Activated T: viable		526393
1024183	HLADR+	Q2: HLADR+	ANA812	526393
1024192		Activated T: viable		526395
1024193	singlet	singlets		526395
1024199		Activated T: viable		526396
1024206	lymphocyte	Lymph		526397
1024210		Activated T: viable		526398
1024213	CD3+	CD3+	ANA809	526398
1024221	CD8+	CD8+	ANA810	526399
1024238		Activated T: viable		526402
1024239	singlet	singlets		526402
1024282	CD27+	Q2: CD27+	ANA40	526411
1024285	lymphocyte	Lymph		526412
1024292	lymphocyte	Lymph		526413
1024295	CD45RA-	Q4: CD45RA-	ANA816	526413
1024296	CD27-	Q4: CD27-	ANA40	526413
1024301	CD8+	CD8+	ANA810	526414
1024303	singlet	singlets		526415
1024306	CD8+	CD8+	ANA810	526415
1024307	CD28+	CD28+	ANA863	526415
1024314		T cell: viable		526417
1024338	CD3+	CD3+	ANA809	526420
1024342	viable	NK-NKT: viable		526421
1024346	singlet	singlets		526423
1024371	viable	NK-NKT: viable		526428
1024374	CD3+	CD3+	ANA809	526428
1024381	CD3+	CD3+	ANA809	526429
1024397	viable	NK-NKT: viable		526432
1024399	lymphocyte	Lymph		526432
1024406	lymphocyte	Lymph		526433
1024408	CD8-	CD8-	ANA810	526433
1024410	CD94-	Q3: CD94-	ANA884	526433
1024412	singlet	singlets		526434
1024415	CD8-	CD8-	ANA810	526434
1024416	CD314-	Q4: CD314-	ANA886	526434
1024427	viable	NK-NKT: viable		526437
1024430	CD3-	CD3-	ANA809	526437
1024434	singlet	singlets		526438
1024440	viable	NK-NKT: viable		526439
1024451	CD3-	CD3-	ANA809	526440
1024475	viable	B cell: viable		526445
1024476	singlet	singlets		526445
1024481	CD3-	CD3-	ANA809	526446
1024482	viable	B cell: viable		526447
1024497	singlet	singlets		526449
1024507	CD3-	CD3-	ANA809	526450
1024517	CD20+	CD20+	ANA806	526451
1024532	CD19+	CD19+	ANA805	526453
1024535	CD27-	Q3: CD27-	ANA40	526453
1024542	IgD-	Q4: IgD-	ANA813	526454
1024572	singlet	singlets		526462
1024573	lymphocyte	Lymph		526462
1024579	lymphocyte	Lymph		526463
1024583	CD127low	CD127low	ANA182	526463
1024587	CD3+	CD3+	ANA809	526464
1024594	singlet	singlets		526465
1024603	singlet	singlets		526466
1024617	CD127low	CD127low	ANA182	526467
1024636	lymphocyte	Lymph		526472
1024646	CD56+	CD56+	ANA815	526474
1024657	CXCR3	CXCR3 FMO: viable	ANA76	526477
1024675	singlet	singlets		526480
1024693		Mono		526483
1024699	singlet	singlets		526485
1024705	singlet	singlets		526487
1024708	lymphocyte	Lymph		526488
1024709	CXCR3	CXCR3 FMO: viable	ANA76	526489
1024724	CXCR3	CXCR3 FMO: viable	ANA76	526492
1024726	lymphocyte	Lymph		526492
1024758	lymphocyte	Lymph		526498
1024759	CD3-	CD3-	ANA809	526498
1024760	CD19+	CD19+	ANA805	526498
1024771	singlet	singlets		526501
1024811	singlet	singlets		526510
1024820	CD3+	CD3+	ANA809	526511
1024822	HLADR-	Q4: HLADR-	ANA812	526511
1024834	PD1+	PD1+	ANA818	526513
1024850	singlet	singlets		526516
1024858	lymphocyte	Lymph		526517
1024866		TCRgd+		526518
1024871	singlet	singlets		526521
1024872	lymphocyte	Lymph		526521
1024875	lymphocyte	Lymph		526522
1024879	lymphocyte	Lymph		526523
1024890	lymphocyte	Lymph		526525
1024891	CD3+	CD3+	ANA809	526525
1024913	CD45RA+	Q3: CD45RA+	ANA816	526528
1024921	CD27-	Q4: CD27-	ANA40	526529
1024927		T cell: viable		526531
1024954	singlet	singlets		526535
1024958	CD45RA+	Q3: CD45RA+	ANA816	526535
1024961	singlet	singlets		526536
1024965	CD45RA-	Q4: CD45RA-	ANA816	526536
1024973	viable	NK-NKT: viable		526540
1024980	CD3+	CD3+	ANA809	526541
1024989	viable	NK-NKT: viable		526543
1024992	CD3+	CD3+	ANA809	526543
1024993	CD8+	CD8+	ANA810	526543
1024997	singlet	singlets		526544
1025002	CD94-	Q3: CD94-	ANA884	526544
1025011	singlet	singlets		526546
1025012	lymphocyte	Lymph		526546
1025013	CD3+	CD3+	ANA809	526546
1025024	lymphocyte	Lymph		526548
1025026	CD8-	CD8-	ANA810	526548
1025028	CD94+	Q2: CD94+	ANA884	526548
1025037	singlet	singlets		526550
1025046	CD3+	CD3+	ANA809	526551
1025050	lymphocyte	Lymph		526552
1025052	viable	NK-NKT: viable		526553
1025055	CD3-	CD3-	ANA809	526553
1025059	singlet	singlets		526554
1025061	CD3-	CD3-	ANA809	526554
1025066	singlet	singlets		526555
1025069	CD16+	CD16+	ANA811	526555
1025077	CD16+	CD16+	ANA811	526556
1025095	CD314-	Q4: CD314-	ANA886	526558
1025103	viable	B cell: viable		526562
1025110	CD3-	CD3-	ANA809	526563
1025118	CD20+	CD20+	ANA806	526564
1025124	CD3-	CD3-	ANA809	526565
1025128	CD38-	CD38-	ANA808	526565
1025131	lymphocyte	Lymph		526566
1025140	CD3-	CD3-	ANA809	526567
1025152	CD27+	Q2: CD27+	ANA40	526568
1025161	viable	B cell: viable		526570
1025165	CD19+	CD19+	ANA805	526570
1025177	CD3-	CD3-	ANA809	526572
1025184		Treg: viable		526575
1025186	lymphocyte	Lymph		526575
1025193	lymphocyte	Lymph		526577
1025199	CD3+	CD3+	ANA809	526578
1025200	CD4+	CD4+	ANA41	526578
1025213	CD4+	CD4+	ANA41	526580
1025219	singlet	singlets		526581
1025225	CD161+	Q2: CD161+	ANA883	526581
1025230	CD3+	CD3+	ANA809	526582
1025231	CD4+	CD4+	ANA41	526582
1025246	singlet	singlets		526584
1025256	CXCR3	CXCR3 FMO: viable	ANA76	526586
1025263	singlet	singlets		526589
1025270	CD16+	CD16+	ANA811	526590
1025276	CD3+	CD3+	ANA809	526591
1025277	CXCR3	CXCR3 FMO: viable	ANA76	526592
1025281	CD4+	CD4+	ANA41	526592
1025285	CD3+	CD3+	ANA809	526593
1025295	lymphocyte	Lymph		526595
1025306	CD3-	CD3-	ANA809	526597
1025308	CD20+	CD20+	ANA806	526597
1025309	CXCR3	CXCR3 FMO: viable	ANA76	526598
1025315	CXCR3+	CXCR3+	ANA76	526598
1025320	singlet	singlets		526600
1025344	CXCR3+	CXCR3+	ANA76	526606
1025357	CD3+	CD3+	ANA809	526609
1025359	CXCR3+	CXCR3+	ANA76	526609
1025368	CD3+	CD3+	ANA809	526611
1025383	lymphocyte	Lymph		526614
1025384	CD3-	CD3-	ANA809	526614
1025386	CD20+	CD20+	ANA806	526614
1025403		Activated T: viable		526620
1025410		Activated T: viable		526622
1025412	lymphocyte	Lymph		526622
1025418	CD3+	CD3+	ANA809	526623
1025421		Activated T: viable		526624
1025423	lymphocyte	Lymph		526624
1025434	CD38+	Q2: CD38+	ANA808	526625
1025439	CD4+	CD4+	ANA41	526626
1025440	HLADR+	Q3: HLADR+	ANA812	526626
1025463	CD3+	CD3+	ANA809	526630
1025464	CD8+	CD8+	ANA810	526630
1025472	HLADR+	Q2: HLADR+	ANA812	526631
1025480	CD38-	Q3: CD38-	ANA808	526632
1025483	lymphocyte	Lymph		526633
1025520	singlet	singlets		526642
1025542	lymphocyte	Lymph		526645
1025546	CD27-	Q4: CD27-	ANA40	526645
1025557	CD28+	CD28+	ANA863	526647
1025562	CD8+	CD8+	ANA810	526648
1025573	lymphocyte	Lymph		526650
1025575	CD8+	CD8+	ANA810	526650
1025582	CD8+	CD8+	ANA810	526651
1025584	CD27-	Q3: CD27-	ANA40	526651
1025587	lymphocyte	Lymph		526652
1025590	CD45RA-	Q4: CD45RA-	ANA816	526652
1025592	viable	NK-NKT: viable		526653
1025601	CD3+	CD3+	ANA809	526656
1025606	CD8+	CD8+	ANA810	526657
1025627	CD94-	Q3: CD94-	ANA884	526660
1025629	singlet	singlets		526661
1025631	CD3+	CD3+	ANA809	526661
1025636	singlet	singlets		526662
1025652	CD314+	Q2: CD314+	ANA886	526664
1025664	CD3+	CD3+	ANA809	526666
1025668	viable	NK-NKT: viable		526667
1025688	CD56+	CD56+	ANA815	526670
1025701	CD3-	CD3-	ANA809	526672
