FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1138600	CD8+	CD8+	ANA810	557045
1138619	CD14lo	CD14lo	ANA804	557051
1138626	HLADR+	HLA-DR+	ANA812	557053
1138628	CD14lo	CD14lo	ANA804	557054
1138629	HLADR+	HLA-DR+	ANA812	557054
1138634	CCRL1+	CX3CR1+	ANA59	557055
1138640	HLADR+	HLA-DR+	ANA812	557057
1138648	HLADR+	HLA-DR+	ANA812	557059
1138651	CD14+	CD14+	ANA804	557060
1138657	CD16+	CD16+	ANA811	557061
1138660	HLADR+	HLA-DR+	ANA812	557062
1138664	HLADRhi	HLA-DRhi	ANA812	557063
1138667	HLADRhi	HLA-DRhi	ANA812	557064
1138669	CD14+	CD14+	ANA804	557065
1138671	CD16+	CD16+	ANA811	557065
1138676	HLADR+	HLA-DR+	ANA812	557067
1138679	CD14+	CD14+	ANA804	557068
1138691	CD14+	CD14+	ANA804	557071
1138694	SLAN+	SLAN+	ANA906	557071
1138710	CD62L+	CD62L+	ANA712	557075
1138743	CD27+	CD27+	ANA40	557087
1138747	CD14-	CD14-	ANA804	557088
1138751	CD19+	CD19+	ANA805	557089
1138755	CD20-	CD20-	ANA806	557089
1138756	CD19+	CD19+	ANA805	557090
1138757	CD3-	CD3-	ANA809	557090
1138764	CD14-	CD14-	ANA804	557091
1138767	CD19+	CD19+	ANA805	557092
1138783	CD19+	CD19+	ANA805	557095
1138786	CD27+	CD27+	ANA40	557095
1138787	IgD-	IgD-	ANA813	557095
1138794	CD3-	CD3-	ANA809	557097
1138815	CD14-	CD14-	ANA804	557101
1138819	CD19+	CD19+	ANA805	557102
1138825	CD19+	CD19+	ANA805	557103
1138826	CD3-	CD3-	ANA809	557103
1138829	B7-2+	CD86+	ANA868	557103
1138831	CD3-	CD3-	ANA809	557104
1138832	CD14-	CD14-	ANA804	557104
1138850	HLADR+	HLA-DR+	ANA812	557108
1138853	CD40+	CD40+	ANA42	557108
1138867	CD11c-	CD11c-	ANA814	557111
1138873		Lin1-		557113
1138885	BDCA2, CD303-	BDCA2-	ANA870	557115
1138916		Lin1-		557121
1138927	BDCA3-	BDCA3-	ANA894	557122
1138929	CD40+	CD40+	ANA42	557122
1138942	BDCA1+	CD1c+	ANA895	557124
1138952	HLADR+	HLA-DR+	ANA812	557126
1138957		Lin1-		557127
1138959	BDCA2, CD303-	BDCA2-	ANA870	557127
1138966	BDCA2, CD303-	BDCA2-	ANA870	557128
1138992		Lin1-		557132
1139010	HLADR+	HLA-DR+	ANA812	557137
1139015	CD3+	CD3+	ANA809	557139
1139021	CD4+	CD4+	ANA41	557140
1139022	CD8-	CD8-	ANA810	557140
1139030	CD45RA-	CD45RA-	ANA816	557141
1139038	CCR6-	CCR6-	ANA36	557142
1139042	CXCR5+	CXCR5+	ANA78	557143
1139043	CD45RA-	CD45RA-	ANA816	557143
1139048	CD4+	CD4+	ANA41	557144
1139054	CD278+	ICOS+	ANA898	557144
1139055	CD3+	CD3+	ANA809	557145
1139072	CD8-	CD8-	ANA810	557147
1139078	CD3+	CD3+	ANA809	557148
1139099	CCR6+	CCR6+	ANA36	557150
1139125	CD4+	CD4+	ANA41	557154
1139129	CD3+	CD3+	ANA809	557155
1139130	CD4+	CD4+	ANA41	557155
1139156	CD3+	CD3+	ANA809	557159
1139159	CXCR5-	CXCR5-	ANA78	557159
1139163	CD278+	ICOS+	ANA898	557159
1139183	CD45RA-	CD45RA-	ANA816	557162
1139185	CCR6+	CCR6+	ANA36	557162
1139193	CCR6+	CCR6+	ANA36	557163
1139199	CXCR3-	CXCR3-	ANA76	557164
1139228	CXCR5-	CXCR5-	ANA78	557168
1139244	CD3+	CD3+	ANA809	557172
1139254	CD8+	CD8+	ANA810	557174
1139261	CD14lo	CD14lo	ANA804	557177
1139270	CD14lo	CD14lo	ANA804	557180
1139277	CD14+	CD14+	ANA804	557182
1139281	CD14+	CD14+	ANA804	557183
1139282	HLADR+	HLA-DR+	ANA812	557183
1139284	CCRL1-	CX3CR1-	ANA59	557183
1139292	CD11b+	CD11b+	ANA878	557185
1139293	CD14+	CD14+	ANA804	557186
1139299	CD16+	CD16+	ANA811	557187
1139301	CD14+	CD14+	ANA804	557188
1139307	CD16-	CD16-	ANA811	557189
1139310	CD16+	CD16+	ANA811	557190
1139319	CD16-	CD16-	ANA811	557193
1139334	HLADR+	HLA-DR+	ANA812	557197
1139340	SLAN+	SLAN+	ANA906	557198
1139353	CD14+	CD14+	ANA804	557202
1139396	CD38+	CD38+	ANA808	557215
1139399	CD3-	CD3-	ANA809	557216
1139417	CD14-	CD14-	ANA804	557219
1139426	CD3-	CD3-	ANA809	557221
1139433	CD27-	CD27-	ANA40	557222
1139441	CD14-	CD14-	ANA804	557224
1139442	CD20-	CD20-	ANA806	557224
1139446	CD27-	CD27-	ANA40	557225
1139460	B7-2+	CD86+	ANA868	557227
1139462	CD3-	CD3-	ANA809	557228
1139466	B7-2+	CD86+	ANA868	557228
1139480	CD11c-	CD11c-	ANA814	557231
1139485	CD2-	CD2-	ANA860	557232
1139509	CD11c-	CD11c-	ANA814	557237
1139511		Lin1-		557238
1139514	CD11c+	CD11c+	ANA814	557238
1139532	BDCA2, CD303-	BDCA2-	ANA870	557242
1139533	CD11c+	CD11c+	ANA814	557242
1139541	HLADR+	HLA-DR+	ANA812	557244
1139542	BDCA2, CD303-	BDCA2-	ANA870	557244
1139546	HLADR+	HLA-DR+	ANA812	557245
1139557	CD2-	CD2-	ANA860	557246
1139558		Lin1-		557247
1139560	BDCA2, CD303-	BDCA2-	ANA870	557247
1139562	BDCA3-	BDCA3-	ANA894	557247
1139563	BDCA1+	CD1c+	ANA895	557247
1139587	HLADR+	HLA-DR+	ANA812	557251
1139610	BDCA3+	BDCA3+	ANA894	557254
1139620		Lin1-		557256
1139631	BDCA3+	BDCA3+	ANA894	557257
1139632	BDCA1-	CD1c-	ANA895	557257
1139642	CD3+	CD3+	ANA809	557260
1139645	CD278+	ICOS+	ANA898	557261
1139646	CD3+	CD3+	ANA809	557262
1139650	CD4+	CD4+	ANA41	557263
1139652	HLADR+	HLA-DR+	ANA812	557263
1139656	CD278+	ICOS+	ANA898	557264
1139662	CD3+	CD3+	ANA809	557266
1139664	CD8-	CD8-	ANA810	557266
1139667	HLADR+	HLA-DR+	ANA812	557266
1139671	CXCR5+	CXCR5+	ANA78	557267
1139674	CD3+	CD3+	ANA809	557268
1139680	CCR6-	CCR6-	ANA36	557268
1139682	CD4+	CD4+	ANA41	557269
1139685	CD45RA-	CD45RA-	ANA816	557269
1139688	HLADR+	HLA-DR+	ANA812	557269
1139695	CCR6-	CCR6-	ANA36	557270
1139703	CCR6+	CCR6+	ANA36	557271
1139723	CXCR5+	CXCR5+	ANA78	557274
1139726	CCR6+	CCR6+	ANA36	557274
1139732	CXCR3-	CXCR3-	ANA76	557275
1139734	HLADR+	HLA-DR+	ANA812	557275
1139740	CXCR3-	CXCR3-	ANA76	557276
1139742	CD278+	ICOS+	ANA898	557276
1139750	CD3+	CD3+	ANA809	557278
1139754	CD45RA-	CD45RA-	ANA816	557278
1139767	CD4+	CD4+	ANA41	557280
1139779	CD8-	CD8-	ANA810	557282
1139791	CD4+	CD4+	ANA41	557284
1139798	CD3+	CD3+	ANA809	557285
1139811	CXCR3+	CXCR3+	ANA76	557286
1139830	CD4+	CD4+	ANA41	557289
1139832	CXCR5-	CXCR5-	ANA78	557289
1139839	CXCR5-	CXCR5-	ANA78	557290
1139853	CD4+	CD4+	ANA41	557292
1139866	HLADR+	HLA-DR+	ANA812	557293
1139870	CXCR5-	CXCR5-	ANA78	557294
1139871	CD45RA-	CD45RA-	ANA816	557294
1139872	CXCR3-	CXCR3-	ANA76	557294
1139901	HLADR+	HLA-DR+	ANA812	557302
1139920	HLADR+	HLA-DR+	ANA812	557308
1139932	HLADR+	HLA-DR+	ANA812	557311
1139948	HLADRhi	HLA-DRhi	ANA812	557315
1139955	CD16+	CD16+	ANA811	557317
1139972	HLADR+	HLA-DR+	ANA812	557322
1139987	CD14+	CD14+	ANA804	557326
1140007	SLAN+	SLAN+	ANA906	557331
1140019	B7-2+	CD86+	ANA868	557337
1140027	CD27+	CD27+	ANA40	557339
1140030	CD3-	CD3-	ANA809	557340
1140031	CD14-	CD14-	ANA804	557340
1140033	CD138+	CD138+	ANA891	557340
1140043	CD38+	CD38+	ANA808	557342
1140052	CD3-	CD3-	ANA809	557344
1140059	CD14-	CD14-	ANA804	557345
1140070	CD27+	CD27+	ANA40	557347
1140072	CD19+	CD19+	ANA805	557348
1140077	CD19+	CD19+	ANA805	557349
1140086	CD3-	CD3-	ANA809	557351
1140099	CD14-	CD14-	ANA804	557353
1140103	CD19+	CD19+	ANA805	557354
1140110	CD3-	CD3-	ANA809	557355
1140116	CD14-	CD14-	ANA804	557356
1140150	BDCA2, CD303+	BDCA2+	ANA870	557363
1140154	HLADR+	HLA-DR+	ANA812	557364
1140155	BDCA2, CD303-	BDCA2-	ANA870	557364
1140157		Lin1-		557365
1140165	CD11c+	CD11c+	ANA814	557366
1140173	HLADR+	HLA-DR+	ANA812	557368
1140194	HLADR+	HLA-DR+	ANA812	557372
1140197	BDCA3-	BDCA3-	ANA894	557372
1140198	BDCA1+	CD1c+	ANA895	557372
1140201	HLADR+	HLA-DR+	ANA812	557373
1140203	CD11c+	CD11c+	ANA814	557373
1140209	BDCA2, CD303-	BDCA2-	ANA870	557374
1140232	BDCA3-	BDCA3-	ANA894	557377
1140248		Lin1-		557380
1140250	BDCA2, CD303-	BDCA2-	ANA870	557380
1140252	BDCA3+	BDCA3+	ANA894	557380
1140261	CD40+	CD40+	ANA42	557381
1140269		Lin1-		557383
1140278	BDCA2, CD303-	BDCA2-	ANA870	557384
1140280	BDCA3+	BDCA3+	ANA894	557384
1140302	CXCR5+	CXCR5+	ANA78	557391
1140305	CD4+	CD4+	ANA41	557392
1140314	CD45RA-	CD45RA-	ANA816	557393
1140335	CD45RA-	CD45RA-	ANA816	557396
1140341	CD8-	CD8-	ANA810	557397
1140349	CXCR5+	CXCR5+	ANA78	557398
1140353	HLADR+	HLA-DR+	ANA812	557398
1140354	CD3+	CD3+	ANA809	557399
1140356	CD8-	CD8-	ANA810	557399
1140357	CXCR5+	CXCR5+	ANA78	557399
1140383	CCR6+	CCR6+	ANA36	557402
1140385	CD3+	CD3+	ANA809	557403
1140386	CD4+	CD4+	ANA41	557403
1140398	CCR6-	CCR6-	ANA36	557404
1140412	CD45RA-	CD45RA-	ANA816	557406
1140416	CXCR5-	CXCR5-	ANA78	557407
1140422	CXCR5-	CXCR5-	ANA78	557408
1140428	CXCR5-	CXCR5-	ANA78	557409
1140430	CXCR3+	CXCR3+	ANA76	557409
1140444	CD45RA-	CD45RA-	ANA816	557411
1140465	CD8-	CD8-	ANA810	557414
1140466	CXCR5-	CXCR5-	ANA78	557414
1140472	CD4+	CD4+	ANA41	557415
1140477	CCR6+	CCR6+	ANA36	557415
1140482	CD45RA-	CD45RA-	ANA816	557416
1140503	CD8-	CD8-	ANA810	557419
1140504	CXCR5-	CXCR5-	ANA78	557419
1140526	CD8+	CD8+	ANA810	557423
1140530	CD8+	CD8+	ANA810	557424
1140532	CD3+	CD3+	ANA809	557425
1140539	CD278+	ICOS+	ANA898	557426
1140548	CD14+	CD14+	ANA804	557430
1140553	CD16-	CD16-	ANA811	557431
1140560	CCRL1+	CX3CR1+	ANA59	557433
1140564	CCRL1+	CX3CR1+	ANA59	557434
1140575	CD16-	CD16-	ANA811	557437
1140576	CD11b+	CD11b+	ANA878	557437
1140578	HLADR+	HLA-DR+	ANA812	557438
1140599	HLADRlo	HLA-DRlo	ANA812	557444
1140605	CD14+	CD14+	ANA804	557446
1140608	B7-2+	CD86+	ANA868	557446
1140622	HLADR+	HLA-DR+	ANA812	557450
1140628	SLAN-	SLAN-	ANA906	557451
1140644	CD62L-	CD62L-	ANA712	557455
1140648	CD62L-	CD62L-	ANA712	557456
1140654	CD62L-	CD62L- granulocyte	ANA712	557461
1140676	B7-2+	CD86+	ANA868	557466
1140687	B7-2+	CD86+	ANA868	557468
1140689	CD3-	CD3-	ANA809	557469
1140695	CD14-	CD14-	ANA804	557470
1140725	CD14-	CD14-	ANA804	557476
1140730	CD27-	CD27-	ANA40	557477
1140738	B7-2+	CD86+	ANA868	557478
1140740	CD3-	CD3-	ANA809	557479
1140742	CD27+	CD27+	ANA40	557479
1140761		Lin1-		557483
1140771	HLADR+	HLA-DR+	ANA812	557485
1140780		Lin1-		557487
1140790		Lin1-		557489
1140815	HLADR+	HLA-DR+	ANA812	557494
1140817	CD11c+	CD11c+	ANA814	557494
1140832	CD11c+	CD11c+	ANA814	557497
1140842		Lin1-		557499
1140850	HLADR+	HLA-DR+	ANA812	557500
1140852	CD11c+	CD11c+	ANA814	557500
1140856		Lin1-		557501
1140870		Lin1-		557503
1140879	BDCA2, CD303-	BDCA2-	ANA870	557504
1140901	BDCA3+	BDCA3+	ANA894	557507
1140921	CD11c+	CD11c+	ANA814	557510
1140925	CD3+	CD3+	ANA809	557511
1140932	CD8-	CD8-	ANA810	557514
1140948	CD8-	CD8-	ANA810	557518
1140955	CXCR5+	CXCR5+	ANA78	557519
1140969	CD45RA-	CD45RA-	ANA816	557521
1140971	CCR6-	CCR6-	ANA36	557521
1140972	HLADR+	HLA-DR+	ANA812	557521
1140974	CD4+	CD4+	ANA41	557522
1140977	CD45RA-	CD45RA-	ANA816	557522
1140983	CD8-	CD8-	ANA810	557523
1140984	CXCR5+	CXCR5+	ANA78	557523
1140988	CD3+	CD3+	ANA809	557524
1140992	CD45RA-	CD45RA-	ANA816	557524
1141003	CD278+	ICOS+	ANA898	557525
1141005	CD4+	CD4+	ANA41	557526
1141014	CXCR5+	CXCR5+	ANA78	557527
1141018	HLADR+	HLA-DR+	ANA812	557527
1141022	CXCR5+	CXCR5+	ANA78	557528
1141024	CXCR3-	CXCR3-	ANA76	557528
1141027	CD3+	CD3+	ANA809	557529
1141032	CXCR3-	CXCR3-	ANA76	557529
1141049	CD278+	ICOS+	ANA898	557531
1141052	CD8-	CD8-	ANA810	557532
1141054	CD45RA-	CD45RA-	ANA816	557532
1141065	CD45RA-	CD45RA-	ANA816	557534
1141071	CD45RA-	CD45RA-	ANA816	557535
1141073	CCR6-	CCR6-	ANA36	557535
1141093	CXCR5-	CXCR5-	ANA78	557538
1141103	CCR6+	CCR6+	ANA36	557539
1141123	CXCR5-	CXCR5-	ANA78	557542
1141128	CD3+	CD3+	ANA809	557543
1141130	CD8-	CD8-	ANA810	557543
1141147	CD45RA-	CD45RA-	ANA816	557545
1141154	CXCR5-	CXCR5-	ANA78	557546
1141157	CCR6-	CCR6-	ANA36	557546
1141159	CD3+	CD3+	ANA809	557547
1141163	CD4-	CD4-	ANA41	557548
1141169	CXCR3+	CXCR3+	ANA76	557549
1141170	CD3+	CD3+	ANA809	557550
1141175	CD4-	CD4-	ANA41	557551
1141185	HLADR+	HLA-DR+	ANA812	557554
1141198	CD16-	CD16-	ANA811	557558
1141206	CCRL1+	CX3CR1+	ANA59	557560
1141209	CD16+	CD16+	ANA811	557561
1141212	HLADR+	HLA-DR+	ANA812	557562
1141218	CD11b+	CD11b+	ANA878	557563
1141223	CD14+	CD14+	ANA804	557565
1141229	CD16-	CD16-	ANA811	557566
1141232	HLADRhi	HLA-DRhi	ANA812	557567
1141263	CD14+	CD14+	ANA804	557576
1141272	HLADR+	HLA-DR+	ANA812	557578
1141276	HLADR+	HLA-DR+	ANA812	557579
1141286	CD62L-	CD62L-	ANA712	557581
1141290	CD62L-	CD62L-	ANA712	557582
1141297	CD19+	CD19+	ANA805	557588
1141298	CD3-	CD3-	ANA809	557588
1141318	B7-2+	CD86+	ANA868	557592
1141320	CD3-	CD3-	ANA809	557593
1141355	IgD-	IgD-	ANA813	557599
1141365	CD19+	CD19+	ANA805	557602
1141371	CD14-	CD14-	ANA804	557603
1141372	CD27-	CD27-	ANA40	557603
1141385	IgD-	IgD-	ANA813	557605
1141390	CD27-	CD27-	ANA40	557606
1141394	CD3-	CD3-	ANA809	557607
1141402	B7-2+	CD86+	ANA868	557608
1141416	CD2+	CD2+	ANA860	557611
1141430	CD11c-	CD11c-	ANA814	557614
1141432		Lin1-		557615
1141434	BDCA2, CD303+	BDCA2+	ANA870	557615
1141439	BDCA2, CD303-	BDCA2-	ANA870	557616
1141440	CD11c+	CD11c+	ANA814	557616
1141448	BDCA2, CD303-	BDCA2-	ANA870	557618
1141452	HLADR+	HLA-DR+	ANA812	557619
1141458	BDCA2, CD303-	BDCA2-	ANA870	557620
1141472	HLADR+	HLA-DR+	ANA812	557623
1141475	BDCA3-	BDCA3-	ANA894	557623
1141478	HLADR+	HLA-DR+	ANA812	557624
1141480	CD11c+	CD11c+	ANA814	557624
1141481	BDCA3-	BDCA3-	ANA894	557624
1141482	BDCA1+	CD1c+	ANA895	557624
1141501	CD11c+	CD11c+	ANA814	557627
1141502	BDCA3-	BDCA3-	ANA894	557627
1141505		Lin1-		557628
1141507	BDCA2, CD303-	BDCA2-	ANA870	557628
1141511	B7-2+	CD86+	ANA868	557628
1141518	B7-2-	CD86-	ANA868	557629
1141522	CD11c+	CD11c+	ANA814	557630
1141525		Lin1-		557631
1141528	CD11c+	CD11c+	ANA814	557631
1141529	BDCA3+	BDCA3+	ANA894	557631
1141532		Lin1-		557632
1141542	CD11c+	CD11c+	ANA814	557633
1141544	BDCA1-	CD1c-	ANA895	557633
1141546		Lin1-		557634
1141554	HLADR+	HLA-DR+	ANA812	557635
1141564	BDCA3+	BDCA3+	ANA894	557636
1141565	BDCA1-	CD1c-	ANA895	557636
1141570	CD3+	CD3+	ANA809	557639
1141571	CD278+	ICOS+	ANA898	557639
1141577	CD8-	CD8-	ANA810	557641
1141583	CD3+	CD3+	ANA809	557643
1141587	CD45RA-	CD45RA-	ANA816	557643
1141598	CD45RA-	CD45RA-	ANA816	557645
1141599	CD278+	ICOS+	ANA898	557645
1141609	CD8-	CD8-	ANA810	557647
1141617	CD8-	CD8-	ANA810	557648
1141624	CD4+	CD4+	ANA41	557649
1141638	CD3+	CD3+	ANA809	557651
1141647	CD4+	CD4+	ANA41	557652
1141659	CCR6+	CCR6+	ANA36	557653
1141667	CCR6+	CCR6+	ANA36	557654
1141672	CXCR5+	CXCR5+	ANA78	557655
1141676	CD3+	CD3+	ANA809	557656
1141679	CXCR5+	CXCR5+	ANA78	557656
1141688	CD45RA-	CD45RA-	ANA816	557657
1141695	CXCR5-	CXCR5-	ANA78	557658
1141705	CD8-	CD8-	ANA810	557660
1141726	CD8-	CD8-	ANA810	557663
1141766	CD45RA-	CD45RA-	ANA816	557668
1141776	CCR6+	CCR6+	ANA36	557669
1141786	CD4+	CD4+	ANA41	557671
1141792	HLADR+	HLA-DR+	ANA812	557671
1141793	CD3+	CD3+	ANA809	557672
1141803	CD8+	CD8+	ANA810	557673
1141809	CD4-	CD4-	ANA41	557675
1141826	CD14+	CD14+	ANA804	557680
1141829	CD14lo	CD14lo	ANA804	557681
1141830	HLADR+	HLA-DR+	ANA812	557681
1141831	CD16+	CD16+	ANA811	557681
1141849	CD14+	CD14+	ANA804	557687
1141862	HLADR+	HLA-DR+	ANA812	557690
1141868	CD11b-	CD11b-	ANA878	557691
1141869	CD14+	CD14+	ANA804	557692
1141884	CD16-	CD16-	ANA811	557696
1141885	CD14+	CD14+	ANA804	557697
1141905	CD14+	CD14+	ANA804	557702
1141911	CD16+	CD16+	ANA811	557703
1141915	CD16-	CD16-	ANA811	557704
1141918	HLADR+	HLA-DR+	ANA812	557705
1141926	HLADR+	HLA-DR+	ANA812	557707
1141942	CD19+	CD19+	ANA805	557715
1141949	CD27+	CD27+	ANA40	557716
1141952	CD14-	CD14-	ANA804	557717
1141953	CD27+	CD27+	ANA40	557717
1141956	CD3-	CD3-	ANA809	557718
1141980	CD38+	CD38+	ANA808	557722
1141983	CD19+	CD19+	ANA805	557723
1141989	CD3-	CD3-	ANA809	557724
1141996	CD27+	CD27+	ANA40	557725
1142004	CD3-	CD3-	ANA809	557727
1142010	CD20-	CD20-	ANA806	557728
1142013	CD14-	CD14-	ANA804	557729
1142038	CD20+	CD20+	ANA806	557733
1142039	B7-2+	CD86+	ANA868	557733
1142050	HLADR+	HLA-DR+	ANA812	557736
1142060	HLADR+	HLA-DR+	ANA812	557738
1142067	CD11c-	CD11c-	ANA814	557739
1142079		Lin1-		557742
1142082	CD11c+	CD11c+	ANA814	557742
1142085	BDCA2, CD303-	BDCA2-	ANA870	557743
1142101	CD11c+	CD11c+	ANA814	557746
1142104	HLADR+	HLA-DR+	ANA812	557747
1142119		Lin1-		557750
1142122	CD11c+	CD11c+	ANA814	557750
1142125	CD2-	CD2-	ANA860	557750
1142135	BDCA2, CD303-	BDCA2-	ANA870	557752
1142136	CD11c+	CD11c+	ANA814	557752
1142176	BDCA2, CD303-	BDCA2-	ANA870	557758
1142178	BDCA3+	BDCA3+	ANA894	557758
1142186	BDCA1-	CD1c-	ANA895	557759
1142191	CD11c+	CD11c+	ANA814	557760
1142193	BDCA1-	CD1c-	ANA895	557760
1142195		Lin1-		557761
1142198	CD11c+	CD11c+	ANA814	557761
1142199	BDCA3+	BDCA3+	ANA894	557761
1142202		Lin1-		557762
1142215	CD4+	CD4+	ANA41	557766
1142230	CD3+	CD3+	ANA809	557770
1142233	CXCR5+	CXCR5+	ANA78	557770
1142238	CD8-	CD8-	ANA810	557771
1142246	CD45RA-	CD45RA-	ANA816	557772
1142256	HLADR+	HLA-DR+	ANA812	557773
1142257	CD3+	CD3+	ANA809	557774
1142259	CD8-	CD8-	ANA810	557774
1142262	CXCR3+	CXCR3+	ANA76	557774
1142266	CD4+	CD4+	ANA41	557775
1142269	CD45RA-	CD45RA-	ANA816	557775
1142275	CXCR5+	CXCR5+	ANA78	557776
1142276	CD45RA-	CD45RA-	ANA816	557776
1142279	HLADR+	HLA-DR+	ANA812	557776
1142294	CCR6+	CCR6+	ANA36	557778
1142297	CD8-	CD8-	ANA810	557779
1142298	CXCR5+	CXCR5+	ANA78	557779
1142300	CXCR3-	CXCR3-	ANA76	557779
1142304	CD4+	CD4+	ANA41	557780
1142305	CD8-	CD8-	ANA810	557780
1142312	CD4+	CD4+	ANA41	557781
1142328	CD8-	CD8-	ANA810	557783
1142329	CXCR5+	CXCR5+	ANA78	557783
1142330	CD45RA-	CD45RA-	ANA816	557783
1142345	CD3+	CD3+	ANA809	557786
1142346	CD4+	CD4+	ANA41	557786
1142377	CXCR5-	CXCR5-	ANA78	557790
1142387	CCR6+	CCR6+	ANA36	557791
1142404	CD3+	CD3+	ANA809	557794
1142425	CXCR3-	CXCR3-	ANA76	557796
1142438	CXCR5-	CXCR5-	ANA78	557798
1142445	CD8+	CD8+	ANA810	557799
1142446	CD3+	CD3+	ANA809	557800
1142474	CD14+	CD14+	ANA804	557808
1142483	CD14+	CD14+	ANA804	557811
1142485	CD16-	CD16-	ANA811	557811
1142486	CCRL1+	CX3CR1+	ANA59	557811
1142493	CD16+	CD16+	ANA811	557813
1142510	CD11b-	CD11b-	ANA878	557817
1142514	CD11b-	CD11b-	ANA878	557818
1142532	HLADR+	HLA-DR+	ANA812	557824
1142546	SLAN+	SLAN+	ANA906	557827
1142565	CD16+	CD16+	ANA811	557832
1142566	CD62L+	CD62L+	ANA712	557832
1142570	CD62L-	CD62L-	ANA712	557833
1142571	CD14+	CD14+	ANA804	557834
1142581	CD19+	CD19+	ANA805	557840
1142584	CD19+	CD19+	ANA805	557841
1142594	CD14-	CD14-	ANA804	557843
1142597	CD19+	CD19+	ANA805	557844
1142615	CD3-	CD3-	ANA809	557847
1142620	CD3-	CD3-	ANA809	557848
1142623	CD24+	CD24+	ANA807	557848
1142626	CD3-	CD3-	ANA809	557849
1142629	IgD+	IgD+	ANA813	557849
1142636	CD3-	CD3-	ANA809	557851
1142638	CD27+	CD27+	ANA40	557851
1142654	CD3-	CD3-	ANA809	557855
1142655	CD14-	CD14-	ANA804	557855
1142660	CD3-	CD3-	ANA809	557856
1142661	CD14-	CD14-	ANA804	557856
1142669	IgD-	IgD-	ANA813	557857
1142690	CD11c-	CD11c-	ANA814	557861
1142692	HLADR+	HLA-DR+	ANA812	557862
1142696		Lin1-		557863
1142702	HLADR+	HLA-DR+	ANA812	557864
1142705	CD40+	CD40+	ANA42	557864
1142711		Lin1-		557866
1142714	CD11c-	CD11c-	ANA814	557866
1142734	CD2+	CD2+	ANA860	557870
1142739	CD40+	CD40+	ANA42	557871
1142740		Lin1-		557872
1142747	BDCA2, CD303-	BDCA2-	ANA870	557873
1142764	CD11c+	CD11c+	ANA814	557876
1142765	BDCA3-	BDCA3-	ANA894	557876
1142766	BDCA1+	CD1c+	ANA895	557876
1142772	BDCA3-	BDCA3-	ANA894	557877
1142784	BDCA2, CD303-	BDCA2-	ANA870	557879
1142791	BDCA2, CD303-	BDCA2-	ANA870	557880
1142797	HLADR+	HLA-DR+	ANA812	557881
1142805	BDCA2, CD303-	BDCA2-	ANA870	557882
1142806	CD11c+	CD11c+	ANA814	557882
1142814	BDCA1-	CD1c-	ANA895	557883
1142816		Lin1-		557884
1142821	BDCA1-	CD1c-	ANA895	557884
1142822	CD2+	CD2+	ANA860	557884
1142823		Lin1-		557885
1142828	BDCA1-	CD1c-	ANA895	557885
1142831	HLADR+	HLA-DR+	ANA812	557886
1142839	BDCA2, CD303-	BDCA2-	ANA870	557887
1142850	B7-2-	CD86-	ANA868	557888
1142864	CD4+	CD4+	ANA41	557894
1142867	CD3+	CD3+	ANA809	557895
1142873	CD4+	CD4+	ANA41	557896
1142874	CD8-	CD8-	ANA810	557896
1142876	CD45RA-	CD45RA-	ANA816	557896
1142878	CD3+	CD3+	ANA809	557897
1142896	CXCR3+	CXCR3+	ANA76	557899
1142901	CD8-	CD8-	ANA810	557900
1142907	CD3+	CD3+	ANA809	557901
1142917	CXCR5+	CXCR5+	ANA78	557902
1142922	CD3+	CD3+	ANA809	557903
1142923	CD4+	CD4+	ANA41	557903
1142925	CXCR5+	CXCR5+	ANA78	557903
1142928	CCR6+	CCR6+	ANA36	557903
1142944	HLADR+	HLA-DR+	ANA812	557905
1142953	CD3+	CD3+	ANA809	557907
1142975	CD278+	ICOS+	ANA898	557909
1142986	HLADR+	HLA-DR+	ANA812	557911
1142997	CD45RA-	CD45RA-	ANA816	557913
1143001	CD4+	CD4+	ANA41	557914
1143007	HLADR+	HLA-DR+	ANA812	557914
1143009	CD4+	CD4+	ANA41	557915
1143036	CXCR3+	CXCR3+	ANA76	557918
1143049	CXCR5-	CXCR5-	ANA78	557920
1143050	CD45RA-	CD45RA-	ANA816	557920
1143062	CD3+	CD3+	ANA809	557922
1143069	CD3+	CD3+	ANA809	557923
1143075	CCR6-	CCR6-	ANA36	557923
1143084	CD278+	ICOS+	ANA898	557924
1143086	CD4-	CD4-	ANA41	557925
1143107	CD278+	ICOS+	ANA898	557930
1143122	CD14lo	CD14lo	ANA804	557936
1143124	CD16-	CD16-	ANA811	557936
1143130	HLADR+	HLA-DR+	ANA812	557938
1143135	CD16+	CD16+	ANA811	557939
1143136	CCRL1-	CX3CR1-	ANA59	557939
1143143	CD16-	CD16-	ANA811	557941
1143157	CD14+	CD14+	ANA804	557945
1143162	CD16+	CD16+	ANA811	557946
1143166	CD14+	CD14+	ANA804	557948
1143179	CD16+	CD16+	ANA811	557951
1143180	B7-2-	CD86-	ANA868	557951
1143196	SLAN-	SLAN-	ANA906	557955
1143200	SLAN-	SLAN-	ANA906	557956
1143201	CD14+	CD14+	ANA804	557957
1143202	HLADR+	HLA-DR+	ANA812	557957
