RESULT_ID	ARM_ACCESSION	BIOSAMPLE_ACCESSION	COMMENTS	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	GENE_ID	GENE_NAME	GENE_SYMBOL_PREFERRED	GENE_SYMBOL_REPORTED	OTHER_GENE_ACCESSION	REPOSITORY_ACCESSION	REPOSITORY_NAME	STUDY_ACCESSION	STUDY_TIME_COLLECTED	STUDY_TIME_COLLECTED_UNIT	SUBJECT_ACCESSION	UNIT_PREFERRED	UNIT_REPORTED	VALUE_PREFERRED	VALUE_REPORTED	WORKSPACE_ID
119689	ARM544	BS588957		EXP9413	ES498997	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113495		copy_number		34463.52	2510
119679	ARM544	BS588952		EXP9413	ES498992	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113490		copy_number		91113.49	2510
119725	ARM544	BS588977		EXP9413	ES499017				TREC				SDY67	0	Days	SUB113515		copy_number		8.528	2510
119869	ARM544	BS589049		EXP9413	ES499089	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113587		copy_number		105121.94	2510
119712	ARM544	BS588970		EXP9413	ES499010	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113508		copy_number		67550.88	2510
119675	ARM544	BS588950		EXP9413	ES498990	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113488		copy_number		18792.83	2510
119674	ARM544	BS588950		EXP9413	ES498990				TREC				SDY67	0	Days	SUB113488		copy_number		19.679	2510
119664	ARM544	BS588945		EXP9413	ES498985				TREC				SDY67	0	Days	SUB113483		copy_number		8.583	2510
119665	ARM544	BS588945		EXP9413	ES498985	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113483		copy_number		17467.56	2510
119638	ARM544	BS588932		EXP9413	ES498972				TREC				SDY67	0	Days	SUB113470		copy_number		9.826	2510
119680	ARM544	BS588953		EXP9413	ES498993				TREC				SDY67	0	Days	SUB113491		copy_number		12.15	2510
119615	ARM544	BS588920		EXP9413	ES498960	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113458		copy_number		7023.81	2510
119760	ARM544	BS588994		EXP9413	ES499034	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113532		copy_number		204824.24	2510
119821	ARM544	BS589025		EXP9413	ES499065	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113563		copy_number		78155.77	2510
119618	ARM544	BS588922		EXP9413	ES498962				TREC				SDY67	0	Days	SUB113460		copy_number		67.786	2510
119736	ARM544	BS588982		EXP9413	ES499022	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113520		copy_number		100650.71	2510
119904	ARM544	BS589067		EXP9413	ES499107				TREC				SDY67	0	Days	SUB113605		copy_number		95.718	2510
119887	ARM544	BS589058		EXP9413	ES499098	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113596		copy_number		46840.28	2510
119910	ARM544	BS589070		EXP9413	ES499110				TREC				SDY67	0	Days	SUB113608		copy_number		39.591	2510
119752	ARM544	BS588990		EXP9413	ES499030	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113528		copy_number		6694.02	2510
119630	ARM544	BS588928		EXP9413	ES498968				TREC				SDY67	0	Days	SUB113466		copy_number		67.326	2510
119710	ARM544	BS588969		EXP9413	ES499009	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113507		copy_number		35484.7	2510
119633	ARM544	BS588929		EXP9413	ES498969	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113467		copy_number		143822.9	2510
119632	ARM544	BS588929		EXP9413	ES498969				TREC				SDY67	0	Days	SUB113467		copy_number		4.013	2510
119861	ARM544	BS589045		EXP9413	ES499085	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113583		copy_number		40504.87	2510
119663	ARM544	BS588944		EXP9413	ES498984	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113482		copy_number		68822.81	2510
119833	ARM544	BS589031		EXP9413	ES499071	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113569		copy_number		43229.28	2510
119808	ARM544	BS589019		EXP9413	ES499059				TREC				SDY67	0	Days	SUB113557		copy_number		23.224	2510
119702	ARM544	BS588965		EXP9413	ES499005	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113503		copy_number		35400.77	2510
119774	ARM544	BS589001		EXP9413	ES499041	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113539		copy_number		81551.35	2510
119793	ARM544	BS589011		EXP9413	ES499051	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113549		copy_number		181933.05	2510
119611	ARM544	BS588918		EXP9413	ES498958	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113456		copy_number		56228.44	2510
119610	ARM544	BS588918		EXP9413	ES498958				TREC				SDY67	0	Days	SUB113456		copy_number		28.509	2510
119693	ARM544	BS588960		EXP9413	ES499000				TREC				SDY67	0	Days	SUB113498		copy_number		10.35	2510
119797	ARM544	BS589013		EXP9413	ES499053	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113551		copy_number		361361.64	2510
119888	ARM544	BS589059		EXP9413	ES499099				TREC				SDY67	0	Days	SUB113597		copy_number		9.694	2510
119734	ARM544	BS588981		EXP9413	ES499021	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113519		copy_number		32992.38	2510
119866	ARM544	BS589048		EXP9413	ES499088				TREC				SDY67	0	Days	SUB113586		copy_number		44.834	2510
119713	ARM544	BS588971		EXP9413	ES499011				TREC				SDY67	0	Days	SUB113509		copy_number		30.434	2510
119714	ARM544	BS588971		EXP9413	ES499011	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113509		copy_number		17761.62	2510
119780	ARM544	BS589004		EXP9413	ES499044	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113542		copy_number		56934.43	2510
119703	ARM544	BS588966		EXP9413	ES499006				TREC				SDY67	0	Days	SUB113504		copy_number		14.317	2510
119837	ARM544	BS589033		EXP9413	ES499073	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113571		copy_number		16770.97	2510
119834	ARM544	BS589032		EXP9413	ES499072				TREC				SDY67	0	Days	SUB113570		copy_number		3.523	2510
119835	ARM544	BS589032		EXP9413	ES499072	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113570		copy_number		92372.48	2510
119870	ARM544	BS589050		EXP9413	ES499090				TREC				SDY67	0	Days	SUB113588		copy_number		17.396	2510
119742	ARM544	BS588985		EXP9413	ES499025	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113523		copy_number		70192.22	2510
119747	ARM544	BS588988		EXP9413	ES499028				TREC				SDY67	0	Days	SUB113526		copy_number		29.016	2510
119676	ARM544	BS588951		EXP9413	ES498991				TREC				SDY67	0	Days	SUB113489		copy_number		51.699	2510
119622	ARM544	BS588924		EXP9413	ES498964				TREC				SDY67	0	Days	SUB113462		copy_number		73.758	2510
119890	ARM544	BS589060		EXP9413	ES499100				TREC				SDY67	0	Days	SUB113598		copy_number		18.904	2510
119875	ARM544	BS589052		EXP9413	ES499092	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113590		copy_number		51485.76	2510
119874	ARM544	BS589052		EXP9413	ES499092				TREC				SDY67	0	Days	SUB113590		copy_number		6.802	2510
119657	ARM544	BS588941		EXP9413	ES498981	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113479		copy_number		12392.01	2510
119788	ARM544	BS589009		EXP9413	ES499049				TREC				SDY67	0	Days	SUB113547		copy_number		56.018	2510
119915	ARM544	BS589072		EXP9413	ES499112	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113610		copy_number		39931.34	2510
119852	ARM544	BS589041		EXP9413	ES499081				TREC				SDY67	0	Days	SUB113579		copy_number		32.594	2510
119614	ARM544	BS588920		EXP9413	ES498960				TREC				SDY67	0	Days	SUB113458		copy_number		5.101	2510
119813	ARM544	BS589021		EXP9413	ES499061	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113559		copy_number		21608.6	2510
119626	ARM544	BS588926		EXP9413	ES498966				TREC				SDY67	0	Days	SUB113464		copy_number		58.439	2510
119729	ARM544	BS588979		EXP9413	ES499019				TREC				SDY67	0	Days	SUB113517		copy_number		1.441	2510
119696	ARM544	BS588961		EXP9413	ES499001	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113499		copy_number		15997.36	2510
119695	ARM544	BS588961		EXP9413	ES499001				TREC				SDY67	0	Days	SUB113499		copy_number		0.604	2510
119682	ARM544	BS588954		EXP9413	ES498994				TREC				SDY67	0	Days	SUB113492		copy_number		36.892	2510
119635	ARM544	BS588930		EXP9413	ES498970	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113468		copy_number		145946.05	2510
119897	ARM544	BS589063		EXP9413	ES499103	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113601		copy_number		17902.26	2510
119658	ARM544	BS588942		EXP9413	ES498982				TREC				SDY67	0	Days	SUB113480		copy_number		90.828	2510
119670	ARM544	BS588948		EXP9413	ES498988				TREC				SDY67	0	Days	SUB113486		copy_number		0.867	2510
119641	ARM544	BS588933		EXP9413	ES498973	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113471		copy_number		116215.13	2510
119843	ARM544	BS589036		EXP9413	ES499076	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113574		copy_number		114646	2510
119687	ARM544	BS588956		EXP9413	ES498996	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113494		copy_number		30899.01	2510
119731	ARM544	BS588980		EXP9413	ES499020				TREC				SDY67	0	Days	SUB113518		copy_number		0.72	2510
119662	ARM544	BS588944		EXP9413	ES498984				TREC				SDY67	0	Days	SUB113482		copy_number		6.715	2510
119698	ARM544	BS588962		EXP9413	ES499002	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113500		copy_number		42369.65	2510
119715	ARM544	BS588972		EXP9413	ES499012				TREC				SDY67	0	Days	SUB113510		copy_number		15.652	2510
119787	ARM544	BS589008		EXP9413	ES499048	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113546		copy_number		41000.31	2510
119722	ARM544	BS588975		EXP9413	ES499015	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113513		copy_number		20535.32	2510
119838	ARM544	BS589034		EXP9413	ES499074				TREC				SDY67	0	Days	SUB113572		copy_number		3.666	2510
119784	ARM544	BS589006		EXP9413	ES499046	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113544		copy_number		102787.26	2510
119824	ARM544	BS589027		EXP9413	ES499067				TREC				SDY67	0	Days	SUB113565		copy_number		3.8	2510
119655	ARM544	BS588940		EXP9413	ES498980	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113478		copy_number		65535.43	2510
119654	ARM544	BS588940		EXP9413	ES498980				TREC				SDY67	0	Days	SUB113478		copy_number		32.852	2510
119705	ARM544	BS588967		EXP9413	ES499007				TREC				SDY67	0	Days	SUB113505		copy_number		40.238	2510
119901	ARM544	BS589065		EXP9413	ES499105	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113603		copy_number		21634.29	2510
119754	ARM544	BS588991		EXP9413	ES499031	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113529		copy_number		411336.94	2510
119775	ARM544	BS589002		EXP9413	ES499042				TREC				SDY67	0	Days	SUB113540		copy_number		21.282	2510
119776	ARM544	BS589002		EXP9413	ES499042	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113540		copy_number		89816.86	2510
119609	ARM544	BS588917		EXP9413	ES498957	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113455		copy_number		28909.94	2510
119903	ARM544	BS589066		EXP9413	ES499106	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113604		copy_number		63933.73	2510
119779	ARM544	BS589004		EXP9413	ES499044				TREC				SDY67	0	Days	SUB113542		copy_number		25.149	2510
119912	ARM544	BS589071		EXP9413	ES499111				TREC				SDY67	0	Days	SUB113609		copy_number		207.735	2510
119612	ARM544	BS588919		EXP9413	ES498959				TREC				SDY67	0	Days	SUB113457		copy_number		25.849	2510
119908	ARM544	BS589069		EXP9413	ES499109				TREC				SDY67	0	Days	SUB113607		copy_number		0.227	2510
119677	ARM544	BS588951		EXP9413	ES498991	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113489		copy_number		122743.99	2510
119744	ARM544	BS588986		EXP9413	ES499026	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113524		copy_number		33570.32	2510
119805	ARM544	BS589017		EXP9413	ES499057	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113555		copy_number		8079.59	2510
119624	ARM544	BS588925		EXP9413	ES498965				TREC				SDY67	0	Days	SUB113463		copy_number		18.51	2510
119880	ARM544	BS589055		EXP9413	ES499095				TREC				SDY67	0	Days	SUB113593		copy_number		50.293	2510
119764	ARM544	BS588996		EXP9413	ES499036	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113534		copy_number		173403.03	2510
119628	ARM544	BS588927		EXP9413	ES498967				TREC				SDY67	0	Days	SUB113465		copy_number		163.159	2510
119812	ARM544	BS589021		EXP9413	ES499061				TREC				SDY67	0	Days	SUB113559		copy_number		40.532	2510
119720	ARM544	BS588974		EXP9413	ES499014	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113512		copy_number		84609.09	2510
119916	ARM544	BS589073		EXP9413	ES499113				TREC				SDY67	0	Days	SUB113611		copy_number		16.268	2510
119917	ARM544	BS589073		EXP9413	ES499113	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113611		copy_number		156943.47	2510
119605	ARM544	BS588915		EXP9413	ES498955	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113453		copy_number		109969.81	2510
119801	ARM544	BS589015		EXP9413	ES499055	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113553		copy_number		24193.38	2510
119640	ARM544	BS588933		EXP9413	ES498973				TREC				SDY67	0	Days	SUB113471		copy_number		13.74	2510
119751	ARM544	BS588990		EXP9413	ES499030				TREC				SDY67	0	Days	SUB113528		copy_number		0.267	2510
119686	ARM544	BS588956		EXP9413	ES498996				TREC				SDY67	0	Days	SUB113494		copy_number		20.301	2510
119739	ARM544	BS588984		EXP9413	ES499024				TREC				SDY67	0	Days	SUB113522		copy_number		12.163	2510
119738	ARM544	BS588983		EXP9413	ES499023	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113521		copy_number		60076	2510
119778	ARM544	BS589003		EXP9413	ES499043	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113541		copy_number		106772.7	2510
119770	ARM544	BS588999		EXP9413	ES499039	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113537		copy_number		203938.12	2510
119645	ARM544	BS588935		EXP9413	ES498975	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113473		copy_number		14536.93	2510
119644	ARM544	BS588935		EXP9413	ES498975				TREC				SDY67	0	Days	SUB113473		copy_number		10.966	2510
119616	ARM544	BS588921		EXP9413	ES498961				TREC				SDY67	0	Days	SUB113459		copy_number		11.308	2510
119660	ARM544	BS588943		EXP9413	ES498983				TREC				SDY67	0	Days	SUB113481		copy_number		8.934	2510
119809	ARM544	BS589019		EXP9413	ES499059	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113557		copy_number		105614.97	2510
119817	ARM544	BS589023		EXP9413	ES499063	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113561		copy_number		15742.51	2510
119666	ARM544	BS588946		EXP9413	ES498986				TREC				SDY67	0	Days	SUB113484		copy_number		72.842	2510
119694	ARM544	BS588960		EXP9413	ES499000	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113498		copy_number		19463.29	2510
119902	ARM544	BS589066		EXP9413	ES499106				TREC				SDY67	0	Days	SUB113604		copy_number		134.858	2510
119898	ARM544	BS589064		EXP9413	ES499104				TREC				SDY67	0	Days	SUB113602		copy_number		56.294	2510
119757	ARM544	BS588993		EXP9413	ES499033				TREC				SDY67	0	Days	SUB113531		copy_number		12.238	2510
119895	ARM544	BS589062		EXP9413	ES499102	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113600		copy_number		937509.96	2510
119894	ARM544	BS589062		EXP9413	ES499102				TREC				SDY67	0	Days	SUB113600		copy_number		243.1	2510
119841	ARM544	BS589035		EXP9413	ES499075	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113573		copy_number		25378.64	2510
119891	ARM544	BS589060		EXP9413	ES499100	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113598		copy_number		27847.54	2510
119678	ARM544	BS588952		EXP9413	ES498992				TREC				SDY67	0	Days	SUB113490		copy_number		13.896	2510
119642	ARM544	BS588934		EXP9413	ES498974				TREC				SDY67	0	Days	SUB113472		copy_number		38.859	2510
119789	ARM544	BS589009		EXP9413	ES499049	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113547		copy_number		53574.62	2510
119668	ARM544	BS588947		EXP9413	ES498987				TREC				SDY67	0	Days	SUB113485		copy_number		3.22	2510
119881	ARM544	BS589055		EXP9413	ES499095	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113593		copy_number		87953.29	2510
119629	ARM544	BS588927		EXP9413	ES498967	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113465		copy_number		93333.2	2510
119619	ARM544	BS588922		EXP9413	ES498962	1234	chemokine (C-C motif) receptor 5 (gene/pseudogene)	ANA35	CCR5				SDY67	0	Days	SUB113460		copy_number		108307.98	2510
